"File","Title","Description","OGTitleMissing","OGDescriptionMissing"
"shops/seoul/gangdong-gu/고덕동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 고덕동 이용 안내","강동구 고덕동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/길동/한국미인테라피/index.html","한국미인테라피 | 강동구 길동 이용 안내","강동구 길동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/길동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 길동 이용 안내","강동구 길동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/길동/love테라피/index.html","love테라피 | 강동구 길동 이용 안내","강동구 길동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/길동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 길동 이용 안내","강동구 길동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/길동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 길동 이용 안내","강동구 길동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/둔촌동/한국미인테라피/index.html","한국미인테라피 | 강동구 둔촌동 이용 안내","강동구 둔촌동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/둔촌동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 둔촌동 이용 안내","강동구 둔촌동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/둔촌동/love테라피/index.html","love테라피 | 강동구 둔촌동 이용 안내","강동구 둔촌동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/둔촌동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 둔촌동 이용 안내","강동구 둔촌동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/둔촌동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 둔촌동 이용 안내","강동구 둔촌동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/명일동/한국미인테라피/index.html","한국미인테라피 | 강동구 명일동 이용 안내","강동구 명일동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/명일동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 명일동 이용 안내","강동구 명일동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/명일동/love테라피/index.html","love테라피 | 강동구 명일동 이용 안내","강동구 명일동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/명일동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 명일동 이용 안내","강동구 명일동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/명일동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 명일동 이용 안내","강동구 명일동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/상일동/한국미인테라피/index.html","한국미인테라피 | 강동구 상일동 이용 안내","강동구 상일동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/상일동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 상일동 이용 안내","강동구 상일동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/상일동/love테라피/index.html","love테라피 | 강동구 상일동 이용 안내","강동구 상일동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/상일동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 상일동 이용 안내","강동구 상일동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/상일동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 상일동 이용 안내","강동구 상일동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/성내동/한국미인테라피/index.html","한국미인테라피 | 강동구 성내동 이용 안내","강동구 성내동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/성내동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 성내동 이용 안내","강동구 성내동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/성내동/love테라피/index.html","love테라피 | 강동구 성내동 이용 안내","강동구 성내동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/성내동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 성내동 이용 안내","강동구 성내동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/성내동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 성내동 이용 안내","강동구 성내동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/암사동/한국미인테라피/index.html","한국미인테라피 | 강동구 암사동 이용 안내","강동구 암사동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/암사동/너무이쁜테라피/index.html","너무이쁜테라피 | 강동구 암사동 이용 안내","강동구 암사동 지역의 너무이쁜테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/암사동/love테라피/index.html","love테라피 | 강동구 암사동 이용 안내","강동구 암사동 지역의 love테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/암사동/프리미엄테라피/index.html","프리미엄테라피 | 강동구 암사동 이용 안내","강동구 암사동 지역의 프리미엄테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/암사동/마인드좋은테라피/index.html","마인드좋은테라피 | 강동구 암사동 이용 안내","강동구 암사동 지역의 마인드좋은테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
"shops/seoul/gangdong-gu/천호동/한국미인테라피/index.html","한국미인테라피 | 강동구 천호동 이용 안내","강동구 천호동 지역의 한국미인테라피 안내입니다. 영업시간, 코스와 가격, 전화·문자 문의, 주변 위치 정보를 확인할 수 있습니다.","True","True"
