"사용","광역지역","시군구","읍면동","카테고리","업체명","한줄소개","주소","전화번호","문자번호","예약URL","대표이미지","영업시간","60분가격","90분가격","120분가격","공지사항","업체소개","인근지하철","관리사정보","주의사항","정렬순서"
"Y","서울","강남구","역삼동","출장마사지","한국미인테라피","역삼·논현·삼성동 중심 빠른 예약과 편안한 방문 관리","역삼동94길","0507-1280-3345","0507-1280-3345","","","24시간","60,000원","90,000원","120,000원","예약은 전화 또는 문자 받습니다. 강남구 전 지역 방문 가능하며, 역삼·논현·삼성·청담·대치 등 어디든 20~30분 내 도착합니다. 운영시간: 24시간 (심야 예약 가능)
결제: 현금, 카드, 계좌이체 모두 가능. 전액 후불제입니다.","강남구에서 운영하는 프리미엄 출장마사지입니다. 테헤란로 오피스 직장인, 강남 거주 고객님들이 집과 오피스에서 편하게 받으실 수 있도록 방문 서비스를 제공합니다. 출장비는 기본료에 포함되어 별도 비용이 없습니다.","강남역,역삼역","상큼함이 있는 관리사님","","1"
