"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","역노선","위치표시","주소표시","역선정방식","역거리km","계산상가까운역","계산거리km"
"","경기","경기","시흥시","거북섬동","","","","거북섬동 중심","경기 시흥시 거북섬동","지역중심","","",""
"","경기","경기","시흥시","과림동","시흥대야역","경기도 부천시 소사로 지하 120","서해선","시흥대야역 인근","경기도 부천시 소사로 지하 120","좌표최단거리","4.11","시흥대야역","4.11"
"","경기","경기","시흥시","군자동","능길역","경기도 안산시 단원구 황고개로 2","수인선","능길역 인근","경기도 안산시 단원구 황고개로 2","좌표최단거리","2.25","능길역","2.25"
"","경기","경기","시흥시","능곡동","시흥능곡역","경기도 시흥시 시흥대로 지하 327","서해선","시흥능곡역 인근","경기도 시흥시 시흥대로 지하 327","좌표최단거리","0.54","시흥능곡역","0.54"
"","경기","경기","시흥시","대야동","시흥대야역","경기도 부천시 소사로 지하 120","서해선","시흥대야역 인근","경기도 부천시 소사로 지하 120","좌표최단거리","0.89","시흥대야역","0.89"
"","경기","경기","시흥시","매화동","신현역","경기도 시승시 신현로 12번길 지하 2-10","서해선","신현역 인근","경기도 시승시 신현로 12번길 지하 2-10","좌표최단거리","3.05","신현역","3.05"
"","경기","경기","시흥시","목감동","시흥능곡역","경기도 시흥시 시흥대로 지하 327","서해선","시흥능곡역 인근","경기도 시흥시 시흥대로 지하 327","좌표최단거리","4.03","시흥능곡역","4.03"
"","경기","경기","시흥시","배곧동","오이도역","경기도 시흥시 역전로 430","수인선","오이도역 인근","경기도 시흥시 역전로 430","좌표최단거리","1.60","오이도역","1.60"
"","경기","경기","시흥시","신천동","신천역","경기도 시흥시 서해안로 지하 1670","서해선","신천역 인근","경기도 시흥시 서해안로 지하 1670","좌표최단거리","0.71","신천역","0.71"
"","경기","경기","시흥시","신현동","신현역","경기도 시승시 신현로 12번길 지하 2-10","서해선","신현역 인근","경기도 시승시 신현로 12번길 지하 2-10","좌표최단거리","1.33","신현역","1.33"
"","경기","경기","시흥시","연성동","시흥시청역","경기도 시흥시 시흥대로 지하 467","서해선","시흥시청역 인근","경기도 시흥시 시흥대로 지하 467","좌표최단거리","0.75","시흥시청역","0.75"
"","경기","경기","시흥시","월곶동","달월역","경기도 시흥시 서해안로 736번길 55(월곶동)","수인선","달월역 인근","경기도 시흥시 서해안로 736번길 55(월곶동)","좌표최단거리","1.05","달월역","1.05"
"","경기","경기","시흥시","은행동","신천역","경기도 시흥시 서해안로 지하 1670","서해선","신천역 인근","경기도 시흥시 서해안로 지하 1670","좌표최단거리","2.08","신천역","2.08"
"","경기","경기","시흥시","장곡동","시흥시청역","경기도 시흥시 시흥대로 지하 467","서해선","시흥시청역 인근","경기도 시흥시 시흥대로 지하 467","좌표최단거리","2.10","시흥시청역","2.10"
"","경기","경기","시흥시","정왕동","정왕역","경기도 시흥시 마유로 418길 15","수인선","정왕역 인근","경기도 시흥시 마유로 418길 15","좌표최단거리","1.37","정왕역","1.37"
"","경기","경기","시흥시","정왕본동","정왕역","경기도 시흥시 마유로 418길 15","수인선","정왕역 인근","경기도 시흥시 마유로 418길 15","좌표최단거리","0.91","정왕역","0.91"
"","경기","경기","안산시-단원구","고잔동","중앙역","경기도 안산시 단원구 중앙대로 918","수인선","중앙역 인근","경기도 안산시 단원구 중앙대로 918","좌표최단거리","0.65","중앙역","0.65"
"","경기","경기","안산시-단원구","대부동","","","","대부동 중심","경기 안산시 단원구 대부동","지역중심","","지식정보단지역","20.82"
"","경기","경기","안산시-단원구","백운동","안산역","경기도 안산시 단원구 중앙대로 462","수인선","안산역 인근","경기도 안산시 단원구 중앙대로 462","좌표최단거리","0.75","안산역","0.75"
"","경기","경기","안산시-단원구","선부동","선부역","경기도 안산시 단원구 선부광장로 34","서해선","선부역 인근","경기도 안산시 단원구 선부광장로 34","좌표최단거리","0.53","선부역","0.53"
"","경기","경기","안산시-단원구","신길동","능길역","경기도 안산시 단원구 황고개로 2","수인선","능길역 인근","경기도 안산시 단원구 황고개로 2","좌표최단거리","0.72","능길역","0.72"
"","경기","경기","안산시-단원구","와동","선부역","경기도 안산시 단원구 선부광장로 34","서해선","선부역 인근","경기도 안산시 단원구 선부광장로 34","좌표최단거리","1.55","선부역","1.55"
"","경기","경기","안산시-단원구","원곡동","안산역","경기도 안산시 단원구 중앙대로 462","수인선","안산역 인근","경기도 안산시 단원구 중앙대로 462","좌표최단거리","0.74","안산역","0.74"
"","경기","경기","안산시-단원구","중앙동","중앙역","경기도 안산시 단원구 중앙대로 918","수인선","중앙역 인근","경기도 안산시 단원구 중앙대로 918","좌표최단거리","0.86","중앙역","0.86"
"","경기","경기","안산시-단원구","초지동","초지역","경기도 안산시 단원구 중앙대로 620","서해선","초지역 인근","경기도 안산시 단원구 중앙대로 620","좌표최단거리","0.80","초지역","0.80"
"","경기","경기","안산시-단원구","호수동","중앙역","경기도 안산시 단원구 중앙대로 918","수인선","중앙역 인근","경기도 안산시 단원구 중앙대로 918","좌표최단거리","0.97","중앙역","0.97"
"","경기","경기","안산시-상록구","반월동","반월역","경기도 안산시 상록구 건건로 119-10","안산과천선","반월역 인근","경기도 안산시 상록구 건건로 119-10","좌표최단거리","0.70","반월역","0.70"
"","경기","경기","안산시-상록구","본오동","사리역","경기도 안산시 상록구 충장로 103(사동)","수인선","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","좌표최단거리","0.89","사리역","0.89"
"","경기","경기","안산시-상록구","부곡동","한대앞역","경기도 안산시 상록구 충장로 337","수인선","한대앞역 인근","경기도 안산시 상록구 충장로 337","좌표최단거리","2.36","한대앞역","2.36"
"","경기","경기","안산시-상록구","사동","사리역","경기도 안산시 상록구 충장로 103(사동)","수인선","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","좌표최단거리","1.25","사리역","1.25"
"","경기","경기","안산시-상록구","사이동","사리역","경기도 안산시 상록구 충장로 103(사동)","수인선","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","좌표최단거리","0.48","사리역","0.48"
"","경기","경기","안산시-상록구","성포동","중앙역","경기도 안산시 단원구 중앙대로 918","수인선","중앙역 인근","경기도 안산시 단원구 중앙대로 918","좌표최단거리","1.16","중앙역","1.16"
"","경기","경기","안산시-상록구","안산동","수리산역","경기도 군포시 번영로 385","안산과천선","수리산역 인근","경기도 군포시 번영로 385","좌표최단거리","4.79","수리산역","4.79"
"","경기","경기","안산시-상록구","월피동","중앙역","경기도 안산시 단원구 중앙대로 918","수인선","중앙역 인근","경기도 안산시 단원구 중앙대로 918","좌표최단거리","2.16","중앙역","2.16"
"","경기","경기","안산시-상록구","이동","한대앞역","경기도 안산시 상록구 충장로 337","수인선","한대앞역 인근","경기도 안산시 상록구 충장로 337","좌표최단거리","0.11","한대앞역","0.11"
"","경기","경기","안산시-상록구","일동","상록수역","경기도 안산시 상록구 상록수로 61","안산과천선","상록수역 인근","경기도 안산시 상록구 상록수로 61","좌표최단거리","0.79","상록수역","0.79"
"","경기","경기","안산시-상록구","해양동","고잔역","경기도 안산시 단원구 중앙대로 784 ","수인선","고잔역 인근","경기도 안산시 단원구 중앙대로 784 ","좌표최단거리","2.48","고잔역","2.48"
"","경기","경기","안성시","고삼면","","","","고삼면 중심","경기 안성시 고삼면","지역중심","","용인중앙시장역","17.63"
"","경기","경기","안성시","공도읍","평택역","경기도 평택시 평택로 51","경부선","평택역 인근","경기도 평택시 평택로 51","좌표최단거리","7.70","평택역","7.70"
"","경기","경기","안성시","금광면","","","","금광면 중심","경기 안성시 금광면","지역중심","","성환역","19.69"
"","경기","경기","안성시","대덕면","","","","대덕면 중심","경기 안성시 대덕면","지역중심","","평택역","14.56"
"","경기","경기","안성시","미양면","","","","미양면 중심","경기 안성시 미양면","지역중심","","성환역","10.44"
"","경기","경기","안성시","보개면","","","","보개면 중심","경기 안성시 보개면","지역중심","","평택역","20.80"
"","경기","경기","안성시","삼죽면","","","","삼죽면 중심","경기 안성시 삼죽면","지역중심","","이천역","22.80"
"","경기","경기","안성시","서운면","","","","서운면 중심","경기 안성시 서운면","지역중심","","성환역","11.79"
"","경기","경기","안성시","안성동","","","","안성동 중심","경기 안성시 안성동","지역중심","","",""
"","경기","경기","안성시","양성면","","","","양성면 중심","경기 안성시 양성면","지역중심","","평택지제역","14.11"
"","경기","경기","안성시","원곡면","평택지제역","경기도 평택시 경기대로 777","경부선","평택지제역 인근","경기도 평택시 경기대로 777","좌표최단거리","6.91","평택지제역","6.91"
"","경기","경기","안성시","일죽면","","","","일죽면 중심","경기 안성시 일죽면","지역중심","","부발역","18.87"
"","경기","경기","안성시","죽산면","","","","죽산면 중심","경기 안성시 죽산면","지역중심","","이천역","21.95"
"","경기","경기","안양시-동안구","갈산동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","2.03","평촌역","2.03"
"","경기","경기","안양시-동안구","관양동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","1.11","평촌역","1.11"
"","경기","경기","안양시-동안구","귀인동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","1.10","평촌역","1.10"
"","경기","경기","안양시-동안구","달안동","범계역","경기도 안양시 동안구 동안로 지하 130","안산과천선","범계역 인근","경기도 안양시 동안구 동안로 지하 130","좌표최단거리","0.70","범계역","0.70"
"","경기","경기","안양시-동안구","범계동","범계역","경기도 안양시 동안구 동안로 지하 130","안산과천선","범계역 인근","경기도 안양시 동안구 동안로 지하 130","좌표최단거리","0.16","범계역","0.16"
"","경기","경기","안양시-동안구","부림동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","0.63","평촌역","0.63"
"","경기","경기","안양시-동안구","부흥동","범계역","경기도 안양시 동안구 동안로 지하 130","안산과천선","범계역 인근","경기도 안양시 동안구 동안로 지하 130","좌표최단거리","0.54","범계역","0.54"
"","경기","경기","안양시-동안구","비산동","범계역","경기도 안양시 동안구 동안로 지하 130","안산과천선","범계역 인근","경기도 안양시 동안구 동안로 지하 130","좌표최단거리","1.45","범계역","1.45"
"","경기","경기","안양시-동안구","신촌동","범계역","경기도 안양시 동안구 동안로 지하 130","안산과천선","범계역 인근","경기도 안양시 동안구 동안로 지하 130","좌표최단거리","1.02","범계역","1.02"
"","경기","경기","안양시-동안구","인덕원동","인덕원역","경기도 안양시 동안구 흥안대로 529","안산과천선","인덕원역 인근","경기도 안양시 동안구 흥안대로 529","동일이름지역검증","","",""
"","경기","경기","안양시-동안구","평안동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","0.44","평촌역","0.44"
"","경기","경기","안양시-동안구","평촌동","인덕원역","경기도 안양시 동안구 흥안대로 529","안산과천선","인덕원역 인근","경기도 안양시 동안구 흥안대로 529","좌표최단거리","0.80","인덕원역","0.80"
"","경기","경기","안양시-동안구","호계동","금정역","경기도 군포시 군포로 750","안산과천선","금정역 인근","경기도 군포시 군포로 750","좌표최단거리","1.16","금정역","1.16"
"","경기","경기","안양시-만안구","명학동","명학역","경기도 안양시 만안구 만안로 20","경부선","명학역 인근","경기도 안양시 만안구 만안로 20","동일이름지역검증","","",""
"","경기","경기","안양시-만안구","박달동","광명역","경기도 광명시 광명역로 21","경부선","광명역 인근","경기도 광명시 광명역로 21","좌표최단거리","1.82","광명역","1.82"
"","경기","경기","안양시-만안구","병목안동","","","","병목안동 중심","경기 안양시 만안구 병목안동","지역중심","","",""
"","경기","경기","안양시-만안구","석수동","관악역","경기도 안양시 만안구 경수대로 1273번길 46","경부선","관악역 인근","경기도 안양시 만안구 경수대로 1273번길 46","좌표최단거리","0.22","관악역","0.22"
"","경기","경기","안양시-만안구","안양동","안양역","경기도 안양시 만안구 만안로 232","경부선","안양역 인근","경기도 안양시 만안구 만안로 232","좌표최단거리","0.47","안양역","0.47"
"","경기","경기","안양시-만안구","충훈동","","","","충훈동 중심","경기 안양시 만안구 충훈동","지역중심","","",""
"","경기","경기","안양시-만안구","호현동","","","","호현동 중심","경기 안양시 만안구 호현동","지역중심","","",""
"","경기","경기","양주시","광적면","덕계역","경기도 양주시 고덕로 139번길 317","경원선","덕계역 인근","경기도 양주시 고덕로 139번길 317","좌표최단거리","6.43","덕계역","6.43"
"","경기","경기","양주시","남면","지행역","경기도 동두천시 평화로 2285(지행동)","경원선","지행역 인근","경기도 동두천시 평화로 2285(지행동)","좌표최단거리","6.97","지행역","6.97"
"","경기","경기","양주시","백석읍","양주역","경기도 양주시 평화로 919(남방동 94-1)","경원선","양주역 인근","경기도 양주시 평화로 919(남방동 94-1)","좌표최단거리","5.68","양주역","5.68"
"","경기","경기","양주시","양주동","양주역","경기도 양주시 평화로 919(남방동 94-1)","경원선","양주역 인근","경기도 양주시 평화로 919(남방동 94-1)","동일이름지역검증","","",""
"","경기","경기","양주시","옥정동","덕계역","경기도 양주시 고덕로 139번길 317","경원선","덕계역 인근","경기도 양주시 고덕로 139번길 317","좌표최단거리","2.67","덕계역","2.67"
"","경기","경기","양주시","은현면","지행역","경기도 동두천시 평화로 2285(지행동)","경원선","지행역 인근","경기도 동두천시 평화로 2285(지행동)","좌표최단거리","3.35","지행역","3.35"
"","경기","경기","양주시","장흥면","","","","장흥면 중심","경기 양주시 장흥면","지역중심","","지축역","8.11"
"","경기","경기","양주시","회천동","","","","회천동 중심","경기 양주시 회천동","지역중심","","",""
"","경기","경기","양평군","강상면","양평역","경기도 양평군 양평읍 역전길 30","경의중앙선","양평역 인근","경기도 양평군 양평읍 역전길 30","좌표최단거리","3.85","양평역","3.85"
"","경기","경기","양평군","강하면","국수역","경기도 양평군 양서면 국수역길 45","경의중앙선","국수역 인근","경기도 양평군 양서면 국수역길 45","좌표최단거리","5.21","국수역","5.21"
"","경기","경기","양평군","개군면","원덕역","경기도 양평군 양평읍 원덕흑천길 138","경의중앙선","원덕역 인근","경기도 양평군 양평읍 원덕흑천길 138","좌표최단거리","2.96","원덕역","2.96"
"","경기","경기","양평군","단월면","","","","단월면 중심","경기 양평군 단월면","지역중심","","용문역","12.31"
"","경기","경기","양평군","서종면","","","","서종면 중심","경기 양평군 서종면","지역중심","","대성리역","8.87"
"","경기","경기","양평군","양동면","","","","양동면 중심","경기 양평군 양동면","지역중심","","지평역","10.23"
"","경기","경기","양평군","양서면","양수역","경기도 양평군 양서면 목왕로 55-10","경의중앙선","양수역 인근","경기도 양평군 양서면 목왕로 55-10","좌표최단거리","0.59","양수역","0.59"
"","경기","경기","양평군","양평읍","양평역","경기도 양평군 양평읍 역전길 30","경의중앙선","양평역 인근","경기도 양평군 양평읍 역전길 30","좌표최단거리","0.67","양평역","0.67"
"","경기","경기","양평군","옥천면","아신역","경기도 양평군 옥천면 아신역길 1길 23-3","경의중앙선","아신역 인근","경기도 양평군 옥천면 아신역길 1길 23-3","좌표최단거리","1.22","아신역","1.22"
"","경기","경기","양평군","용문면","용문역","경기도 양평군 용문면 다문리 748-2","경의중앙선","용문역 인근","경기도 양평군 용문면 다문리 748-2","좌표최단거리","2.26","용문역","2.26"
"","경기","경기","양평군","지평면","지평역","경기도 양평군 지평면 지평역길 32","경의중앙선","지평역 인근","경기도 양평군 지평면 지평역길 32","좌표최단거리","3.41","지평역","3.41"
"","경기","경기","양평군","청운면","","","","청운면 중심","경기 양평군 청운면","지역중심","","지평역","13.09"
"","경기","경기","여주시","가남읍","","","","가남읍 중심","경기 여주시 가남읍","지역중심","","세종대왕릉역","9.00"
"","경기","경기","여주시","강천면","여주역","경기도 여주시 교동로 80(교동 403-1)","경강선","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","좌표최단거리","7.83","여주역","7.83"
"","경기","경기","여주시","금사면","","","","금사면 중심","경기 여주시 금사면","지역중심","","원덕역","8.70"
"","경기","경기","여주시","대신면","","","","대신면 중심","경기 여주시 대신면","지역중심","","세종대왕릉역","10.22"
"","경기","경기","여주시","북내면","","","","북내면 중심","경기 여주시 북내면","지역중심","","여주역","8.49"
"","경기","경기","여주시","산북면","","","","산북면 중심","경기 여주시 산북면","지역중심","","양평역","10.27"
"","경기","경기","여주시","세종대왕면","세종대왕릉역","경기도 여주시 능서면 양화로 877","경강선","세종대왕릉역 인근","경기도 여주시 능서면 양화로 877","좌표최단거리","0.39","세종대왕릉역","0.39"
"","경기","경기","여주시","여흥동","여주역","경기도 여주시 교동로 80(교동 403-1)","경강선","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","좌표최단거리","1.69","여주역","1.69"
"","경기","경기","여주시","오학동","여주역","경기도 여주시 교동로 80(교동 403-1)","경강선","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","좌표최단거리","3.46","여주역","3.46"
"","경기","경기","여주시","점동면","","","","점동면 중심","경기 여주시 점동면","지역중심","","여주역","11.21"
"","경기","경기","여주시","중앙동","여주역","경기도 여주시 교동로 80(교동 403-1)","경강선","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","좌표최단거리","1.76","여주역","1.76"
"","경기","경기","여주시","흥천면","세종대왕릉역","경기도 여주시 능서면 양화로 877","경강선","세종대왕릉역 인근","경기도 여주시 능서면 양화로 877","좌표최단거리","6.84","세종대왕릉역","6.84"
"","경기","경기","연천군","군남면","연천역","경기도 연천군 연천읍 연천로 273-7(차탄리)","경원선","연천역 인근","경기도 연천군 연천읍 연천로 273-7(차탄리)","좌표최단거리","4.50","연천역","4.50"
"","경기","경기","연천군","미산면","","","","미산면 중심","경기 연천군 미산면","지역중심","","전곡역","8.29"
"","경기","경기","연천군","백학면","","","","백학면 중심","경기 연천군 백학면","지역중심","","전곡역","15.17"
"","경기","경기","연천군","신서면","","","","신서면 중심","경기 연천군 신서면","지역중심","","연천역","10.86"
"","경기","경기","연천군","연천읍","연천역","경기도 연천군 연천읍 연천로 273-7(차탄리)","경원선","연천역 인근","경기도 연천군 연천읍 연천로 273-7(차탄리)","좌표최단거리","0.42","연천역","0.42"
"","경기","경기","연천군","왕징면","","","","왕징면 중심","경기 연천군 왕징면","지역중심","","연천역","12.25"
"","경기","경기","연천군","장남면","","","","장남면 중심","경기 연천군 장남면","지역중심","","운천역","14.08"
"","경기","경기","연천군","전곡읍","청산역","경기도 연천군 청산면 초성리 170-1","경원선","청산역 인근","경기도 연천군 청산면 초성리 170-1","좌표최단거리","3.21","청산역","3.21"
"","경기","경기","연천군","중면","","","","중면 중심","경기 연천군 중면","지역중심","","연천역","8.14"
"","경기","경기","연천군","청산면","전곡역","경기도 연천군 전곡읍 전곡역로 75(전곡리)","경원선","전곡역 인근","경기도 연천군 전곡읍 전곡역로 75(전곡리)","좌표최단거리","3.14","전곡역","3.14"
"","경기","경기","오산시","남촌동","오산역","경기도 오산시 오산동 역광장로 59","경부선","오산역 인근","경기도 오산시 오산동 역광장로 59","좌표최단거리","1.05","오산역","1.05"
"","경기","경기","오산시","대원동","오산역","경기도 오산시 오산동 역광장로 59","경부선","오산역 인근","경기도 오산시 오산동 역광장로 59","좌표최단거리","0.88","오산역","0.88"
"","경기","경기","오산시","세마동","세마역","경기도 오산시 세마역로 88","경부선","세마역 인근","경기도 오산시 세마역로 88","좌표최단거리","0.25","세마역","0.25"
"","경기","경기","오산시","신장동","오산대역","경기도 오산시 청학로 236","경부선","오산대역 인근","경기도 오산시 청학로 236","좌표최단거리","1.10","오산대역","1.10"
"","경기","경기","오산시","중앙동","오산역","경기도 오산시 오산동 역광장로 59","경부선","오산역 인근","경기도 오산시 오산동 역광장로 59","좌표최단거리","0.95","오산역","0.95"
"","경기","경기","오산시","초평동","오산역","경기도 오산시 오산동 역광장로 59","경부선","오산역 인근","경기도 오산시 오산동 역광장로 59","좌표최단거리","2.10","오산역","2.10"
"","경기","경기","용인시-기흥구","구갈동","기흥역","경기도 용인시 기흥구 중부대로 460","에버라인","기흥역 인근","경기도 용인시 기흥구 중부대로 460","좌표최단거리","0.50","기흥역","0.50"
"","경기","경기","용인시-기흥구","구성동","구성역","경기도 용인시 기흥구 용구대로 2403","분당선","구성역 인근","경기도 용인시 기흥구 용구대로 2403","좌표최단거리","1.21","구성역","1.21"
"","경기","경기","용인시-기흥구","기흥동","상갈역","경기도 용인시 기흥구 금화로 지하 40","분당선","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","좌표최단거리","3.42","상갈역","3.42"
"","경기","경기","용인시-기흥구","동백동","어정역","경기도 용인시 기흥구 어정로 128","에버라인","어정역 인근","경기도 용인시 기흥구 어정로 128","좌표최단거리","1.83","어정역","1.83"
"","경기","경기","용인시-기흥구","마북동","구성역","경기도 용인시 기흥구 용구대로 2403","분당선","구성역 인근","경기도 용인시 기흥구 용구대로 2403","좌표최단거리","1.02","구성역","1.02"
"","경기","경기","용인시-기흥구","보라동","상갈역","경기도 용인시 기흥구 금화로 지하 40","분당선","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","좌표최단거리","1.13","상갈역","1.13"
"","경기","경기","용인시-기흥구","보정동","보정역","경기도 용인시 기흥구 용구대로 2560  _x000D_","분당선","보정역 인근","경기도 용인시 기흥구 용구대로 2560  _x000D_","좌표최단거리","0.92","보정역","0.92"
"","경기","경기","용인시-기흥구","상갈동","상갈역","경기도 용인시 기흥구 금화로 지하 40","분당선","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","좌표최단거리","0.64","상갈역","0.64"
"","경기","경기","용인시-기흥구","상하동","지석역","경기도 용인시 기흥구 어정로 28","에버라인","지석역 인근","경기도 용인시 기흥구 어정로 28","좌표최단거리","0.76","지석역","0.76"
"","경기","경기","용인시-기흥구","서농동","망포역","경기도 수원시 영통구 봉영로 지하 1520","분당선","망포역 인근","경기도 수원시 영통구 봉영로 지하 1520","좌표최단거리","1.30","망포역","1.30"
"","경기","경기","용인시-기흥구","신갈동","신갈역","경기도 용인시 기흥구 기흥로 136","분당선","신갈역 인근","경기도 용인시 기흥구 기흥로 136","좌표최단거리","1.16","신갈역","1.16"
"","경기","경기","용인시-기흥구","영덕동","청명역","경기도 수원시 영통구 봉영로 지하 1670","분당선","청명역 인근","경기도 수원시 영통구 봉영로 지하 1670","좌표최단거리","1.52","청명역","1.52"
"","경기","경기","용인시-수지구","동천동","동천역","경기도 용인시 수지구 신수로 지하760","신분당선","동천역 인근","경기도 용인시 수지구 신수로 지하760","좌표최단거리","1.53","동천역","1.53"
"","경기","경기","용인시-수지구","상현동","상현역","경기도 용인시 수지구 광교중앙로 지하312","신분당선","상현역 인근","경기도 용인시 수지구 광교중앙로 지하312","좌표최단거리","0.83","상현역","0.83"
"","경기","경기","용인시-수지구","성복동","성복역","경기도 용인시 수지구 수지로 지하134","신분당선","성복역 인근","경기도 용인시 수지구 수지로 지하134","좌표최단거리","0.88","성복역","0.88"
"","경기","경기","용인시-수지구","신봉동","성복역","경기도 용인시 수지구 수지로 지하134","신분당선","성복역 인근","경기도 용인시 수지구 수지로 지하134","좌표최단거리","0.77","성복역","0.77"
"","경기","경기","용인시-수지구","죽전동","죽전역","경기도 용인시 수지구 포은대로 530(죽전동 1014)","분당선","죽전역 인근","경기도 용인시 수지구 포은대로 530(죽전동 1014)","좌표최단거리","0.94","죽전역","0.94"
"","경기","경기","용인시-수지구","풍덕천동","수지구청역","경기도 용인시 수지구 풍덕천로 지하120 ","신분당선","수지구청역 인근","경기도 용인시 수지구 풍덕천로 지하120 ","좌표최단거리","0.12","수지구청역","0.12"
"","경기","경기","용인시-처인구","남사읍","진위역","경기도 평택시 경기대로 1855","경부선","진위역 인근","경기도 평택시 경기대로 1855","좌표최단거리","7.84","진위역","7.84"
"","경기","경기","용인시-처인구","동부동","용인중앙시장역","경기도 용인시 처인구 금학로 409","에버라인","용인중앙시장역 인근","경기도 용인시 처인구 금학로 409","좌표최단거리","1.06","용인중앙시장역","1.06"
"","경기","경기","용인시-처인구","모현읍","전대·에버랜드역","경기도 용인시 처인구 포곡읍 에버랜드로 143","에버라인","전대·에버랜드역 인근","경기도 용인시 처인구 포곡읍 에버랜드로 143","좌표최단거리","4.93","전대·에버랜드역","4.93"
"","경기","경기","용인시-처인구","백암면","","","","백암면 중심","경기 용인시 처인구 백암면","지역중심","","이천역","12.67"
"","경기","경기","용인시-처인구","삼가동","삼가역","경기도 용인시 처인구 중부대로 1098","에버라인","삼가역 인근","경기도 용인시 처인구 중부대로 1098","좌표최단거리","0.25","삼가역","0.25"
"","경기","경기","용인시-처인구","양지읍","고진역","경기도 용인시 처인구 경안천로 141","에버라인","고진역 인근","경기도 용인시 처인구 경안천로 141","좌표최단거리","5.90","고진역","5.90"
"","경기","경기","용인시-처인구","역북동","명지대역","경기도 용인시 처인구 금학로 241","에버라인","명지대역 인근","경기도 용인시 처인구 금학로 241","좌표최단거리","0.30","명지대역","0.30"
"","경기","경기","용인시-처인구","원삼면","","","","원삼면 중심","경기 용인시 처인구 원삼면","지역중심","","용인중앙시장역","12.18"
"","경기","경기","용인시-처인구","유림동","보평역","경기도 용인시 처인구 경안천로 313","에버라인","보평역 인근","경기도 용인시 처인구 경안천로 313","좌표최단거리","0.55","보평역","0.55"
"","경기","경기","용인시-처인구","이동읍","","","","이동읍 중심","경기 용인시 처인구 이동읍","지역중심","","김량장역","10.70"
"","경기","경기","용인시-처인구","중앙동","","","","중앙동 중심","경기 용인시 처인구 중앙동","지역중심","","",""
"","경기","경기","용인시-처인구","포곡읍","전대·에버랜드역","경기도 용인시 처인구 포곡읍 에버랜드로 143","에버라인","전대·에버랜드역 인근","경기도 용인시 처인구 포곡읍 에버랜드로 143","좌표최단거리","1.31","전대·에버랜드역","1.31"
"","경기","경기","의왕시","고천동","당정역","경기도 군포시 당정역로 91","경부선","당정역 인근","경기도 군포시 당정역로 91","좌표최단거리","3.44","당정역","3.44"
"","경기","경기","의왕시","내손동","평촌역","경기도 안양시 동안구 부림로 지하 123","안산과천선","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","좌표최단거리","1.91","평촌역","1.91"
"","경기","경기","의왕시","부곡동","의왕역","경기도 의왕시 철도박물관로 66(삼동)","경부선","의왕역 인근","경기도 의왕시 철도박물관로 66(삼동)","좌표최단거리","0.84","의왕역","0.84"
"","경기","경기","의왕시","오전동","군포역","경기도 군포시 군포역1길 27","경부선","군포역 인근","경기도 군포시 군포역1길 27","좌표최단거리","3.12","군포역","3.12"
"","경기","경기","의왕시","청계동","인덕원역","경기도 안양시 동안구 흥안대로 529","안산과천선","인덕원역 인근","경기도 안양시 동안구 흥안대로 529","좌표최단거리","3.66","인덕원역","3.66"
"","경기","경기","의정부시","가능동","흥선역","경기도 의정부시 호국로 1197","의정부","흥선역 인근","경기도 의정부시 호국로 1197","좌표최단거리","0.83","흥선역","0.83"
"","경기","경기","의정부시","고산동","탑석역","경기도 의정부시 충의로 20","의정부","탑석역 인근","경기도 의정부시 충의로 20","좌표최단거리","1.38","탑석역","1.38"
"","경기","경기","의정부시","녹양동","녹양역","경기도 의정부시 평화로 757(녹양동 973)","경원선","녹양역 인근","경기도 의정부시 평화로 757(녹양동 973)","좌표최단거리","0.83","녹양역","0.83"
"","경기","경기","의정부시","송산동","탑석역","경기도 의정부시 충의로 20","의정부","탑석역 인근","경기도 의정부시 충의로 20","좌표최단거리","1.89","탑석역","1.89"
"","경기","경기","의정부시","신곡동","동오역","경기도 의정부시 장곡로 471","의정부","동오역 인근","경기도 의정부시 장곡로 471","좌표최단거리","0.90","동오역","0.90"
"","경기","경기","의정부시","의정부동","의정부역","경기도 의정부시 평화로 525","경원선","의정부역 인근","경기도 의정부시 평화로 525","좌표최단거리","0.09","의정부역","0.09"
