"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","역노선","위치표시","주소표시","역선정방식","역거리km","계산상가까운역","계산거리km"
"","서울","서울","용산구","용산2가동","녹사평역","서울특별시 용산구 녹사평대로 지하195(용산동4가)","6호선","녹사평역 인근","서울특별시 용산구 녹사평대로 지하195(용산동4가)","좌표최단거리","0.53","녹사평역","0.53"
"","서울","서울","용산구","원효로동","마포역","서울특별시 마포구 마포대로 지하33(도화동)","5호선","마포역 인근","서울특별시 마포구 마포대로 지하33(도화동)","좌표최단거리","0.81","마포역","0.81"
"","서울","서울","용산구","이촌동","이촌역","서울시 용산구 이촌로 71길 42","경원선","이촌역 인근","서울시 용산구 이촌로 71길 42","좌표최단거리","0.73","이촌역","0.73"
"","서울","서울","용산구","이태원동","이태원역","서울특별시 용산구 이태원로 지하177(이태원동)","6호선","이태원역 인근","서울특별시 용산구 이태원로 지하177(이태원동)","좌표최단거리","0.48","이태원역","0.48"
"","서울","서울","용산구","청파동","서울역","서울특별시 용산구 청파로 378","인천국제공항선","서울역 인근","서울특별시 용산구 청파로 378","좌표최단거리","0.55","서울역","0.55"
"","서울","서울","용산구","한강로동","이촌역","서울특별시 용산구 서빙고로 지하83(용산동5가)","4호선","이촌역 인근","서울특별시 용산구 서빙고로 지하83(용산동5가)","좌표최단거리","0.17","이촌역","0.17"
"","서울","서울","용산구","한남동","한강진역","서울특별시 용산구 이태원로 지하287(한남동)","6호선","한강진역 인근","서울특별시 용산구 이태원로 지하287(한남동)","좌표최단거리","0.52","한강진역","0.52"
"","서울","서울","용산구","효창동","효창공원앞역","서울특별시 용산구 백범로 지하287(효창동)","6호선","효창공원앞역 인근","서울특별시 용산구 백범로 지하287(효창동)","좌표최단거리","0.47","효창공원앞역","0.47"
"","서울","서울","용산구","후암동","서울역","서울특별시 용산구 한강대로 지하392(동자동)","4호선","서울역 인근","서울특별시 용산구 한강대로 지하392(동자동)","좌표최단거리","0.75","서울역","0.75"
"","서울","서울","은평구","갈현동","연신내역","서울특별시 은평구 통일로 지하849(갈현동)","6호선","연신내역 인근","서울특별시 은평구 통일로 지하849(갈현동)","좌표최단거리","0.73","연신내역","0.73"
"","서울","서울","은평구","구산동","구산역","서울특별시 은평구 연서로 지하137-1(구산동)","6호선","구산역 인근","서울특별시 은평구 연서로 지하137-1(구산동)","좌표최단거리","0.80","구산역","0.80"
"","서울","서울","은평구","녹번동","녹번역","서울특별시 은평구 통일로 지하602-1(녹번동)","3호선","녹번역 인근","서울특별시 은평구 통일로 지하602-1(녹번동)","좌표최단거리","0.50","녹번역","0.50"
"","서울","서울","은평구","대조동","구산역","서울특별시 은평구 연서로 지하137-1(구산동)","6호선","구산역 인근","서울특별시 은평구 연서로 지하137-1(구산동)","좌표최단거리","0.51","구산역","0.51"
"","서울","서울","은평구","불광동","독바위역","서울특별시 은평구 불광로 지하129-1(불광동)","6호선","독바위역 인근","서울특별시 은평구 불광로 지하129-1(불광동)","좌표최단거리","0.24","독바위역","0.24"
"","서울","서울","은평구","수색동","수색역","서울시 은평구 수색로 261-1","경의중앙선","수색역 인근","서울시 은평구 수색로 261-1","좌표최단거리","0.49","수색역","0.49"
"","서울","서울","은평구","신사동","새절역","서울특별시 은평구 증산로 지하400(신사동)","6호선","새절역 인근","서울특별시 은평구 증산로 지하400(신사동)","좌표최단거리","0.68","새절역","0.68"
"","서울","서울","은평구","역촌동","역촌역","서울특별시 은평구 서오릉로 지하63(녹번동)","6호선","역촌역 인근","서울특별시 은평구 서오릉로 지하63(녹번동)","좌표최단거리","0.70","역촌역","0.70"
"","서울","서울","은평구","응암동","새절역","서울특별시 은평구 증산로 지하400(신사동)","6호선","새절역 인근","서울특별시 은평구 증산로 지하400(신사동)","좌표최단거리","0.72","새절역","0.72"
"","서울","서울","은평구","증산동","증산역","서울특별시 은평구 증산로 지하306(증산동)","6호선","증산역 인근","서울특별시 은평구 증산로 지하306(증산동)","좌표최단거리","0.38","증산역","0.38"
"","서울","서울","은평구","진관동","구파발역","서울특별시 은평구 진관2로 지하15-25 (진관동)","3호선","구파발역 인근","서울특별시 은평구 진관2로 지하15-25 (진관동)","좌표최단거리","1.58","구파발역","1.58"
"","서울","서울","종로구","4가동","종로3가역","서울특별시 종로구 돈화문로11길 지하 26(돈의동)","5호선","종로3가역 인근","서울특별시 종로구 돈화문로11길 지하 26(돈의동)","좌표최단거리","0.64","종로3가역","0.64"
"","서울","서울","종로구","6가동","종로5가역","서울특별시 종로구 종로 지하216(종로5가)","1호선","종로5가역 인근","서울특별시 종로구 종로 지하216(종로5가)","좌표최단거리","0.28","종로5가역","0.28"
"","서울","서울","종로구","가회동","안국역","서울특별시 종로구 율곡로 지하62(안국동)","3호선","안국역 인근","서울특별시 종로구 율곡로 지하62(안국동)","좌표최단거리","0.84","안국역","0.84"
"","서울","서울","종로구","교남동","독립문역","서울특별시 서대문구 통일로 지하247(현저동)","3호선","독립문역 인근","서울특별시 서대문구 통일로 지하247(현저동)","좌표최단거리","0.58","독립문역","0.58"
"","서울","서울","종로구","무악동","독립문역","서울특별시 서대문구 통일로 지하247(현저동)","3호선","독립문역 인근","서울특별시 서대문구 통일로 지하247(현저동)","좌표최단거리","0.24","독립문역","0.24"
"","서울","서울","종로구","부암동","무악재역","서울특별시 서대문구 통일로 지하361(홍제동)","3호선","무악재역 인근","서울특별시 서대문구 통일로 지하361(홍제동)","좌표최단거리","1.94","무악재역","1.94"
"","서울","서울","종로구","사직동","경복궁역","서울특별시 종로구 사직로 지하130(적선동)","3호선","경복궁역 인근","서울특별시 종로구 사직로 지하130(적선동)","좌표최단거리","0.37","경복궁역","0.37"
"","서울","서울","종로구","삼청동","안국역","서울특별시 종로구 율곡로 지하62(안국동)","3호선","안국역 인근","서울특별시 종로구 율곡로 지하62(안국동)","좌표최단거리","1.50","안국역","1.50"
"","서울","서울","종로구","숭인동","동묘앞역","서울특별시 종로구 종로 359(숭인동)","1호선","동묘앞역 인근","서울특별시 종로구 종로 359(숭인동)","좌표최단거리","0.40","동묘앞역","0.40"
"","서울","서울","종로구","이화동","혜화역","서울특별시 종로구 대학로 지하120(명륜4가)","4호선","혜화역 인근","서울특별시 종로구 대학로 지하120(명륜4가)","좌표최단거리","0.67","혜화역","0.67"
"","서울","서울","종로구","창신동","동묘앞역","서울특별시 종로구 종로 359(숭인동)","1호선","동묘앞역 인근","서울특별시 종로구 종로 359(숭인동)","좌표최단거리","0.42","동묘앞역","0.42"
"","서울","서울","종로구","청운효자동","경복궁역","서울특별시 종로구 사직로 지하130(적선동)","3호선","경복궁역 인근","서울특별시 종로구 사직로 지하130(적선동)","좌표최단거리","1.11","경복궁역","1.11"
"","서울","서울","종로구","평창동","독바위역","서울특별시 은평구 불광로 지하129-1(불광동)","6호선","독바위역 인근","서울특별시 은평구 불광로 지하129-1(불광동)","좌표최단거리","3.06","독바위역","3.06"
"","서울","서울","종로구","혜화동","한성대입구역","서울특별시 성북구 삼선교로 지하1(삼선동1가)","4호선","한성대입구역 인근","서울특별시 성북구 삼선교로 지하1(삼선동1가)","좌표최단거리","0.35","한성대입구역","0.35"
"","서울","서울","중구","광희동","동대문역사문화공원역","서울특별시 중구 장충단로 지하230(광희동2가)","4호선","동대문역사문화공원역 인근","서울특별시 중구 장충단로 지하230(광희동2가)","좌표최단거리","0.08","동대문역사문화공원역","0.08"
"","서울","서울","중구","다산동","약수역","서울특별시 중구 다산로 지하115(신당동)","6호선","약수역 인근","서울특별시 중구 다산로 지하115(신당동)","좌표최단거리","0.21","약수역","0.21"
"","서울","서울","중구","동화동","청구역","서울특별시 중구 청구로 지하77(신당동)","5호선","청구역 인근","서울특별시 중구 청구로 지하77(신당동)","좌표최단거리","0.34","청구역","0.34"
"","서울","서울","중구","명동","명동역","서울특별시 중구 퇴계로 지하126(충무로2가)","4호선","명동역 인근","서울특별시 중구 퇴계로 지하126(충무로2가)","좌표최단거리","0.11","명동역","0.11"
"","서울","서울","중구","소공동","시청역","서울특별시 중구 세종대로 지하101(정동)","1호선","시청역 인근","서울특별시 중구 세종대로 지하101(정동)","좌표최단거리","0.27","시청역","0.27"
"","서울","서울","중구","신당동","신당역","서울특별시 중구 다산로 지하260(흥인동)","6호선","신당역 인근","서울특별시 중구 다산로 지하260(흥인동)","좌표최단거리","0.28","신당역","0.28"
"","서울","서울","중구","약수동","버티고개역","서울특별시 중구 다산로 지하38(신당동)","6호선","버티고개역 인근","서울특별시 중구 다산로 지하38(신당동)","좌표최단거리","0.33","버티고개역","0.33"
"","서울","서울","중구","을지로동","을지로4가역","서울특별시 중구 을지로 지하178(을지로4가)","2호선","을지로4가역 인근","서울특별시 중구 을지로 지하178(을지로4가)","좌표최단거리","0.07","을지로4가역","0.07"
"","서울","서울","중구","장충동","동대입구역","서울특별시 중구 동호로 지하256(장충동2가)","3호선","동대입구역 인근","서울특별시 중구 동호로 지하256(장충동2가)","좌표최단거리","0.42","동대입구역","0.42"
"","서울","서울","중구","중림동","충정로역","서울특별시 서대문구 서소문로 지하17(충정로3가)","2호선","충정로역 인근","서울특별시 서대문구 서소문로 지하17(충정로3가)","좌표최단거리","0.37","충정로역","0.37"
"","서울","서울","중구","청구동","약수역","서울특별시 중구 다산로 지하122(신당동)","3호선","약수역 인근","서울특별시 중구 다산로 지하122(신당동)","좌표최단거리","0.41","약수역","0.41"
"","서울","서울","중구","필동","충무로역","서울특별시 중구 퇴계로 지하214(필동2가)","3호선","충무로역 인근","서울특별시 중구 퇴계로 지하214(필동2가)","좌표최단거리","0.53","충무로역","0.53"
"","서울","서울","중구","황학동","신당역","서울특별시 중구 퇴계로 지하431-1(신당동)","2호선","신당역 인근","서울특별시 중구 퇴계로 지하431-1(신당동)","좌표최단거리","0.29","신당역","0.29"
"","서울","서울","중구","회현동","회현역","서울특별시 중구 퇴계로 지하54(남창동)","4호선","회현역 인근","서울특별시 중구 퇴계로 지하54(남창동)","좌표최단거리","0.26","회현역","0.26"
"","서울","서울","중랑구","8동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","6호선","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","좌표최단거리","1.15","신내역","1.15"
"","서울","서울","중랑구","망우동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","6호선","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","좌표최단거리","1.33","신내역","1.33"
"","서울","서울","중랑구","망우본동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","6호선","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","좌표최단거리","1.16","신내역","1.16"
"","서울","서울","중랑구","면목동","사가정역","서울특별시 중랑구 사가정로 지하393(면목동)","7호선","사가정역 인근","서울특별시 중랑구 사가정로 지하393(면목동)","좌표최단거리","0.24","사가정역","0.24"
"","서울","서울","중랑구","면목본동","면목역","서울특별시 중랑구 면목로 지하407(면목동) ","7호선","면목역 인근","서울특별시 중랑구 면목로 지하407(면목동) ","좌표최단거리","0.17","면목역","0.17"
"","서울","서울","중랑구","묵동","먹골역","서울특별시 중랑구 동일로 지하901(묵동)","7호선","먹골역 인근","서울특별시 중랑구 동일로 지하901(묵동)","좌표최단거리","0.25","먹골역","0.25"
"","서울","서울","중랑구","상봉동","망우역","서울시 중랑구 망우로 55길 11-10","경춘선","망우역 인근","서울시 중랑구 망우로 55길 11-10","좌표최단거리","0.10","망우역","0.10"
"","서울","서울","중랑구","신내동","봉화산역","서울특별시 중랑구 신내로 지하232(신내동)","6호선","봉화산역 인근","서울특별시 중랑구 신내로 지하232(신내동)","좌표최단거리","0.77","봉화산역","0.77"
"","서울","서울","중랑구","중화동","중화역","서울특별시 중랑구 동일로 지하797(중화동)","7호선","중화역 인근","서울특별시 중랑구 동일로 지하797(중화동)","좌표최단거리","0.23","중화역","0.23"
"","인천","인천","강화군","강화읍","","","","강화읍 중심","인천 강화군 강화읍","지역중심","","양촌역","16.54"
"","인천","인천","강화군","교동면","","","","교동면 중심","인천 강화군 교동면","지역중심","","양촌역","34.46"
"","인천","인천","강화군","길상면","","","","길상면 중심","인천 강화군 길상면","지역중심","","양촌역","10.34"
"","인천","인천","강화군","내가면","","","","내가면 중심","인천 강화군 내가면","지역중심","","양촌역","21.90"
"","인천","인천","강화군","불은면","","","","불은면 중심","인천 강화군 불은면","지역중심","","양촌역","11.48"
"","인천","인천","강화군","삼산면","","","","삼산면 중심","인천 강화군 삼산면","지역중심","","양촌역","28.35"
"","인천","인천","강화군","서도면","","","","서도면 중심","인천 강화군 서도면","지역중심","","인천공항2터미널역","27.60"
"","인천","인천","강화군","선원면","","","","선원면 중심","인천 강화군 선원면","지역중심","","양촌역","13.83"
"","인천","인천","강화군","송해면","","","","송해면 중심","인천 강화군 송해면","지역중심","","양촌역","20.06"
"","인천","인천","강화군","양도면","","","","양도면 중심","인천 강화군 양도면","지역중심","","양촌역","16.65"
"","인천","인천","강화군","양사면","","","","양사면 중심","인천 강화군 양사면","지역중심","","양촌역","25.64"
"","인천","인천","강화군","하점면","","","","하점면 중심","인천 강화군 하점면","지역중심","","양촌역","23.23"
"","인천","인천","강화군","화도면","","","","화도면 중심","인천 강화군 화도면","지역중심","","영종역","14.87"
"","인천","인천","검단구","검단동","검단사거리역","인천광역시 서구 검단로 473 (왕길동)","인천지하철 2호선","검단사거리역 인근","인천광역시 서구 검단로 473 (왕길동)","좌표최단거리","1.46","검단사거리역","1.46"
"","인천","인천","검단구","당하동","독정역","인천광역시 서구 서곶로 760 (백석동)","인천지하철 2호선","독정역 인근","인천광역시 서구 서곶로 760 (백석동)","좌표최단거리","0.40","독정역","0.40"
"","인천","인천","검단구","마전동","마전역","인천광역시 서구 완정로 68 (마전동)","인천지하철 2호선","마전역 인근","인천광역시 서구 완정로 68 (마전동)","좌표최단거리","0.09","마전역","0.09"
"","인천","인천","검단구","불로대곡동","검단호수공원역","인천광역시 서구 불로동 608-16","인천지하철 1호선","검단호수공원역 인근","인천광역시 서구 불로동 608-16","좌표최단거리","1.87","검단호수공원역","1.87"
"","인천","인천","검단구","아라동","아라역","인천광역시 서구 당하동 1238","인천지하철 1호선","아라역 인근","인천광역시 서구 당하동 1238","좌표최단거리","0.16","아라역","0.16"
"","인천","인천","검단구","오류왕길동","검단오류역","인천광역시 서구 검단로 187 (오류동)","인천지하철 2호선","검단오류역 인근","인천광역시 서구 검단로 187 (오류동)","좌표최단거리","2.17","검단오류역","2.17"
"","인천","인천","검단구","원당동","신검단중앙역","인천광역시 서구 원당로652","인천지하철 1호선","신검단중앙역 인근","인천광역시 서구 원당로652","좌표최단거리","1.21","신검단중앙역","1.21"
"","인천","인천","계양구","계산동","경인교대입구역","인천광역시 계양구 계양대로 162","인천지하철 1호선","경인교대입구역 인근","인천광역시 계양구 계양대로 162","좌표최단거리","0.60","경인교대입구역","0.60"
"","인천","인천","계양구","계양동","계양역","인천광역시 계양구 다남로 24","인천국제공항선","계양역 인근","인천광역시 계양구 다남로 24","동일이름지역검증","","",""
"","인천","인천","계양구","작전동","작전역","인천광역시 계양구 게양대로 73","인천지하철 1호선","작전역 인근","인천광역시 계양구 게양대로 73","좌표최단거리","0.29","작전역","0.29"
"","인천","인천","계양구","작전서운동","임학역","인천광역시 계양구 장제로 875","인천지하철 1호선","임학역 인근","인천광역시 계양구 장제로 875","좌표최단거리","1.74","임학역","1.74"
"","인천","인천","계양구","효성동","작전역","인천광역시 계양구 게양대로 73","인천지하철 1호선","작전역 인근","인천광역시 계양구 게양대로 73","좌표최단거리","1.42","작전역","1.42"
"","인천","인천","남동구","간석동","간석오거리역","인천광역시 남동구 경인로 674","인천지하철 1호선","간석오거리역 인근","인천광역시 남동구 경인로 674","좌표최단거리","0.25","간석오거리역","0.25"
"","인천","인천","남동구","구월동","예술회관역","인천광역시 남동구 예술로 172","인천지하철 1호선","예술회관역 인근","인천광역시 남동구 예술로 172","좌표최단거리","0.52","예술회관역","0.52"
"","인천","인천","남동구","남촌도림동","선학역","인천광역시 연수구 경원대로 480","인천지하철 1호선","선학역 인근","인천광역시 연수구 경원대로 480","좌표최단거리","2.01","선학역","2.01"
"","인천","인천","남동구","논현고잔동","호구포역","인천시 남동구 호구포로 205","수인선","호구포역 인근","인천시 남동구 호구포로 205","좌표최단거리","1.02","호구포역","1.02"
"","인천","인천","남동구","논현동","인천논현역","인천시 남동구 청능대로 567","수인선","인천논현역 인근","인천시 남동구 청능대로 567","좌표최단거리","0.43","인천논현역","0.43"
"","인천","인천","남동구","만수동","만수역","인천광역시 남동구 구월로 지하 367 (만수동)","인천지하철 2호선","만수역 인근","인천광역시 남동구 구월로 지하 367 (만수동)","좌표최단거리","0.43","만수역","0.43"
"","인천","인천","남동구","서창동","운연역","인천광역시 남동구 매소홀로 1229 (운연동)","인천지하철 2호선","운연역 인근","인천광역시 남동구 매소홀로 1229 (운연동)","좌표최단거리","1.24","운연역","1.24"
"","인천","인천","남동구","장수서창동","인천대공원역","인천광역시 남동구 수인로 3677 (장수동)","인천지하철 2호선","인천대공원역 인근","인천광역시 남동구 수인로 3677 (장수동)","좌표최단거리","0.54","인천대공원역","0.54"
"","인천","인천","미추홀구","3동","도화역","인천시 남구 숙골로 24번길 9","경인선","도화역 인근","인천시 남구 숙골로 24번길 9","좌표최단거리","0.77","도화역","0.77"
"","인천","인천","미추홀구","4동","인하대역","인천시 남구 용현동 294-3","수인선","인하대역 인근","인천시 남구 용현동 294-3","좌표최단거리","0.98","인하대역","0.98"
"","인천","인천","미추홀구","관교동","인천터미널역","인천광역시 미추홀구 예술로 85","인천지하철 1호선","인천터미널역 인근","인천광역시 미추홀구 예술로 85","좌표최단거리","0.80","인천터미널역","0.80"
"","인천","인천","미추홀구","도화동","제물포역","인천시 남구 경인로 129","경인선","제물포역 인근","인천시 남구 경인로 129","좌표최단거리","0.65","제물포역","0.65"
"","인천","인천","미추홀구","문학동","문학경기장역","인천광역시 연수구 예술로 2","인천지하철 1호선","문학경기장역 인근","인천광역시 연수구 예술로 2","좌표최단거리","1.40","문학경기장역","1.40"
"","인천","인천","미추홀구","숭의동","제물포역","인천시 남구 경인로 129","경인선","제물포역 인근","인천시 남구 경인로 129","좌표최단거리","0.68","제물포역","0.68"
"","인천","인천","미추홀구","용현동","인하대역","인천시 남구 용현동 294-3","수인선","인하대역 인근","인천시 남구 용현동 294-3","좌표최단거리","0.30","인하대역","0.30"
"","인천","인천","미추홀구","주안동","시민공원역","인천광역시 미추홀구 경인로 371 (주안동)","인천지하철 2호선","시민공원역 인근","인천광역시 미추홀구 경인로 371 (주안동)","좌표최단거리","0.12","시민공원역","0.12"
"","인천","인천","미추홀구","학익동","인하대역","인천시 남구 용현동 294-3","수인선","인하대역 인근","인천시 남구 용현동 294-3","좌표최단거리","1.08","인하대역","1.08"
"","인천","인천","부평구","갈산동","갈산역","인천광역시 부평구 부평대로 286","인천지하철 1호선","갈산역 인근","인천광역시 부평구 부평대로 286","좌표최단거리","0.50","갈산역","0.50"
"","인천","인천","부평구","부개동","부개역","인천시 부평구 수변로 22","경인선","부개역 인근","인천시 부평구 수변로 22","좌표최단거리","0.63","부개역","0.63"
"","인천","인천","부평구","부평동","부평역","인천광역시 부평구 광장로 15","인천지하철 1호선","부평역 인근","인천광역시 부평구 광장로 15","좌표최단거리","0.04","부평역","0.04"
"","인천","인천","부평구","산곡동","산곡역","인천광역시 부평구 길주로 지하 379 (산곡동)","도시철도 7호선","산곡역 인근","인천광역시 부평구 길주로 지하 379 (산곡동)","좌표최단거리","1.05","산곡역","1.05"
"","인천","인천","부평구","삼산동","삼산체육관역","인천광역시 부평구 길주로 지하 713 (삼산동)","도시철도 7호선","삼산체육관역 인근","인천광역시 부평구 길주로 지하 713 (삼산동)","좌표최단거리","0.97","삼산체육관역","0.97"
"","인천","인천","부평구","십정동","동암역","인천시 부평구 동암광장로 10","경인선","동암역 인근","인천시 부평구 동암광장로 10","좌표최단거리","0.81","동암역","0.81"
"","인천","인천","부평구","일신동","송내역","경기도 부천시 소사구 송내대로 43","경인선","송내역 인근","경기도 부천시 소사구 송내대로 43","좌표최단거리","0.88","송내역","0.88"
"","인천","인천","부평구","청천동","갈산역","인천광역시 부평구 부평대로 286","인천지하철 1호선","갈산역 인근","인천광역시 부평구 부평대로 286","좌표최단거리","1.20","갈산역","1.20"
"","인천","인천","서해구","가정동","가정역","인천광역시 서구 봉오대로 234 (가정동)","인천지하철 2호선","가정역 인근","인천광역시 서구 봉오대로 234 (가정동)","좌표최단거리","0.23","가정역","0.23"
"","인천","인천","서해구","가좌동","인천가좌역","인천광역시 서구 가석로 67 (가좌동)","인천지하철 2호선","인천가좌역 인근","인천광역시 서구 가석로 67 (가좌동)","좌표최단거리","0.22","인천가좌역","0.22"
"","인천","인천","서해구","검암경서동","검바위역","인천광역시 서구 서곶로 492 (검암동)","인천지하철 2호선","검바위역 인근","인천광역시 서구 서곶로 492 (검암동)","좌표최단거리","1.90","검바위역","1.90"
"","인천","인천","서해구","석남동","석남역","인천광역시 서구 길주로 지하 120 (석남동)","도시철도 7호선","석남역 인근","인천광역시 서구 길주로 지하 120 (석남동)","좌표최단거리","0.50","석남역","0.50"
"","인천","인천","서해구","신현원창동","청라국제도시역","인천광역시 서구 에코로 163","인천국제공항선","청라국제도시역 인근","인천광역시 서구 에코로 163","좌표최단거리","3.75","청라국제도시역","3.75"
"","인천","인천","서해구","연희동","아시아드경기장역","인천광역시 서구 서곶로 382 (연희동)","인천지하철 2호선","아시아드경기장역 인근","인천광역시 서구 서곶로 382 (연희동)","좌표최단거리","0.58","아시아드경기장역","0.58"
"","인천","인천","서해구","청라동","청라국제도시역","인천광역시 서구 에코로 163","인천국제공항선","청라국제도시역 인근","인천광역시 서구 에코로 163","좌표최단거리","2.65","청라국제도시역","2.65"
"","인천","인천","연수구","동춘동","동막역","인천광역시 연수구 경원대로 80","인천지하철 1호선","동막역 인근","인천광역시 연수구 경원대로 80","좌표최단거리","1.04","동막역","1.04"
"","인천","인천","연수구","선학동","선학역","인천광역시 연수구 경원대로 480","인천지하철 1호선","선학역 인근","인천광역시 연수구 경원대로 480","좌표최단거리","0.25","선학역","0.25"
"","인천","인천","연수구","송도동","인천대입구역","인천광역시 연수구 인천타워대로 155","인천지하철 1호선","인천대입구역 인근","인천광역시 연수구 인천타워대로 155","좌표최단거리","0.58","인천대입구역","0.58"
"","인천","인천","연수구","연수동","연수역","인천시 연수구 벚꽃로 115","수인선","연수역 인근","인천시 연수구 벚꽃로 115","좌표최단거리","0.64","연수역","0.64"
"","인천","인천","연수구","옥련동","송도역","인천시 연수구 비류대로 175(옥련동)","수인선","송도역 인근","인천시 연수구 비류대로 175(옥련동)","좌표최단거리","0.85","송도역","0.85"
"","인천","인천","연수구","청학동","송도역","인천시 연수구 비류대로 175(옥련동)","수인선","송도역 인근","인천시 연수구 비류대로 175(옥련동)","좌표최단거리","1.13","송도역","1.13"
"","인천","인천","영종구","영종동","영종역","인천광역시 중구 백운로414번길 75","인천국제공항선","영종역 인근","인천광역시 중구 백운로414번길 75","좌표최단거리","1.56","영종역","1.56"
"","인천","인천","영종구","용유동","용유역","인천시 중구 용유로 44","자기부상철도","용유역 인근","인천시 중구 용유로 44","좌표최단거리","1.92","용유역","1.92"
"","인천","인천","영종구","운서동","운서역","인천광역시 중구 흰바위로59번길 26","인천국제공항선","운서역 인근","인천광역시 중구 흰바위로59번길 26","좌표최단거리","1.14","운서역","1.14"
"","인천","인천","옹진군","대청면","","","","대청면 중심","인천 옹진군 대청면","지역중심","","인천공항2터미널역","157.59"
"","인천","인천","옹진군","덕적면","","","","덕적면 중심","인천 옹진군 덕적면","지역중심","","용유역","34.68"
"","인천","인천","옹진군","백령면","","","","백령면 중심","인천 옹진군 백령면","지역중심","","인천공항2터미널역","163.23"
"","인천","인천","옹진군","북도면","인천공항2터미널역","인천광역시 중구 공항로 272","인천국제공항선","인천공항2터미널역 인근","인천광역시 중구 공항로 272","좌표최단거리","7.34","인천공항2터미널역","7.34"
"","인천","인천","옹진군","연평면","","","","연평면 중심","인천 옹진군 연평면","지역중심","","인천공항2터미널역","68.80"
"","인천","인천","옹진군","영흥면","","","","영흥면 중심","인천 옹진군 영흥면","지역중심","","용유역","19.41"
"","인천","인천","옹진군","자월면","","","","자월면 중심","인천 옹진군 자월면","지역중심","","용유역","21.90"
"","인천","인천","제물포구","2동","신포역","인천시 중구 우현로 지하 3","수인선","신포역 인근","인천시 중구 우현로 지하 3","좌표최단거리","2.44","신포역","2.44"
"","인천","인천","제물포구","개항동","인천역","인천시 중구 제물량로 269","수인선","인천역 인근","인천시 중구 제물량로 269","좌표최단거리","0.71","인천역","0.71"
"","인천","인천","제물포구","금창동","도원역","인천시 동구 참외전로 245","경인선","도원역 인근","인천시 동구 참외전로 245","좌표최단거리","0.40","도원역","0.40"
"","인천","인천","제물포구","도원동","도원역","인천시 동구 참외전로 245","경인선","도원역 인근","인천시 동구 참외전로 245","좌표최단거리","0.29","도원역","0.29"
"","인천","인천","제물포구","동인천동","동인천역","인천시 중구 참외전로 119","경인선","동인천역 인근","인천시 중구 참외전로 119","좌표최단거리","0.41","동인천역","0.41"
"","인천","인천","제물포구","만석동","인천역","인천시 중구 제물량로 269","수인선","인천역 인근","인천시 중구 제물량로 269","좌표최단거리","1.13","인천역","1.13"
"","인천","인천","제물포구","송림동","도원역","인천시 동구 참외전로 245","경인선","도원역 인근","인천시 동구 참외전로 245","좌표최단거리","1.11","도원역","1.11"
"","인천","인천","제물포구","송현동","동인천역","인천시 중구 참외전로 119","경인선","동인천역 인근","인천시 중구 참외전로 119","좌표최단거리","1.43","동인천역","1.43"
"","인천","인천","제물포구","신포동","신포역","인천시 중구 우현로 지하 3","수인선","신포역 인근","인천시 중구 우현로 지하 3","좌표최단거리","0.34","신포역","0.34"
"","인천","인천","제물포구","신흥동","숭의역","인천시 남구 인주대로 지하6","수인선","숭의역 인근","인천시 남구 인주대로 지하6","좌표최단거리","0.56","숭의역","0.56"
"","인천","인천","제물포구","연안동","신포역","인천시 중구 우현로 지하 3","수인선","신포역 인근","인천시 중구 우현로 지하 3","좌표최단거리","3.23","신포역","3.23"
"","인천","인천","제물포구","율목동","동인천역","인천시 중구 참외전로 119","경인선","동인천역 인근","인천시 중구 참외전로 119","좌표최단거리","0.63","동인천역","0.63"
"","인천","인천","제물포구","화수동","동인천역","인천시 중구 참외전로 119","경인선","동인천역 인근","인천시 중구 참외전로 119","좌표최단거리","0.79","동인천역","0.79"
"","인천","인천","제물포구","화평동","동인천역","인천시 중구 참외전로 119","경인선","동인천역 인근","인천시 중구 참외전로 119","좌표최단거리","0.45","동인천역","0.45"
"","익산","전북","익산","금마면","","","","","","","","",""
"","익산","전북","익산","남중동","","","","","","","","",""
"","익산","전북","익산","낭산면","","","","","","","","",""
"","익산","전북","익산","동산동","","","","","","","","",""
"","익산","전북","익산","마동","","","","","","","","",""
"","익산","전북","익산","망성면","","","","","","","","",""
"","익산","전북","익산","모현동","","","","","","","","",""
"","익산","전북","익산","삼기면","","","","","","","","",""
"","익산","전북","익산","삼성동","","","","","","","","",""
"","익산","전북","익산","성당면","","","","","","","","",""
"","익산","전북","익산","송학동","","","","","","","","",""
"","익산","전북","익산","신동","","","","","","","","",""
"","익산","전북","익산","어양동","","","","","","","","",""
"","익산","전북","익산","여산면","","","","","","","","",""
"","익산","전북","익산","영등동","","","","","","","","",""
"","익산","전북","익산","오산면","","","","","","","","",""
"","익산","전북","익산","왕궁면","","","","","","","","",""
"","익산","전북","익산","용동면","","","","","","","","",""
"","익산","전북","익산","용안면","","","","","","","","",""
"","익산","전북","익산","웅포면","","","","","","","","",""
"","익산","전북","익산","인화동","","","","","","","","",""
"","익산","전북","익산","중앙동","","","","","","","","",""
