운영기관,노선,대표역,원본역사명,도로명주소,위도,경도,데이터기준일자
서울교통공사,5호선,여의나루역,여의나루,서울특별시 영등포구 여의동로 지하343(여의도동),37.527045,126.932807,2024-12-31
서울교통공사,5호선,마포역,마포,서울특별시 마포구 마포대로 지하33(도화동),37.539718,126.946043,2024-12-31
서울교통공사,5호선,공덕역,공덕,서울특별시 마포구 마포대로 지하100(공덕동),37.544005,126.951058,2024-12-31
서울교통공사,5호선,애오개역,애오개,서울특별시 마포구 마포대로 지하210(아현동),37.553592,126.956733,2024-12-31
서울교통공사,5호선,충정로역,충정로(경기대입구),서울특별시 서대문구 충정로 지하 28-1(충정로3가),37.560061,126.962783,2024-12-31
서울교통공사,5호선,서대문역,서대문,서울특별시 종로구 통일로 지하126(평동),37.565812,126.966639,2024-12-31
서울교통공사,5호선,광화문역,광화문(세종문화회관),서울특별시 종로구 세종대로 지하172(세종로),37.571645,126.976568,2024-12-31
서울교통공사,5호선,종로3가역,종로3가(탑골공원),서울특별시 종로구 돈화문로11길 지하 26(돈의동),37.572546,126.990447,2024-12-31
서울교통공사,5호선,을지로4가역,을지로4가,서울특별시 중구 창경궁로 지하51(주교동),37.56728,126.998127,2024-12-31
서울교통공사,5호선,동대문역사문화공원역,동대문역사문화공원(DDP),서울특별시 중구 마른내로 지하162(광희동1가),37.564682,127.00533,2024-12-31
서울교통공사,5호선,청구역,청구,서울특별시 중구 청구로 지하77(신당동),37.560237,127.01379,2024-12-31
서울교통공사,5호선,신금호역,신금호,서울특별시 성동구 금호로 지하154(금호동2가),37.554504,127.020403,2024-12-31
서울교통공사,5호선,행당역,행당,서울특별시 성동구 행당로 지하89(행당동),37.557297,127.029482,2024-12-31
서울교통공사,5호선,왕십리역,왕십리(성동구청),서울특별시 성동구 왕십리로 지하300(행당동),37.56197,127.037264,2024-12-31
서울교통공사,5호선,마장역,마장,서울특별시 성동구 마장로 지하296(마장동),37.566066,127.042921,2024-12-31
서울교통공사,5호선,답십리역,답십리,서울특별시 성동구 천호대로 지하300(용답동),37.566833,127.05266,2024-12-31
서울교통공사,5호선,장한평역,장한평,서울특별시 동대문구 천호대로 지하405(장안동),37.561438,127.064601,2024-12-31
서울교통공사,5호선,군자역,군자(능동),서울특별시 광진구 천호대로 지하550(능동),37.557102,127.079559,2024-12-31
서울교통공사,5호선,아차산역,아차산(어린이대공원후문),서울특별시 광진구 천호대로 지하657(능동),37.552005,127.089609,2024-12-31
서울교통공사,5호선,광나루역,광나루(장신대),서울특별시 광진구 아차산로 지하571(광장동),37.545301,127.103478,2024-12-31
서울교통공사,5호선,천호역,천호(풍납토성),서울특별시 강동구 천호대로 지하997(천호동),37.538566,127.123539,2024-12-31
서울교통공사,5호선,강동역,강동,서울특별시 강동구 천호대로 지하1097(천호동),37.53581,127.13249,2024-12-31
서울교통공사,5호선,길동역,길동,서울특별시 강동구 양재대로 지하1480(길동),37.538022,127.140085,2024-12-31
서울교통공사,5호선,굽은다리역,굽은다리(강동구민회관앞),서울특별시 강동구 양재대로 지하1572(명일동),37.545442,127.142844,2024-12-31
서울교통공사,5호선,명일역,명일,서울특별시 강동구 양재대로 지하1632(명일동),37.551317,127.144002,2024-12-31
서울교통공사,5호선,고덕역,고덕,서울특별시 강동구 고덕로 지하253(고덕동),37.555002,127.154214,2024-12-31
서울교통공사,5호선,상일동역,상일동,서울특별시 강동구 고덕로 지하359(상일동),37.556714,127.166381,2024-12-31
서울교통공사,5호선,강일역,강일,서울특별시 강동구 고덕로 지하456(강일동),37.557521,127.176018,2024-12-31
서울교통공사,5호선,미사역,미사,경기도 하남시 미사강변동로 지하90(망월동),37.56309,127.192954,2024-12-31
서울교통공사,5호선,하남풍산역,하남풍산,경기도 하남시 덕풍서로 지하50(덕풍동),37.552201,127.203897,2024-12-31
서울교통공사,5호선,하남시청역,하남시청(덕풍∙신장),경기도 하남시 하남대로 지하820(덕풍동),37.541723,127.206901,2024-12-31
서울교통공사,5호선,하남검단산역,하남검단산,경기도 하남시 대청로 지하100(창우동),37.539729,127.223427,2024-12-31
서울교통공사,6호선,응암역,응암,서울특별시 은평구 증산로 지하477(신사동),37.59859,126.915583,2024-12-31
서울교통공사,6호선,역촌역,역촌,서울특별시 은평구 서오릉로 지하63(녹번동),37.60605,126.922764,2024-12-31
서울교통공사,6호선,불광역,불광,서울특별시 은평구 통일로 지하723-1(대조동),37.610919,126.929504,2024-12-31
서울교통공사,6호선,독바위역,독바위,서울특별시 은평구 불광로 지하129-1(불광동),37.618413,126.933035,2024-12-31
서울교통공사,6호선,연신내역,연신내,서울특별시 은평구 통일로 지하849(갈현동),37.618483,126.920403,2024-12-31
서울교통공사,6호선,구산역,구산,서울특별시 은평구 연서로 지하137-1(구산동),37.611196,126.9172519,2024-12-31
서울교통공사,6호선,새절역,새절(신사),서울특별시 은평구 증산로 지하400(신사동),37.591148,126.913613,2024-12-31
서울교통공사,6호선,증산역,증산(명지대앞),서울특별시 은평구 증산로 지하306(증산동),37.583989,126.909785,2024-12-31
서울교통공사,6호선,디지털미디어시티역,디지털미디어시티,서울특별시 은평구 수색로 지하175(증산동),37.5760805,126.901343,2024-12-31
서울교통공사,6호선,월드컵경기장역,월드컵경기장(성산),서울특별시 마포구 월드컵로 지하240(성산동),37.569439,126.899077,2024-12-31
서울교통공사,6호선,마포구청역,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),37.563529,126.903356,2024-12-31
서울교통공사,6호선,망원역,망원,서울특별시 마포구 월드컵로 지하77(망원동),37.556031,126.910129,2024-12-31
서울교통공사,6호선,합정역,합정,서울특별시 마포구 양화로 지하45(합정동),37.549033,126.913546,2024-12-31
서울교통공사,6호선,상수역,상수,서울특별시 마포구 독막로 지하85(상수동),37.547704,126.92292,2024-12-31
서울교통공사,6호선,광흥창역,광흥창(서강),서울특별시 마포구 독막로 지하165(창전동),37.547464,126.931971,2024-12-31
서울교통공사,6호선,대흥역,대흥(서강대앞),서울특별시 마포구 대흥로 지하85(대흥동),37.547732,126.942214,2024-12-31
서울교통공사,6호선,공덕역,공덕,서울특별시 마포구 백범로 지하200(공덕동),37.543592,126.951664,2024-12-31
서울교통공사,6호선,효창공원앞역,효창공원앞,서울특별시 용산구 백범로 지하287(효창동),37.539279,126.961348,2024-12-31
서울교통공사,6호선,삼각지역,삼각지(전쟁기념관),서울특별시 용산구 한강대로 지하185(한강로1가),37.535563,126.973996,2024-12-31
서울교통공사,6호선,녹사평역,녹사평(용산구청),서울특별시 용산구 녹사평대로 지하195(용산동4가),37.53469,126.98665,2024-12-31
서울교통공사,6호선,이태원역,이태원,서울특별시 용산구 이태원로 지하177(이태원동),37.534485,126.994369,2024-12-31
서울교통공사,6호선,한강진역,한강진,서울특별시 용산구 이태원로 지하287(한남동),37.53956,127.001729,2024-12-31
서울교통공사,6호선,버티고개역,버티고개,서울특별시 중구 다산로 지하38(신당동),37.547933,127.006948,2024-12-31
서울교통공사,6호선,약수역,약수,서울특별시 중구 다산로 지하115(신당동),37.554087,127.010237,2024-12-31
서울교통공사,6호선,청구역,청구,서울특별시 중구 청구로 지하77(신당동),37.560221,127.013776,2024-12-31
서울교통공사,6호선,신당역,신당,서울특별시 중구 다산로 지하260(흥인동),37.566174,127.016158,2024-12-31
서울교통공사,6호선,동묘앞역,동묘앞,서울특별시 종로구 지봉로 지하24(숭인동),37.572275,127.015666,2024-12-31
서울교통공사,6호선,창신역,창신,서울특별시 종로구 지봉로 지하112(창신동),37.579772,127.015246,2024-12-31
서울교통공사,6호선,보문역,보문,서울특별시 성북구 보문로 지하116(보문동1가),37.585426,127.019722,2024-12-31
서울교통공사,6호선,안암역,안암(고대병원앞),서울특별시 성북구 고려대로 지하89(안암동5가),37.586261,127.02903,2024-12-31
서울교통공사,6호선,고려대역,고려대(종암),서울특별시 성북구 종암로 지하1(종암동),37.59034,127.03626,2024-12-31
서울교통공사,6호선,월곡역,월곡(동덕여대),서울특별시 성북구 월곡로 지하107(하월곡동),37.60192,127.041492,2024-12-31
서울교통공사,6호선,상월곡역,상월곡(한국과학기술연구원),서울특별시 성북구 화랑로 지하157(상월곡동),37.606392,127.048509,2024-12-31
서울교통공사,6호선,돌곶이역,돌곶이,서울특별시 성북구 화랑로 지하243(석관동),37.610522,127.056419,2024-12-31
서울교통공사,6호선,석계역,석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,37.614937,127.065922,2024-12-31
서울교통공사,6호선,태릉입구역,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.617319,127.074741,2024-12-31
서울교통공사,6호선,화랑대역,화랑대(서울여대입구),서울특별시 노원구 화랑로 지하510(공릉동),37.619875,127.084106,2024-12-31
서울교통공사,6호선,봉화산역,봉화산(서울의료원),서울특별시 중랑구 신내로 지하232(신내동),37.617429,127.0912326,2024-12-31
서울교통공사,6호선,신내역,신내,서울특별시 중랑구 용마산로136길 33 신내차량기지,37.612571,127.104326,2024-12-31
서울교통공사,7호선,장암역,장암,경기도 의정부시 동일로 121(장암동),37.70015,127.053126,2024-12-31
서울교통공사,7호선,도봉산역,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),37.689131,127.046548,2024-12-31
서울교통공사,7호선,수락산역,수락산,서울특별시 노원구 동일로 지하1662(상계동),37.677804,127.055314,2024-12-31
서울교통공사,7호선,마들역,마들,서울특별시 노원구 동일로 지하1530-1(상계동),37.664985,127.057701,2024-12-31
서울교통공사,7호선,노원역,노원,서울특별시 노원구 동일로 지하1409(상계동),37.654478,127.060555,2024-12-31
서울교통공사,7호선,중계역,중계,서울특별시 노원구 동일로 지하1308-1(중계동),37.645052,127.064084,2024-12-31
서울교통공사,7호선,하계역,하계,서울특별시 노원구 동일로 지하1196(하계동),37.636363,127.067999,2024-12-31
서울교통공사,7호선,공릉역,공릉(서울과학기술대),서울특별시 노원구 동일로 지하1074(공릉동),37.625642,127.072969,2024-12-31
서울교통공사,7호선,태릉입구역,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.618519,127.075361,2024-12-31
서울교통공사,7호선,먹골역,먹골,서울특별시 중랑구 동일로 지하901(묵동),37.610638,127.077719,2024-12-31
서울교통공사,7호선,중화역,중화,서울특별시 중랑구 동일로 지하797(중화동),37.602604,127.079254,2024-12-31
서울교통공사,7호선,상봉역,상봉,서울특별시 중랑구 망우로 297(상봉동),37.595673,127.085708,2024-12-31
서울교통공사,7호선,면목역,면목,서울특별시 중랑구 면목로 지하407(면목동) ,37.588671,127.087503,2024-12-31
서울교통공사,7호선,사가정역,사가정,서울특별시 중랑구 사가정로 지하393(면목동),37.580912,127.088502,2024-12-31
서울교통공사,7호선,용마산역,용마산(용마폭포공원),서울특별시 중랑구 용마산로 지하227(면목동),37.573752,127.086802,2024-12-31
서울교통공사,7호선,중곡역,중곡,서울특별시 광진구 능동로 지하417(중곡동),37.565877,127.084291,2024-12-31
서울교통공사,7호선,군자역,군자(능동),서울특별시 광진구 천호대로 지하550(능동),37.557151,127.079484,2024-12-31
서울교통공사,7호선,어린이대공원역,어린이대공원(세종대),서울특별시 광진구 능동로 지하210(화양동),37.547962,127.07465,2024-12-31
서울교통공사,7호선,건대입구역,건대입구,서울특별시 광진구 능동로 지하110(화양동),37.540882,127.071103,2024-12-31
서울교통공사,7호선,자양역,자양(뚝섬한강공원),서울특별시 광진구 능동로 10(자양동),37.531558,127.066714,2024-12-31
서울교통공사,7호선,청담역,청담,서울특별시 강남구 학동로 지하508(청담동),37.519097,127.051851,2024-12-31
서울교통공사,7호선,강남구청역,강남구청,서울특별시 강남구 학동로 지하346(삼성동),37.517185,127.04122,2024-12-31
서울교통공사,7호선,학동역,학동,서울특별시 강남구 학동로 지하180(논현동),37.514262,127.031738,2024-12-31
서울교통공사,7호선,논현역,논현,서울특별시 강남구 학동로 지하102(논현동),37.511108,127.021385,2024-12-31
서울교통공사,7호선,반포역,반포,서울특별시 서초구 신반포로 지하241(잠원동),37.508171,127.011717,2024-12-31
서울교통공사,7호선,고속터미널역,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),37.503387,127.005055,2024-12-31
서울교통공사,7호선,내방역,내방,서울특별시 서초구 서초대로 지하103(방배동),37.48764,126.993541,2024-12-31
서울교통공사,7호선,이수역,이수,서울특별시 동작구 사당로 지하310(사당동),37.485258,126.981766,2025-12-31
서울교통공사,7호선,총신대입구역,총신대입구(이수),서울특별시 동작구 사당로 지하310(사당동),37.485258,126.981766,2024-12-31
서울교통공사,7호선,남성역,남성,서울특별시 동작구 사당로 지하218(사당동),37.484688,126.971108,2024-12-31
서울교통공사,7호선,숭실대입구역,숭실대입구(살피재),서울특별시 동작구 상도로 지하378(상도동),37.496258,126.953649,2024-12-31
서울교통공사,7호선,상도역,상도,서울특별시 동작구 상도로 지하272(상도1동),37.50279,126.947949,2024-12-31
서울교통공사,7호선,장승배기역,장승배기,서울특별시 동작구 상도로 지하188(상도동) ,37.504845,126.939025,2024-12-31
서울교통공사,7호선,신대방삼거리역,신대방삼거리,서울특별시 동작구 상도로 지하76(대방동),37.499717,126.928218,2024-12-31
서울교통공사,7호선,보라매역,보라매,서울특별시 동작구 상도로 지하2(대방동),37.499916,126.920112,2024-12-31
서울교통공사,7호선,신풍역,신풍,서울특별시 영등포구 신풍로 지하27(신길동),37.500107,126.909806,2024-12-31
서울교통공사,7호선,대림역,대림(구로구청),서울특별시 영등포구 도림로 지하137(대림동),37.492984,126.896997,2024-12-31
서울교통공사,7호선,남구로역,남구로,서울특별시 구로구 도림로 지하7(구로동) ,37.486181,126.887372,2024-12-31
서울교통공사,7호선,가산디지털단지역,가산디지털단지,서울특별시 금천구 벚꽃로 309(가산동),37.480376,126.882704,2024-12-31
서울교통공사,7호선,철산역,철산,경기도 광명시 철산로 지하13(철산동),37.47616,126.868217,2024-12-31
서울교통공사,7호선,광명사거리역,광명사거리,경기도 광명시 오리로 지하980(광명동),37.47927,126.854854,2024-12-31
서울교통공사,7호선,천왕역,천왕,서울특별시 구로구 오리로 지하1154(천왕동),37.486699,126.838684,2024-12-31
서울교통공사,7호선,온수역,온수(성공회대입구),서울특별시 구로구 경인로3길 지하64(온수동),37.492059,126.823294,2024-12-31
서울교통공사,8호선,암사역사공원역,암사역사공원,서울시 강동구 아리수로 27번길 2,37.557167,127.137556,2024-12-31
서울교통공사,8호선,암사역,암사,서울특별시 강동구 올림픽로 지하776(암사동),37.550127,127.127521,2024-12-31
서울교통공사,8호선,천호역,천호(풍납토성),서울특별시 강동구 천호대로 지하997(천호동),37.53792,127.123179,2024-12-31
서울교통공사,8호선,강동구청역,강동구청,서울특별시 강동구 올림픽로 지하550(성내동),37.530348,127.120461,2024-12-31
서울교통공사,8호선,몽촌토성역,몽촌토성(평화의문),서울특별시 송파구 올림픽로 지하383(신천동),37.517692,127.11274,2024-12-31
서울교통공사,8호선,잠실역,잠실(송파구청),서울특별시 송파구 올림픽로 305(신천동),37.514649,127.104267,2024-12-31
서울교통공사,8호선,석촌역,석촌,서울특별시 송파구 송파대로 지하439(석촌동),37.505396,127.106995,2024-12-31
서울교통공사,8호선,송파역,송파,서울특별시 송파구 송파대로 지하354(가락동),37.49978,127.11212,2024-12-31
서울교통공사,8호선,가락시장역,가락시장,서울특별시 송파구 송파대로 지하257(가락동),37.493004,127.118279,2024-12-31
서울교통공사,8호선,문정역,문정,서울특별시 송파구 송파대로 지하179(문정동),37.485931,127.122473,2024-12-31
서울교통공사,8호선,장지역,장지,서울특별시 송파구 송파대로 지하82(장지동),37.478609,127.126229,2024-12-31
서울교통공사,8호선,복정역,복정,서울특별시 송파구 송파대로 지하6(장지동),37.471016,127.126746,2024-12-31
서울교통공사,8호선,남위례역,남위례,경기도 성남시 수정구 공원로 601(복정동),37.462839,127.139047,2024-12-31
서울교통공사,8호선,산성역,산성,경기도 성남시 수정구 수정로 지하365(신흥동),37.456886,127.149927,2024-12-31
서울교통공사,8호선,남한산성입구역,남한산성입구(성남법원·검찰청),경기도 성남시 수정구 산성대로 지하445(단대동),37.451568,127.159845,2024-12-31
서울교통공사,8호선,단대오거리역,단대오거리,경기도 성남시 수정구 산성대로 지하365(신흥동),37.445057,127.156735,2024-12-31
서울교통공사,8호선,신흥역,신흥,경기도 성남시 수정구 산성대로 지하280(신흥동),37.440952,127.14759,2024-12-31
서울교통공사,8호선,수진역,수진,경기도 성남시 수정구 산성대로 지하200(수진동),37.437575,127.140936,2024-12-31
서울교통공사,8호선,모란역,모란,경기도 성남시 수정구 산성대로 지하100(수진동),37.433988,127.129921,2024-12-31
서울교통공사,2호선,용답역,용답,서울특별시 성동구 용답길 86(용답동),37.562066,127.05087863,2024-12-31
서울교통공사,2호선,신답역,신답,서울특별시 성동구 천호대로 232(용답동),37.569847,127.047048,2024-12-31
서울교통공사,2호선,용두역,용두(동대문구청),서울특별시 동대문구 천호대로 지하129(용두동),37.574012,127.03811,2024-12-31
서울교통공사,2호선,신설동역,신설동,서울특별시 동대문구 왕산로 지하 1(신설동),37.574653,127.025158,2024-12-31
서울교통공사,2호선,도림천역,도림천,서울특별시 구로구 경인로67길 160(신도림동),37.5145589,126.882586,2024-12-31
서울교통공사,2호선,양천구청역,양천구청,서울특별시 양천구 목동로3길 지하33(신정동),37.5123294,126.865593,2024-12-31
서울교통공사,2호선,신정네거리역,신정네거리,서울특별시 양천구 중앙로 지하261(신정동),37.520218,126.852849,2024-12-31
서울교통공사,5호선,둔촌동역,둔촌동,서울특별시 강동구 양재대로 지하1369(둔촌동),37.527787,127.136219,2024-12-31
서울교통공사,5호선,올림픽공원역,올림픽공원(한국체대),서울특별시 송파구 양재대로 지하1233(방이동),37.516217,127.130957,2024-12-31
서울교통공사,5호선,방이역,방이,서울특별시 송파구 양재대로 지하1127(방이동),37.508752,127.126054,2024-12-31
서울교통공사,5호선,오금역,오금,서울특별시 송파구 오금로 지하321(오금동),37.502228,127.127701,2024-12-31
서울교통공사,5호선,개롱역,개롱,서울특별시 송파구 오금로 지하402(가락동),37.498097,127.134817,2024-12-31
서울교통공사,5호선,거여역,거여,서울특별시 송파구 오금로 지하499(거여동),37.493208,127.143983,2024-12-31
서울교통공사,5호선,마천역,마천,서울특별시 송파구 마천로57길 지하7(마천동),37.494972,127.152784,2024-12-31
서울시메트로9호선㈜,수도권  도시철도 9호선,언주역,언주,서울특별시 강남구 봉은사로 201,37.507287,127.033868,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,선정릉역,선정릉,서울특별시 강남구 선릉로 580,37.51028,127.0437593,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,삼성중앙역,삼성중앙,서울특별시 강남구 봉은사로 501,37.513011,127.053282,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,봉은사역,봉은사,서울특별시 강남구 봉은사로 601,37.514219,127.060245,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,종합운동장역,종합운동장,서울특별시 송파구 올림픽로 23,37.511156,127.076917,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,삼전역,삼전,서울특별시 송파구 백제고분로 지하 187,37.504531,127.087211,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,석촌고분역,석촌고분,서울특별시 송파구 삼학사로 지하 53 ,37.502439,127.096611,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,석촌역,석촌,서울특별시 송파구 석촌동 209,37.505078,127.106944,1900-01-00
서울시메트로9호선㈜,수도권  도시철도 9호선,송파나루역,송파나루,서울특별시 송파구 백제고분로 지하 446,37.51055,127.112451,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,한성백제역,한성백제,서울특별시 송파구 위례성대로 지하 51,37.516369,127.116211,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,올림픽공원역,올림픽공원(한국체대),서울특별시 송파구 양재대로 지하 1233,37.516111,127.130333,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,둔촌오륜역,둔촌오륜,서울특별시 강동구 강동대로 지하 327,37.519339,127.138619,5383
서울시메트로9호선㈜,수도권  도시철도 9호선,중앙보훈병원역,중앙보훈병원,서울특별시 강동구 명일로 지하 117,37.528807,127.148488,5383
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,개화역,개화,서울특별시 강서구 개화동로8길 19,37.578591,126.797833,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,김포공항역,김포공항,서울특별시 강서구 하늘길 지하77,37.562056,126.801633,2024-08-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,공항시장역,공항시장,서울특별시 강서구 방화동로 지하30,37.563726,126.810678,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,신방화역,신방화,서울특별시 강서구 방화대로 지하301,37.5675,126.816667,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,마곡나루역,마곡나루(서울식물원),서울특별시 강서구 마곡중앙5로 지하2,37.566717,126.8276071,2025-03-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,양천향교역,양천향교,서울특별시 강서구 양천로 지하341,37.568333,126.841389,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,가양역,가양,서울특별시 강서구 양천로 지하485,37.561111,126.855078,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,증미역,증미,서울특별시 강서구 양천로 지하560,37.55785,126.861067,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,등촌역,등촌,서울특별시 강서구 공항대로 지하529,37.551111,126.864722,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,염창역,염창,서울특별시 강서구 공항대로 지하631,37.546944,126.874722,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,신목동역,신목동,서울특별시 양천구 목동중앙로 지하217,37.544167,126.883056,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,선유도역,선유도,서울특별시 영등포구 양평로 지하124,37.537778,126.893889,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,당산역,당산,서울특별시 영등포구 양평로 지하40,37.533844,126.902222,2025-09-30
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,국회의사당역,국회의사당,서울특별시 영등포구 국회대로 지하758,37.528105,126.917874,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,여의도역,여의도,서울특별시 영등포구 의사당대로 지하101 (여의도동),37.521744,126.924167,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,샛강역,샛강,서울특별시 영등포구 의사당대로 지하166,37.5173,126.9284,2024-08-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,노량진역,노량진,서울특별시 동작구 노량진로 지하130,37.513667,126.940917,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,노들역,노들,서울특별시 동작구 노량진로 지하238 (본동),37.512726,126.953096,2024-08-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,흑석역,흑석(중앙대입구),서울특별시 동작구 현충로 지하90 (흑석동),37.508889,126.963611,2024-05-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,동작역,동작(현충원),서울특별시 동작구 현충로 지하220 (동작동),37.502878,126.978278,2024-05-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,구반포역,구반포,서울특별시 서초구 신반포로 지하17,37.501389,126.987222,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,신반포역,신반포,서울특별시 서초구 신반포로 지하105,37.5035033,126.996044,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,고속터미널역,고속터미널,서울특별시 서초구 신반포로 지하188,37.505933,127.004044,2024-08-31
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,사평역,사평,서울특별시 서초구 사평대로 지하285,37.504161,127.015219,2024-02-29
서울특별시 서울시메트로9호선㈜,서울 도시철도 9호선,신논현역,신논현,서울특별시 강남구 봉은사로 지하102,37.504444,127.024417,2024-02-29
우이신설경전철운영㈜,우이신설선,북한산우이역,북한산우이,서울특별시 강북구 삼양로 지하 676,37.66284,127.01272,2022-05-25
우이신설경전철운영㈜,우이신설선,솔밭공원역,솔밭공원,서울특별시 강북구 삼양로 595,37.65607,127.01326,2022-05-25
우이신설경전철운영㈜,우이신설선,4.19민주묘지역,4.19민주묘지,서울특별시 강북구 삼양로 519,37.64954,127.01371,2022-05-25
우이신설경전철운영㈜,우이신설선,가오리역,가오리,서울특별시 강북구 삼양로 426,37.64162,127.01681,2022-05-25
우이신설경전철운영㈜,우이신설선,화계역,화계,서울특별시 강북구 삼양로 341,37.63428,127.0175,2022-05-25
우이신설경전철운영㈜,우이신설선,삼양역,삼양,서울특별시 강북구 삼양로 지하 259,37.62706,127.01817,2022-05-25
우이신설경전철운영㈜,우이신설선,삼양사거리역,삼양사거리,서울특별시 강북구 삼양로 197,37.62144,127.02049,2022-05-25
우이신설경전철운영㈜,우이신설선,솔샘역,솔샘,서울특별시 강북구 솔샘로 지하 189,37.62037,127.01357,2022-05-25
우이신설경전철운영㈜,우이신설선,북한산보국문역,북한산보국문,서울특별시 성북구 보국문로 지하 88,37.61233,127.00816,2022-05-25
우이신설경전철운영㈜,우이신설선,정릉역,정릉,서울특별시 성북구 아리랑로 지하 122,37.60278,127.01345,2022-12-08
우이신설경전철운영㈜,우이신설선,성신여대입구역,성신여대입구,서울특별시 성북구 동선동1가 116-1,37.59247,127.01656,2022-05-25
우이신설경전철운영㈜,우이신설선,보문역,보문,서울특별시 성북구 보문동1가 127-6,37.58551,127.01939,2022-05-25
우이신설경전철운영㈜,우이신설선,신설동역,신설동,서울특별시 동대문구 신설동 132-259,37.57659,127.023221,2022-05-25
의정부경량전철㈜,의정부,발곡역,발곡,경기도 의정부시 장곡로 258,37.726983,127.052889,2023-09-04
의정부경량전철㈜,의정부,회룡역,회룡,경기도 의정부시 평화로 363,37.72505255,127.0467864,2023-09-04
의정부경량전철㈜,의정부,범골역,범골,경기도 의정부시 신흥로 141,37.7287279,127.0437202,2023-09-04
의정부경량전철㈜,의정부,경전철의정부역,경전철의정부,경기도 의정부시 신흥로 237,37.73729974,127.043321,2023-09-04
의정부경량전철㈜,의정부,의정부시청역,의정부시청,경기도 의정부시 의정로 69,37.73924874,127.034854,2023-09-04
의정부경량전철㈜,의정부,흥선역,흥선,경기도 의정부시 호국로 1197,37.74322487,127.0371765,2023-09-04
의정부경량전철㈜,의정부,의정부중앙역,의정부중앙,경기도 의정부시 호국로 1305,37.74371903,127.0496332,2023-09-04
의정부경량전철㈜,의정부,동오역,동오,경기도 의정부시 장곡로 471,37.74519123,127.05703,2023-09-04
의정부경량전철㈜,의정부,새말역,새말,경기도 의정부시 장곡로 551,37.74889941,127.063869,2023-09-04
의정부경량전철㈜,의정부,경기도청북부청사역,경기도청북부청사,경기도 의정부시 장곡로 615,37.75073213,127.0714795,2023-09-04
의정부경량전철㈜,의정부,효자역,효자,경기도 의정부시 부용로 159-40,37.75398452,127.0773155,2023-09-04
의정부경량전철㈜,의정부,곤제역,곤제,경기도 의정부시 천보로 173,37.75054343,127.0838651,2023-09-04
의정부경량전철㈜,의정부,어룡역,어룡,경기도 의정부시 충의로 125,37.74272184,127.0852045,2023-09-04
의정부경량전철㈜,의정부,송산역,송산,경기도 의정부시 충의로 59,37.7371698,127.0872755,2023-09-04
의정부경량전철㈜,의정부,탑석역,탑석,경기도 의정부시 충의로 20,37.73355362,127.0889064,2023-09-04
인천광역시 인천국제공항공사,자기부상철도,인천국제공항역,인천국제공항역,인천시 중구 공항로 271,37.447222,126.4525,2023-06-01
인천광역시 인천국제공항공사,자기부상철도,장기주차장역,장기주차장역,인천시 중구 공항로 271,37.44385,126.455671,2023-06-01
