운영기관,노선,대표역,원본역사명,도로명주소,위도,경도,데이터기준일자
부산광역시 부산교통공사,부산 도시철도 2호선,경성대·부경대역,경성대·부경대,부산광역시 남구 수영로 지하 324,35.13757,129.10055,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,대연역,대연,부산광역시 남구 수영로 지하 242,35.13512,129.09218,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,못골역,못골,부산광역시 남구 수영로 지하 170,35.13472,129.08442,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,지게골역,지게골,부산광역시 남구 수영로 지하 70,35.13558,129.07436,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,문현역,문현,부산광역시 남구 전포대로 지하 17,35.13911,129.06736,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,국제금융센터·부산은행역,국제금융센터·부산은행,부산광역시 남구 전포대로 지하97 ,35.14583,129.06672,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,전포역,전포,부산광역시 부산진구 전포대로 지하 181,35.15311,129.06533,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,서면역,서면,부산광역시 부산진구 부전동 573번지,35.15768,129.058517,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,부암역,부암,부산광역시 부산진구 가야대로 지하 719,35.15744,129.05019,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,가야역,가야,부산광역시 부산진구 가야대로 지하 650,35.15589,129.04283,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,동의대역,동의대,부산광역시 부산진구 가야대로 지하 554,35.15411,129.0325,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,개금역,개금,부산광역시 부산진구 가야대로 지하 442,35.15325,129.02056,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,냉정역,냉정,부산광역시 사상구 가야대로 지하 362-1,35.15125,129.01228,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,주례역,주례,부산광역시 사상구 가야대로 지하 292,35.1505,129.00306,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,감전역,감전,부산광역시 사상구 사상로 지하 93-1,35.15553,128.99114,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,사상역,사상,부산광역시 사상구 사상로 지하 203,35.16218,128.98467,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,덕포역,덕포,부산광역시 사상구 사상로 지하 320-1,35.17378,128.98394,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,모덕역,모덕,부산광역시 사상구 사상로 지하 409,35.18036,128.98561,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,모라역,모라,부산광역시 사상구 사상로 지하 498,35.18967,128.98864,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,구남역,구남,부산광역시 북구 백양대로 지하 1026,35.19681,128.99492,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,구명역,구명,부산광역시 북구 백양대로 지하 1094,35.20253,128.99931,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,덕천역,덕천,부산광역시 북구 금곡대로 지하 14,35.21011,129.00533,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,수정역,수정,부산광역시 북구 금곡대로 지하160 ,35.22336,129.00922,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,화명역,화명,부산광역시 북구 금곡대로 지하 311,35.23585,129.01387,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,율리역,율리,부산광역시 북구 금곡대로 지하 440,35.24672,129.01292,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,동원역,동원,부산광역시 북구 금곡대로 575,35.25864,129.01242,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,금곡역,금곡,부산광역시 북구 금곡대로 685,35.26733,129.01686,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,호포역,호포,경상남도 양산시 동면 양산대로 62,35.281,129.017525,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,증산역,증산,경상남도 양산시 물금읍 메기로 168,35.30828,129.01028,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,부산대양산캠퍼스역,부산대양산캠퍼스,경상남도 양산시 물금읍 메기로 270,35.31697,129.01383,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,남양산역,남양산,경상남도 양산시 동면 메기로 380,35.32533,129.01942,2022-11-30
부산광역시 부산교통공사,부산 도시철도 2호선,양산역,양산,경상남도 양산시 강변로 441,35.33851,129.02643,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,수영역,수영,부산광역시 수영구 수영로 677,35.16775,129.11458,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,망미역,망미,부산광역시 수영구 연수로 지하 337,35.17153,129.10822,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,배산역,배산,부산광역시 연제구 연수로 지하 229,35.1735,129.0955,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,물만골역,물만골,부산광역시 연제구 월드컵대로 지하 23,35.17681,129.08575,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,연산역,연산,부산광역시 연제구 연산동 1515-1번지,35.18614,129.08147,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,거제역,거제,부산광역시 연제구 월드컵대로 지하 209,35.18858,129.07394,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,종합운동장역,종합운동장,부산광역시 연제구 아시아드대로 지하 73,35.19125,129.0675,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,사직역,사직,부산광역시 동래구 아시아드대로 지하 153,35.199,129.065,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,미남역,미남,부산광역시 동래구 아시아드대로 지하 232,35.2055,129.06806,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,만덕역,만덕,부산광역시 북구 만덕대로 지하 291,35.213,129.0365,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,남산정역,남산정,부산광역시 북구 만덕대로 지하 179,35.21333,129.02392,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,숙등역,숙등,부산광역시 북구 만덕대로 지하 79,35.21197,129.01275,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,덕천역,덕천,부산광역시 북구 덕천동 327번지,35.210139,129.005545,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,구포역,구포,부산광역시 북구 낙동대로 1697,35.20644,128.99631,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,강서구청역,강서구청,부산광역시 강서구 낙동북로 485,35.21125,128.98175,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,체육공원역,체육공원,부산광역시 강서구 낙동북로 371,35.21261,128.96894,2022-11-30
부산광역시 부산교통공사,부산 도시철도 3호선,대저역,대저,부산광역시 강서구 낙동북로 295,35.21343,128.96074,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,미남역,미남,부산광역시 동래구 충렬대로 지하 147,35.20643,129.06868,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,동래역,동래,부산광역시 동래구 온천2동 1486번지,35.20466,129.07741,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,수안역,수안,부산광역시 동래구 충렬대로 지하 223,35.20183,129.08378,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,낙민역,낙민,부산광역시 동래구 충렬대로 지하 285,35.20025,129.09078,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,충렬사역,충렬사,부산광역시 동래구 반송로 지하 205,35.19986,129.09764,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,명장역,명장,부산광역시 동래구 반송로 지하 281,35.20503,129.10161,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,서동역,서동,부산광역시 금정구 반송로 지하 387,35.21331,129.10769,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,금사역,금사,부산광역시 금정구 반송로 지하 465,35.21583,129.11517,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,반여농산물시장역,반여농산물시장,부산광역시 해운대구 반송로 550,35.21778,129.12397,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,석대역,석대,부산광역시 해운대구 석대천로 121,35.21825,129.13717,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,영산대역,영산대,부산광역시 해운대구 반송로 803,35.22578,129.14617,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,윗반송역,윗반송,부산광역시 해운대구 반송로 917,35.2325,129.15403,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,고촌역,고촌,부산광역시 기장군 철마면 반송로 991,35.23603,129.1605,2022-11-30
부산광역시 부산교통공사,부산 경량도시철도 4호선,안평역,안평,부산광역시 기장군 철마면 반송로 1001,35.23733,129.17183,2022-11-30
부산-김해경전철㈜,부산김해경전철,사상역,사상,부산광역시 사상구 광장로 83,35.1623018,128.9859408,2022-04-27
부산-김해경전철㈜,부산김해경전철,괘법르네시떼역,괘법르네시떼,부산광역시 사상구 광장로 9,35.1632616,128.9776836,2022-04-27
부산-김해경전철㈜,부산김해경전철,서부산유통지구역,서부산유통지구,부산광역시 강서구 유통단지1로 57번길 7,35.16640204,128.9548881,2022-04-27
부산-김해경전철㈜,부산김해경전철,공항역,공항,부산광역시 강서구 공항진입로 165,35.171906,128.948586,2022-04-27
부산-김해경전철㈜,부산김해경전철,덕두역,덕두,부산광역시 강서구 경전철로 10,35.182001,128.954198,2022-04-27
부산-김해경전철㈜,부산김해경전철,등구역,등구,부산광역시 강서구 경전철로 194,35.196143,128.963599,2022-04-27
부산-김해경전철㈜,부산김해경전철,대저역,대저,부산광역시 강서구 낙동북로 294,35.213066,128.960562,2022-04-27
부산-김해경전철㈜,부산김해경전철,평강역,평강,부산광역시 강서구 낙동북로 203,35.214105,128.950825,2022-04-27
부산-김해경전철㈜,부산김해경전철,대사역,대사,부산광역시 강서구 낙동북로 82,35.217657,128.938417,2022-04-27
부산-김해경전철㈜,부산김해경전철,불암역,불암,경상남도 김해시 김해대로 2787,35.222162,128.927893,2022-04-27
부산-김해경전철㈜,부산김해경전철,지내역,지내,경상남도 김해시 김해대로 2718,35.2275,128.923721,2022-04-27
부산-김해경전철㈜,부산김해경전철,김해대학역,김해대학,경상남도 김해시 김해대로 2641,35.22899,128.915612,2022-04-27
부산-김해경전철㈜,부산김해경전철,인제대역,인제대,경상남도 김해시 김해대로 2515,35.228099,128.901736,2022-04-27
부산-김해경전철㈜,부산김해경전철,김해시청역,김해시청,경상남도 김해시 김해대로 2408,35.227103,128.89041,2022-04-27
부산-김해경전철㈜,부산김해경전철,부원역,부원,경상남도 김해시 김해대로 2350,35.22646624,128.8838997,2022-04-27
부산-김해경전철㈜,부산김해경전철,봉황역,봉황,경상남도 김해시 김해대로 2249,35.22726757,128.8743069,2022-04-27
부산-김해경전철㈜,부산김해경전철,수로왕릉역,수로왕릉,경상남도 김해시 김해대로 2181,35.2328215,128.8721409,2022-04-27
부산-김해경전철㈜,부산김해경전철,박물관역,박물관,경상남도 김해시 김해대로 2103,35.24006467,128.8718628,2022-04-27
부산-김해경전철㈜,부산김해경전철,연지공원역,연지공원,경상남도 김해시 해반천로 5,35.24965763,128.8692908,2022-04-27
부산-김해경전철㈜,부산김해경전철,장신대역,장신대,경상남도 김해시 해반천로 129,35.25955642,128.8671142,2022-04-27
부산-김해경전철㈜,부산김해경전철,가야대역,가야대,경상남도 김해시 해반천로 211,35.26672721,128.8650703,2022-04-27
서울교통공사,1호선,청량리역,청량리(서울시립대입구),서울특별시 동대문구 왕산로 지하205(전농동),37.580148,127.045063,2024-12-31
서울교통공사,1호선,제기동역,제기동,서울특별시 동대문구 왕산로 지하93(제기동),37.578116,127.034902,2024-12-31
서울교통공사,1호선,신설동역,신설동,서울특별시 동대문구 왕산로 지하1(신설동),37.576117,127.02471,2024-12-31
서울교통공사,1호선,동묘앞역,동묘앞,서울특별시 종로구 종로 359(숭인동),37.573265,127.016459,2024-12-31
서울교통공사,1호선,동대문역,동대문,서울특별시 종로구 종로 지하302(창신동),37.571646,127.01069,2024-12-31
서울교통공사,1호선,종로5가역,종로5가,서울특별시 종로구 종로 지하216(종로5가),37.570971,127.0019,2024-12-31
서울교통공사,1호선,종로3가역,종로3가,서울특별시 종로구 종로 지하129(종로3가),37.570429,126.992095,2024-12-31
서울교통공사,1호선,종각역,종각,서울특별시 종로구 종로 지하55(종로1가),37.570203,126.983116,2024-12-31
서울교통공사,1호선,시청역,시청,서울특별시 중구 세종대로 지하101(정동),37.565211,126.977207,2024-12-31
서울교통공사,1호선,서울역,서울역,서울특별시 중구 세종대로 지하2(남대문로 5가),37.55585,126.972103,2024-12-31
서울교통공사,2호선,시청역,시청,서울특별시 중구 서소문로 지하127(서소문동),37.563534,126.975271,2024-12-31
서울교통공사,2호선,을지로입구역,을지로입구,서울특별시 중구 을지로 지하42(을지로1가),37.565998,126.982569,2024-12-31
서울교통공사,2호선,을지로3가역,을지로3가,서울특별시 중구 을지로 지하106(을지로3가),37.566292,126.990873,2024-12-31
서울교통공사,2호선,을지로4가역,을지로4가,서울특별시 중구 을지로 지하178(을지로4가),37.566611,126.997622,2024-12-31
서울교통공사,2호선,동대문역사문화공원역,동대문역사문화공원(DDP),서울특별시 중구 을지로 지하279(을지로7가),37.565609,127.009083,2024-12-31
서울교통공사,2호선,신당역,신당,서울특별시 중구 퇴계로 지하431-1(신당동),37.565675,127.0194259,2024-12-31
서울교통공사,2호선,상왕십리역,상왕십리,서울특별시 성동구 왕십리로 지하374(하왕십리동),37.564444,127.029322,2024-12-31
서울교통공사,2호선,왕십리역,왕십리(성동구청),서울특별시 성동구 왕십리로 지하300(행당동),37.561289,127.0370615,2024-12-31
서울교통공사,2호선,한양대역,한양대,서울특별시 성동구 왕십리로 206(행당동),37.555758,127.0436594,2024-12-31
서울교통공사,2호선,뚝섬역,뚝섬,서울특별시 성동구 아차산로 18(성수동1가),37.54718,127.047413,2024-12-31
서울교통공사,2호선,성수역,성수,서울특별시 성동구 아차산로 100(성수동2가),37.544628,127.055983,2024-12-31
서울교통공사,2호선,건대입구역,건대입구,서울특별시 광진구 아차산로 243(화양동),37.540408,127.069231,2024-12-31
서울교통공사,2호선,구의역,구의(광진구청),서울특별시 광진구 아차산로 384-1(구의동),37.537157,127.0862124,2024-12-31
서울교통공사,2호선,강변역,강변(동서울터미널),서울특별시 광진구 강변역로 53(구의동),37.535161,127.094684,2024-12-31
서울교통공사,2호선,잠실나루역,잠실나루,서울특별시 송파구 오금로 20(신천동),37.520688,127.103836,2024-12-31
서울교통공사,2호선,잠실역,잠실(송파구청),서울특별시 송파구 올림픽로 지하265(신천동),37.513305,127.100129,2024-12-31
서울교통공사,2호선,잠실새내역,잠실새내,서울특별시 송파구 올림픽로 지하140(잠실동),37.511653,127.086224,2024-12-31
서울교통공사,2호선,종합운동장역,종합운동장,서울특별시 송파구 올림픽로 지하23(잠실동),37.511128,127.073841,2024-12-31
서울교통공사,2호선,삼성역,삼성(무역센터),서울특별시 강남구 테헤란로 지하538(삼성동),37.508827,127.063203,2024-12-31
서울교통공사,2호선,선릉역,선릉,서울특별시 강남구 테헤란로 지하340(삼성동),37.504257,127.048174,2024-12-31
서울교통공사,2호선,역삼역,역삼,서울특별시 강남구 테헤란로 지하156(역삼동),37.500658,127.03643,2024-12-31
서울교통공사,2호선,강남역,강남,서울특별시 강남구 강남대로 지하396(역삼동),37.49805,127.02795,2024-12-31
서울교통공사,2호선,교대역,교대(법원·검찰청),서울특별시 서초구 서초대로 지하294(서초동),37.493957,127.014431,2024-12-31
서울교통공사,2호선,서초역,서초,서울특별시 서초구 서초대로 지하233(서초동),37.49191,127.007685,2024-12-31
서울교통공사,2호선,방배역,방배,서울특별시 서초구 방배로 지하80(방배동),37.481469,126.997627,2024-12-31
서울교통공사,2호선,사당역,사당,서울특별시 동작구 남부순환로 지하2089(사당동),37.476536,126.981631,2024-12-31
서울교통공사,2호선,낙성대역,낙성대(강감찬),서울특별시 관악구 남부순환로 지하1928(봉천동),37.47713,126.963583,2024-12-31
서울교통공사,2호선,서울대입구역,서울대입구(관악구청),서울특별시 관악구 남부순환로 지하1822(봉천동),37.481233,126.952745,2024-12-31
서울교통공사,2호선,봉천역,봉천,서울특별시 관악구 남부순환로 지하1721(봉천동),37.482416,126.941696,2024-12-31
서울교통공사,2호선,신림역,신림,서울특별시 관악구 남부순환로 지하1614(신림동),37.484216,126.929573,2024-12-31
서울교통공사,2호선,신대방역,신대방,서울특별시 동작구 대림로 2(신대방동),37.487604,126.913479,2024-12-31
서울교통공사,2호선,구로디지털단지역,구로디지털단지,서울특별시 구로구 도림천로 477(구로동),37.4852931,126.901456,2024-12-31
서울교통공사,2호선,대림역,대림(구로구청),서울특별시 구로구 도림천로 351(구로동),37.4932826,126.8949793,2024-12-31
서울교통공사,2호선,신도림역,신도림,서울특별시 구로구 새말로 지하 117-21(신도림동),37.508815,126.891222,2024-12-31
서울교통공사,2호선,문래역,문래,서울특별시 영등포구 당산로 지하28(문래동3가),37.517993,126.894766,2024-12-31
서울교통공사,2호선,영등포구청역,영등포구청,서울특별시 영등포구 당산로 지하121(당산동3가),37.525766,126.896627,2024-12-31
서울교통공사,2호선,당산역,당산,서울특별시 영등포구 당산로 229(당산동6가),37.534807,126.902611,2024-12-31
서울교통공사,2호선,합정역,합정,서울특별시 마포구 양화로 지하55(서교동),37.550025,126.914557,2024-12-31
서울교통공사,2호선,홍대입구역,홍대입구,서울특별시 마포구 양화로 지하160(동교동),37.556748,126.923643,2024-12-31
서울교통공사,2호선,신촌역,신촌(지하),서울특별시 마포구 신촌로 지하90(노고산동),37.555153,126.93689,2024-12-31
서울교통공사,2호선,이대역,이대,서울특별시 마포구 신촌로 지하180(염리동),37.556734,126.945897,2024-12-31
서울교통공사,2호선,아현역,아현,서울특별시 마포구 신촌로 지하270(아현동),37.557407,126.956079,2024-12-31
서울교통공사,2호선,충정로역,충정로(경기대입구),서울특별시 서대문구 서소문로 지하17(충정로3가),37.559742,126.964455,2024-12-31
서울교통공사,3호선,지축역,지축,경기도 고양시 덕양구 삼송로 300(지축동),37.648151,126.913751,2024-12-31
서울교통공사,3호선,구파발역,구파발,서울특별시 은평구 진관2로 지하15-25 (진관동),37.636612,126.918827,2024-12-31
서울교통공사,3호선,연신내역,연신내,서울특별시 은평구 통일로 지하849(갈현동),37.619295,126.920959,2024-12-31
서울교통공사,3호선,불광역,불광,서울특별시 은평구 통일로 지하723-1(대조동),37.610154,126.930183,2024-12-31
서울교통공사,3호선,녹번역,녹번,서울특별시 은평구 통일로 지하602-1(녹번동),37.600882,126.935758,2024-12-31
서울교통공사,3호선,홍제역,홍제,서울특별시 서대문구 통일로 지하440-1(홍제동),37.588851,126.944092,2024-12-31
서울교통공사,3호선,무악재역,무악재,서울특별시 서대문구 통일로 지하361(홍제동),37.582658,126.950131,2024-12-31
서울교통공사,3호선,독립문역,독립문,서울특별시 서대문구 통일로 지하247(현저동),37.574534,126.957902,2024-12-31
서울교통공사,3호선,경복궁역,경복궁(정부서울청사),서울특별시 종로구 사직로 지하130(적선동),37.575844,126.973576,2024-12-31
서울교통공사,3호선,안국역,안국,서울특별시 종로구 율곡로 지하62(안국동),37.576562,126.98547,2024-12-31
서울교통공사,3호선,종로3가역,종로3가,서울특별시 종로구 돈화문로 지하30(묘동),37.571537,126.991837,2024-12-31
서울교통공사,3호선,을지로3가역,을지로3가,서울특별시 중구 을지로 지하129(을지로3가),37.566299,126.992616,2024-12-31
서울교통공사,3호선,충무로역,충무로,서울특별시 중구 퇴계로 지하214(필동2가),37.561382,126.994173,2024-12-31
서울교통공사,3호선,동대입구역,동대입구,서울특별시 중구 동호로 지하256(장충동2가),37.55906,127.005273,2024-12-31
서울교통공사,3호선,약수역,약수,서울특별시 중구 다산로 지하122(신당동),37.554554,127.010858,2024-12-31
서울교통공사,3호선,금호역,금호,서울특별시 성동구 동호로 지하104(금호동4가),37.548269,127.015785,2024-12-31
서울교통공사,3호선,옥수역,옥수,서울특별시 성동구 동호로 21(옥수동),37.541653,127.017303,2024-12-31
서울교통공사,3호선,압구정역,압구정,서울특별시 강남구 압구정로 지하172(신사동),37.526169,127.028502,2024-12-31
서울교통공사,3호선,신사역,신사,서울특별시 강남구 도산대로 지하102(신사동),37.516438,127.020247,2024-12-31
서울교통공사,3호선,잠원역,잠원,서울특별시 서초구 잠원로4길 지하46(잠원동),37.512989,127.011613,2024-12-31
서울교통공사,3호선,고속터미널역,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),37.504953,127.004916,2024-12-31
서울교통공사,3호선,교대역,교대(법원·검찰청),서울특별시 서초구 서초대로 지하294(서초동),37.49306,127.013796,2024-12-31
서울교통공사,3호선,남부터미널역,남부터미널(예술의전당),서울특별시 서초구 서초중앙로 지하31(서초동),37.48494,127.016289,2024-12-31
서울교통공사,3호선,양재역,양재(서초구청),서울특별시 서초구 남부순환로 지하2585(서초동),37.48458,127.03423,2024-12-31
서울교통공사,3호선,매봉역,매봉,서울특별시 강남구 남부순환로 지하2744(도곡동),37.487114,127.046907,2024-12-31
서울교통공사,3호선,도곡역,도곡,서울특별시 강남구 남부순환로 지하2814(도곡동),37.491129,127.055694,2024-12-31
서울교통공사,3호선,대치역,대치,서울특별시 강남구 남부순환로 지하2952(대치동),37.494601,127.063449,2024-12-31
서울교통공사,3호선,학여울역,학여울,서울특별시 강남구 남부순환로 지하3104(대치동),37.496787,127.0708601,2024-12-31
서울교통공사,3호선,대청역,대청,서울특별시 강남구 일원로 지하2(일원동),37.493607,127.079526,2024-12-31
서울교통공사,3호선,일원역,일원,서울특별시 강남구 일원로 지하121(일원동),37.48389,127.08416,2024-12-31
서울교통공사,3호선,수서역,수서,서울특별시 강남구 광평로 지하270(수서동),37.4875,127.101924,2024-12-31
서울교통공사,3호선,가락시장역,가락시장,서울특별시 송파구 송파대로 지하257(가락동),37.492318,127.1177,2024-12-31
서울교통공사,3호선,경찰병원역,경찰병원,서울특별시 송파구 중대로 지하149(가락동),37.495754,127.124198,2024-12-31
서울교통공사,3호선,오금역,오금,서울특별시 송파구 오금로 지하321(오금동),37.502288,127.128344,2024-12-31
서울교통공사,4호선,불암산역,불암산,서울특별시 노원구 상계로 305(상계동),37.67009,127.079004,2024-12-31
서울교통공사,4호선,상계역,상계,서울특별시 노원구 상계로 182(상계동),37.660576,127.073199,2024-12-31
서울교통공사,4호선,노원역,노원,서울특별시 노원구 상계로 69-1(상계동),37.656274,127.063183,2024-12-31
서울교통공사,4호선,창동역,창동,서울특별시 도봉구 마들로11길 77(창동),37.653315,127.048304,2024-12-31
서울교통공사,4호선,쌍문역,쌍문,서울특별시 도봉구 도봉로 지하 486-1(창동),37.648274,127.034381,2024-12-31
서울교통공사,4호선,수유역,수유(강북구청),서울특별시 강북구 도봉로 지하338(수유동),37.637727,127.025371,2024-12-31
서울교통공사,4호선,미아역,미아(서울사이버대학),서울특별시 강북구 도봉로 지하198(미아동),37.626435,127.026151,2024-12-31
서울교통공사,4호선,미아사거리역,미아사거리,서울특별시 강북구 도봉로 지하50(미아동),37.613276,127.030083,2024-12-31
서울교통공사,4호선,길음역,길음,서울특별시 성북구 동소문로 지하248(길음동),37.603387,127.025053,2024-12-31
서울교통공사,4호선,성신여대입구역,성신여대입구(돈암),서울특별시 성북구 동소문로 지하102(동선동4가),37.592882,127.016908,2024-12-31
서울교통공사,4호선,한성대입구역,한성대입구(삼선교),서울특별시 성북구 삼선교로 지하1(삼선동1가),37.58838,127.005951,2024-12-31
서울교통공사,4호선,혜화역,혜화,서울특별시 종로구 대학로 지하120(명륜4가),37.582116,127.001929,2024-12-31
서울교통공사,4호선,동대문역,동대문,서울특별시 종로구 율곡로 지하308(종로6가),37.57099,127.00925,2024-12-31
서울교통공사,4호선,동대문역사문화공원역,동대문역사문화공원(DDP),서울특별시 중구 장충단로 지하230(광희동2가),37.565141,127.007808,2024-12-31
서울교통공사,4호선,충무로역,충무로,서울특별시 중구 퇴계로 지하214(필동2가),37.561352,126.994573,2024-12-31
서울교통공사,4호선,명동역,명동,서울특별시 중구 퇴계로 지하126(충무로2가),37.560955,126.986271,2024-12-31
서울교통공사,4호선,회현역,회현(남대문시장),서울특별시 중구 퇴계로 지하54(남창동),37.558698,126.978346,2024-12-31
서울교통공사,4호선,서울역,서울역,서울특별시 용산구 한강대로 지하392(동자동),37.553172,126.972706,2024-12-31
서울교통공사,4호선,숙대입구역,숙대입구(갈월),서울특별시 용산구 한강대로 지하306(갈월동),37.5447834,126.9721,2024-12-31
서울교통공사,4호선,삼각지역,삼각지(전쟁기념관),서울특별시 용산구 한강대로 지하180(한강로1가),37.534457,126.972992,2024-12-31
서울교통공사,4호선,신용산역,신용산,서울특별시 용산구 한강대로 지하112(한강로2가),37.52909,126.96788,2024-12-31
서울교통공사,4호선,이촌역,이촌(국립중앙박물관),서울특별시 용산구 서빙고로 지하83(용산동5가),37.52919,126.9679818,2024-12-31
서울교통공사,4호선,동작역,동작(현충원),서울특별시 동작구 현충로 257(동작동),37.503567,126.980171,2024-12-31
서울교통공사,4호선,총신대입구역,총신대입구(이수),서울특별시 동작구 동작대로 지하117(사당동),37.487521,126.982309,2024-12-31
서울교통공사,4호선,사당역,사당,서울특별시 동작구  동작대로 지하3(사당동),37.476263,126.981636,2024-12-31
서울교통공사,4호선,남태령역,남태령,서울특별시 서초구 과천대로 지하816(방배동),37.464339,126.989081,2024-12-31
서울교통공사,5호선,방화역,방화,서울특별시 강서구 금낭화로 지하132(방화동),37.577669,126.812822,2024-12-31
서울교통공사,5호선,개화산역,개화산,서울특별시 강서구 양천로 22(방화동),37.572458,126.806838,2024-12-31
서울교통공사,5호선,김포공항역,김포공항,서울특별시 강서구 하늘길 지하77(방화동),37.56217,126.801273,2024-12-31
서울교통공사,5호선,송정역,송정,서울특별시 강서구 공항대로 지하33(공항동),37.561201,126.812052,2024-12-31
서울교통공사,5호선,마곡역,마곡,서울특별시 강서구 공항대로 지하163(마곡동),37.55865,126.837693,2024-12-31
서울교통공사,5호선,발산역,발산,서울특별시 강서구 공항대로 지하267(마곡동),37.558692,126.837633,2024-12-31
서울교통공사,5호선,우장산역,우장산,서울특별시 강서구 강서로 지하262(화곡동),37.548864,126.83633,2024-12-31
서울교통공사,5호선,화곡역,화곡,서울특별시 강서구 화곡로 지하168(화곡동),37.541585,126.840436,2024-12-31
서울교통공사,5호선,까치산역,까치산,서울특별시 강서구 강서로 지하54(화곡동),37.5322,126.84645,2024-12-31
서울교통공사,5호선,신정역,신정(은행정),서울특별시 양천구 오목로 지하179(신정동),37.525001,126.856176,2024-12-31
서울교통공사,5호선,목동역,목동,서울특별시 양천구 오목로 지하245(목동),37.526088,126.864296,2024-12-31
서울교통공사,5호선,오목교역,오목교(목동운동장앞),서울특별시 양천구 오목로 지하342(목동),37.524557,126.875049,2024-12-31
서울교통공사,5호선,양평역,양평,서울특별시 영등포구 양산로 지하21(양평동2가),37.525614,126.886177,2024-12-31
서울교통공사,5호선,영등포구청역,영등포구청,서울특별시 영등포구 양산로 지하116(당산동3가),37.524209,126.895022,2024-12-31
서울교통공사,5호선,영등포시장역,영등포시장,서울특별시 영등포구 양산로 지하200(영등포동5가),37.52276,126.905143,2024-12-31
서울교통공사,5호선,신길역,신길,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),37.51763,126.914886,2024-12-31
서울교통공사,5호선,여의도역,여의도,서울특별시 영등포구 여의나루로 지하40(여의도동),37.521678,126.924318,2024-12-31
