"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","위치표시","주소표시","역거리km","역사용여부","계산상가까운역"
"한국미인테라피","서울","서울","송파구","삼전동","삼전역","서울특별시 송파구 백제고분로 지하 187","삼전역 인근","서울특별시 송파구 백제고분로 지하 187","0.43","Y","삼전역"
"한국미인테라피","서울","서울","송파구","석촌동","석촌역","서울특별시 송파구 석촌동 209","석촌역 인근","서울특별시 송파구 석촌동 209","0.42","Y","석촌역"
"한국미인테라피","서울","서울","송파구","송파동","송파역","서울특별시 송파구 송파대로 지하354(가락동)","송파역 인근","서울특별시 송파구 송파대로 지하354(가락동)","0.60","Y","송파역"
"한국미인테라피","서울","서울","송파구","오금동","오금역","서울특별시 송파구 오금로 지하321(오금동)","오금역 인근","서울특별시 송파구 오금로 지하321(오금동)","0.50","Y","오금역"
"한국미인테라피","서울","서울","송파구","오륜동","올림픽공원역","서울특별시 송파구 양재대로 지하 1233","올림픽공원역 인근","서울특별시 송파구 양재대로 지하 1233","0.41","Y","올림픽공원역"
"한국미인테라피","서울","서울","송파구","위례동","거여역","서울특별시 송파구 오금로 지하499(거여동)","거여역 인근","서울특별시 송파구 오금로 지하499(거여동)","1.46","Y","거여역"
"한국미인테라피","서울","서울","송파구","잠실동","잠실새내역","서울특별시 송파구 올림픽로 지하140(잠실동)","잠실새내역 인근","서울특별시 송파구 올림픽로 지하140(잠실동)","0.09","Y","잠실새내역"
"한국미인테라피","서울","서울","송파구","잠실본동","삼전역","서울특별시 송파구 백제고분로 지하 187","삼전역 인근","서울특별시 송파구 백제고분로 지하 187","0.37","Y","삼전역"
"한국미인테라피","서울","서울","송파구","장지동","장지역","서울특별시 송파구 송파대로 지하82(장지동)","장지역 인근","서울특별시 송파구 송파대로 지하82(장지동)","0.44","Y","장지역"
"한국미인테라피","서울","서울","송파구","풍납동","강동구청역","서울특별시 강동구 올림픽로 지하550(성내동)","강동구청역 인근","서울특별시 강동구 올림픽로 지하550(성내동)","0.61","Y","강동구청역"
"한국미인테라피","서울","서울","양천구","목동","목동역","서울특별시 양천구 오목로 지하245(목동)","목동역 인근","서울특별시 양천구 오목로 지하245(목동)","0.02","Y","목동역"
"한국미인테라피","서울","서울","양천구","신월동","까치산역","서울특별시 강서구 강서로 지하54(화곡동)","까치산역 인근","서울특별시 강서구 강서로 지하54(화곡동)","1.19","Y","까치산역"
"한국미인테라피","서울","서울","양천구","신정동","양천구청역","서울특별시 양천구 목동로3길 지하33(신정동)","양천구청역 인근","서울특별시 양천구 목동로3길 지하33(신정동)","0.48","Y","양천구청역"
"한국미인테라피","서울","서울","영등포구","당산동","당산역","서울특별시 영등포구 당산로 229(당산동6가)","당산역 인근","서울특별시 영등포구 당산로 229(당산동6가)","0.35","Y","당산역"
"한국미인테라피","서울","서울","영등포구","대림동","대림역","서울특별시 영등포구 도림로 지하137(대림동)","대림역 인근","서울특별시 영등포구 도림로 지하137(대림동)","0.55","Y","대림역"
"한국미인테라피","서울","서울","영등포구","도림동","신도림역","서울시 구로구 새말로 117-21","신도림역 인근","서울시 구로구 새말로 117-21","0.70","Y","신도림역"
"한국미인테라피","서울","서울","영등포구","문래동","문래역","서울특별시 영등포구 당산로 지하28(문래동3가)","문래역 인근","서울특별시 영등포구 당산로 지하28(문래동3가)","0.33","Y","문래역"
"한국미인테라피","서울","서울","영등포구","신길동","신풍역","서울특별시 영등포구 신풍로 지하27(신길동)","신풍역 인근","서울특별시 영등포구 신풍로 지하27(신길동)","0.74","Y","신풍역"
"한국미인테라피","서울","서울","영등포구","양평동","선유도역","서울특별시 영등포구 양평로 지하124","선유도역 인근","서울특별시 영등포구 양평로 지하124","0.08","Y","선유도역"
"한국미인테라피","서울","서울","영등포구","여의동","여의나루역","서울특별시 영등포구 여의동로 지하343(여의도동)","여의나루역 인근","서울특별시 영등포구 여의동로 지하343(여의도동)","0.29","Y","여의나루역"
"한국미인테라피","서울","서울","영등포구","영등포동","영등포시장역","서울특별시 영등포구 양산로 지하200(영등포동5가)","영등포시장역 인근","서울특별시 영등포구 양산로 지하200(영등포동5가)","0.25","Y","영등포시장역"
"한국미인테라피","서울","서울","영등포구","영등포본동","영등포역","서울시 영등포구 경인로 846(영등포동 1가 618-496)","영등포역 인근","서울시 영등포구 경인로 846(영등포동 1가 618-496)","0.34","Y","영등포역"
"한국미인테라피","서울","서울","용산구","남영동","숙대입구역","서울특별시 용산구 한강대로 지하306(갈월동)","숙대입구역 인근","서울특별시 용산구 한강대로 지하306(갈월동)","0.25","Y","숙대입구역"
"한국미인테라피","서울","서울","용산구","보광동","한남역","서울시 용산구 독서당로6길 12-13(한남동)","한남역 인근","서울시 용산구 독서당로6길 12-13(한남동)","0.83","Y","한남역"
"한국미인테라피","서울","서울","용산구","서빙고동","서빙고역","서울시 용산구 서빙고로 238(서빙고동 241-11)","서빙고역 인근","서울시 용산구 서빙고로 238(서빙고동 241-11)","0.33","Y","서빙고역"
"한국미인테라피","서울","서울","용산구","용문동","효창공원앞역","서울특별시 용산구 백범로 지하287(효창동)","효창공원앞역 인근","서울특별시 용산구 백범로 지하287(효창동)","0.27","Y","효창공원앞역"
"한국미인테라피","서울","서울","용산구","용산2가동","녹사평역","서울특별시 용산구 녹사평대로 지하195(용산동4가)","녹사평역 인근","서울특별시 용산구 녹사평대로 지하195(용산동4가)","0.53","Y","녹사평역"
"한국미인테라피","서울","서울","용산구","원효로동","마포역","서울특별시 마포구 마포대로 지하33(도화동)","마포역 인근","서울특별시 마포구 마포대로 지하33(도화동)","0.81","Y","마포역"
"한국미인테라피","서울","서울","용산구","이촌동","이촌역","서울시 용산구 이촌로 71길 42","이촌역 인근","서울시 용산구 이촌로 71길 42","0.73","Y","이촌역"
"한국미인테라피","서울","서울","용산구","이태원동","이태원역","서울특별시 용산구 이태원로 지하177(이태원동)","이태원역 인근","서울특별시 용산구 이태원로 지하177(이태원동)","0.48","Y","이태원역"
"한국미인테라피","서울","서울","용산구","청파동","서울역","서울특별시 용산구 청파로 378","서울역 인근","서울특별시 용산구 청파로 378","0.55","Y","서울역"
"한국미인테라피","서울","서울","용산구","한강로동","이촌역","서울특별시 용산구 서빙고로 지하83(용산동5가)","이촌역 인근","서울특별시 용산구 서빙고로 지하83(용산동5가)","0.17","Y","이촌역"
"한국미인테라피","서울","서울","용산구","한남동","한강진역","서울특별시 용산구 이태원로 지하287(한남동)","한강진역 인근","서울특별시 용산구 이태원로 지하287(한남동)","0.52","Y","한강진역"
"한국미인테라피","서울","서울","용산구","효창동","효창공원앞역","서울특별시 용산구 백범로 지하287(효창동)","효창공원앞역 인근","서울특별시 용산구 백범로 지하287(효창동)","0.47","Y","효창공원앞역"
"한국미인테라피","서울","서울","용산구","후암동","서울역","서울특별시 용산구 한강대로 지하392(동자동)","서울역 인근","서울특별시 용산구 한강대로 지하392(동자동)","0.75","Y","서울역"
"한국미인테라피","서울","서울","은평구","갈현동","연신내역","서울특별시 은평구 통일로 지하849(갈현동)","연신내역 인근","서울특별시 은평구 통일로 지하849(갈현동)","0.73","Y","연신내역"
"한국미인테라피","서울","서울","은평구","구산동","구산역","서울특별시 은평구 연서로 지하137-1(구산동)","구산역 인근","서울특별시 은평구 연서로 지하137-1(구산동)","0.80","Y","구산역"
"한국미인테라피","서울","서울","은평구","녹번동","녹번역","서울특별시 은평구 통일로 지하602-1(녹번동)","녹번역 인근","서울특별시 은평구 통일로 지하602-1(녹번동)","0.50","Y","녹번역"
"한국미인테라피","서울","서울","은평구","대조동","구산역","서울특별시 은평구 연서로 지하137-1(구산동)","구산역 인근","서울특별시 은평구 연서로 지하137-1(구산동)","0.51","Y","구산역"
"한국미인테라피","서울","서울","은평구","불광동","독바위역","서울특별시 은평구 불광로 지하129-1(불광동)","독바위역 인근","서울특별시 은평구 불광로 지하129-1(불광동)","0.24","Y","독바위역"
"한국미인테라피","서울","서울","은평구","수색동","수색역","서울시 은평구 수색로 261-1","수색역 인근","서울시 은평구 수색로 261-1","0.49","Y","수색역"
"한국미인테라피","서울","서울","은평구","신사동","새절역","서울특별시 은평구 증산로 지하400(신사동)","새절역 인근","서울특별시 은평구 증산로 지하400(신사동)","0.68","Y","새절역"
"한국미인테라피","서울","서울","은평구","역촌동","역촌역","서울특별시 은평구 서오릉로 지하63(녹번동)","역촌역 인근","서울특별시 은평구 서오릉로 지하63(녹번동)","0.70","Y","역촌역"
"한국미인테라피","서울","서울","은평구","응암동","새절역","서울특별시 은평구 증산로 지하400(신사동)","새절역 인근","서울특별시 은평구 증산로 지하400(신사동)","0.72","Y","새절역"
"한국미인테라피","서울","서울","은평구","증산동","증산역","서울특별시 은평구 증산로 지하306(증산동)","증산역 인근","서울특별시 은평구 증산로 지하306(증산동)","0.38","Y","증산역"
"한국미인테라피","서울","서울","은평구","진관동","구파발역","서울특별시 은평구 진관2로 지하15-25 (진관동)","구파발역 인근","서울특별시 은평구 진관2로 지하15-25 (진관동)","1.58","Y","구파발역"
"한국미인테라피","서울","서울","종로구","4가동","종로3가역","서울특별시 종로구 돈화문로11길 지하 26(돈의동)","종로3가역 인근","서울특별시 종로구 돈화문로11길 지하 26(돈의동)","0.64","Y","종로3가역"
"한국미인테라피","서울","서울","종로구","6가동","종로5가역","서울특별시 종로구 종로 지하216(종로5가)","종로5가역 인근","서울특별시 종로구 종로 지하216(종로5가)","0.28","Y","종로5가역"
"한국미인테라피","서울","서울","종로구","가회동","안국역","서울특별시 종로구 율곡로 지하62(안국동)","안국역 인근","서울특별시 종로구 율곡로 지하62(안국동)","0.84","Y","안국역"
"한국미인테라피","서울","서울","종로구","교남동","독립문역","서울특별시 서대문구 통일로 지하247(현저동)","독립문역 인근","서울특별시 서대문구 통일로 지하247(현저동)","0.58","Y","독립문역"
"한국미인테라피","서울","서울","종로구","무악동","독립문역","서울특별시 서대문구 통일로 지하247(현저동)","독립문역 인근","서울특별시 서대문구 통일로 지하247(현저동)","0.24","Y","독립문역"
"한국미인테라피","서울","서울","종로구","부암동","무악재역","서울특별시 서대문구 통일로 지하361(홍제동)","무악재역 인근","서울특별시 서대문구 통일로 지하361(홍제동)","1.94","Y","무악재역"
"한국미인테라피","서울","서울","종로구","사직동","경복궁역","서울특별시 종로구 사직로 지하130(적선동)","경복궁역 인근","서울특별시 종로구 사직로 지하130(적선동)","0.37","Y","경복궁역"
"한국미인테라피","서울","서울","종로구","삼청동","안국역","서울특별시 종로구 율곡로 지하62(안국동)","안국역 인근","서울특별시 종로구 율곡로 지하62(안국동)","1.50","Y","안국역"
"한국미인테라피","서울","서울","종로구","숭인동","동묘앞역","서울특별시 종로구 종로 359(숭인동)","동묘앞역 인근","서울특별시 종로구 종로 359(숭인동)","0.40","Y","동묘앞역"
"한국미인테라피","서울","서울","종로구","이화동","혜화역","서울특별시 종로구 대학로 지하120(명륜4가)","혜화역 인근","서울특별시 종로구 대학로 지하120(명륜4가)","0.67","Y","혜화역"
"한국미인테라피","서울","서울","종로구","창신동","동묘앞역","서울특별시 종로구 종로 359(숭인동)","동묘앞역 인근","서울특별시 종로구 종로 359(숭인동)","0.42","Y","동묘앞역"
"한국미인테라피","서울","서울","종로구","청운효자동","경복궁역","서울특별시 종로구 사직로 지하130(적선동)","경복궁역 인근","서울특별시 종로구 사직로 지하130(적선동)","1.11","Y","경복궁역"
"한국미인테라피","서울","서울","종로구","평창동","독바위역","서울특별시 은평구 불광로 지하129-1(불광동)","독바위역 인근","서울특별시 은평구 불광로 지하129-1(불광동)","3.06","Y","독바위역"
"한국미인테라피","서울","서울","종로구","혜화동","한성대입구역","서울특별시 성북구 삼선교로 지하1(삼선동1가)","한성대입구역 인근","서울특별시 성북구 삼선교로 지하1(삼선동1가)","0.35","Y","한성대입구역"
"한국미인테라피","서울","서울","중구","광희동","동대문역사문화공원역","서울특별시 중구 장충단로 지하230(광희동2가)","동대문역사문화공원역 인근","서울특별시 중구 장충단로 지하230(광희동2가)","0.08","Y","동대문역사문화공원역"
"한국미인테라피","서울","서울","중구","다산동","약수역","서울특별시 중구 다산로 지하115(신당동)","약수역 인근","서울특별시 중구 다산로 지하115(신당동)","0.21","Y","약수역"
"한국미인테라피","서울","서울","중구","동화동","청구역","서울특별시 중구 청구로 지하77(신당동)","청구역 인근","서울특별시 중구 청구로 지하77(신당동)","0.34","Y","청구역"
"한국미인테라피","서울","서울","중구","명동","명동역","서울특별시 중구 퇴계로 지하126(충무로2가)","명동역 인근","서울특별시 중구 퇴계로 지하126(충무로2가)","0.11","Y","명동역"
"한국미인테라피","서울","서울","중구","소공동","시청역","서울특별시 중구 세종대로 지하101(정동)","시청역 인근","서울특별시 중구 세종대로 지하101(정동)","0.27","Y","시청역"
"한국미인테라피","서울","서울","중구","신당동","신당역","서울특별시 중구 다산로 지하260(흥인동)","신당역 인근","서울특별시 중구 다산로 지하260(흥인동)","0.28","Y","신당역"
"한국미인테라피","서울","서울","중구","약수동","버티고개역","서울특별시 중구 다산로 지하38(신당동)","버티고개역 인근","서울특별시 중구 다산로 지하38(신당동)","0.33","Y","버티고개역"
"한국미인테라피","서울","서울","중구","을지로동","을지로4가역","서울특별시 중구 을지로 지하178(을지로4가)","을지로4가역 인근","서울특별시 중구 을지로 지하178(을지로4가)","0.07","Y","을지로4가역"
"한국미인테라피","서울","서울","중구","장충동","동대입구역","서울특별시 중구 동호로 지하256(장충동2가)","동대입구역 인근","서울특별시 중구 동호로 지하256(장충동2가)","0.42","Y","동대입구역"
"한국미인테라피","서울","서울","중구","중림동","충정로역","서울특별시 서대문구 서소문로 지하17(충정로3가)","충정로역 인근","서울특별시 서대문구 서소문로 지하17(충정로3가)","0.37","Y","충정로역"
"한국미인테라피","서울","서울","중구","청구동","약수역","서울특별시 중구 다산로 지하122(신당동)","약수역 인근","서울특별시 중구 다산로 지하122(신당동)","0.41","Y","약수역"
"한국미인테라피","서울","서울","중구","필동","충무로역","서울특별시 중구 퇴계로 지하214(필동2가)","충무로역 인근","서울특별시 중구 퇴계로 지하214(필동2가)","0.53","Y","충무로역"
"한국미인테라피","서울","서울","중구","황학동","신당역","서울특별시 중구 퇴계로 지하431-1(신당동)","신당역 인근","서울특별시 중구 퇴계로 지하431-1(신당동)","0.29","Y","신당역"
"한국미인테라피","서울","서울","중구","회현동","회현역","서울특별시 중구 퇴계로 지하54(남창동)","회현역 인근","서울특별시 중구 퇴계로 지하54(남창동)","0.26","Y","회현역"
"한국미인테라피","서울","서울","중랑구","8동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","1.15","Y","신내역"
"한국미인테라피","서울","서울","중랑구","망우동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","1.33","Y","신내역"
"한국미인테라피","서울","서울","중랑구","망우본동","신내역","서울특별시 중랑구 용마산로136길 33 신내차량기지","신내역 인근","서울특별시 중랑구 용마산로136길 33 신내차량기지","1.16","Y","신내역"
"한국미인테라피","서울","서울","중랑구","면목동","사가정역","서울특별시 중랑구 사가정로 지하393(면목동)","사가정역 인근","서울특별시 중랑구 사가정로 지하393(면목동)","0.24","Y","사가정역"
"한국미인테라피","서울","서울","중랑구","면목본동","면목역","서울특별시 중랑구 면목로 지하407(면목동) ","면목역 인근","서울특별시 중랑구 면목로 지하407(면목동) ","0.17","Y","면목역"
"한국미인테라피","서울","서울","중랑구","묵동","먹골역","서울특별시 중랑구 동일로 지하901(묵동)","먹골역 인근","서울특별시 중랑구 동일로 지하901(묵동)","0.25","Y","먹골역"
"한국미인테라피","서울","서울","중랑구","상봉동","망우역","서울시 중랑구 망우로 55길 11-10","망우역 인근","서울시 중랑구 망우로 55길 11-10","0.10","Y","망우역"
"한국미인테라피","서울","서울","중랑구","신내동","봉화산역","서울특별시 중랑구 신내로 지하232(신내동)","봉화산역 인근","서울특별시 중랑구 신내로 지하232(신내동)","0.77","Y","봉화산역"
"한국미인테라피","서울","서울","중랑구","중화동","중화역","서울특별시 중랑구 동일로 지하797(중화동)","중화역 인근","서울특별시 중랑구 동일로 지하797(중화동)","0.23","Y","중화역"
"한국미인테라피","인천","인천","강화군","강화읍","","","강화읍 중심","인천 강화군 강화읍","16.54","N","양촌역"
"한국미인테라피","인천","인천","강화군","교동면","","","교동면 중심","인천 강화군 교동면","34.46","N","양촌역"
"한국미인테라피","인천","인천","강화군","길상면","","","길상면 중심","인천 강화군 길상면","10.34","N","양촌역"
"한국미인테라피","인천","인천","강화군","내가면","","","내가면 중심","인천 강화군 내가면","21.90","N","양촌역"
"한국미인테라피","인천","인천","강화군","불은면","","","불은면 중심","인천 강화군 불은면","11.48","N","양촌역"
"한국미인테라피","인천","인천","강화군","삼산면","","","삼산면 중심","인천 강화군 삼산면","28.35","N","양촌역"
"한국미인테라피","인천","인천","강화군","서도면","","","서도면 중심","인천 강화군 서도면","27.60","N","인천공항2터미널역"
"한국미인테라피","인천","인천","강화군","선원면","","","선원면 중심","인천 강화군 선원면","13.83","N","양촌역"
"한국미인테라피","인천","인천","강화군","송해면","","","송해면 중심","인천 강화군 송해면","20.06","N","양촌역"
"한국미인테라피","인천","인천","강화군","양도면","","","양도면 중심","인천 강화군 양도면","16.65","N","양촌역"
"한국미인테라피","인천","인천","강화군","양사면","","","양사면 중심","인천 강화군 양사면","25.64","N","양촌역"
"한국미인테라피","인천","인천","강화군","하점면","","","하점면 중심","인천 강화군 하점면","23.23","N","양촌역"
"한국미인테라피","인천","인천","강화군","화도면","","","화도면 중심","인천 강화군 화도면","14.87","N","영종역"
"한국미인테라피","인천","인천","검단구","검단동","검단사거리역","인천광역시 서구 검단로 473 (왕길동)","검단사거리역 인근","인천광역시 서구 검단로 473 (왕길동)","1.46","Y","검단사거리역"
"한국미인테라피","인천","인천","검단구","당하동","독정역","인천광역시 서구 서곶로 760 (백석동)","독정역 인근","인천광역시 서구 서곶로 760 (백석동)","0.40","Y","독정역"
"한국미인테라피","인천","인천","검단구","마전동","마전역","인천광역시 서구 완정로 68 (마전동)","마전역 인근","인천광역시 서구 완정로 68 (마전동)","0.09","Y","마전역"
"한국미인테라피","인천","인천","검단구","불로대곡동","검단호수공원역","인천광역시 서구 불로동 608-16","검단호수공원역 인근","인천광역시 서구 불로동 608-16","1.87","Y","검단호수공원역"
"한국미인테라피","인천","인천","검단구","아라동","아라역","인천광역시 서구 당하동 1238","아라역 인근","인천광역시 서구 당하동 1238","0.16","Y","아라역"
"한국미인테라피","인천","인천","검단구","오류왕길동","검단오류역","인천광역시 서구 검단로 187 (오류동)","검단오류역 인근","인천광역시 서구 검단로 187 (오류동)","2.17","Y","검단오류역"
"한국미인테라피","인천","인천","검단구","원당동","신검단중앙역","인천광역시 서구 원당로652","신검단중앙역 인근","인천광역시 서구 원당로652","1.21","Y","신검단중앙역"
"한국미인테라피","인천","인천","계양구","계산동","경인교대입구역","인천광역시 계양구 계양대로 162","경인교대입구역 인근","인천광역시 계양구 계양대로 162","0.60","Y","경인교대입구역"
"한국미인테라피","인천","인천","계양구","계양동","","","계양동 중심","인천 계양구 계양동","","N",""
"한국미인테라피","인천","인천","계양구","작전동","작전역","인천광역시 계양구 게양대로 73","작전역 인근","인천광역시 계양구 게양대로 73","0.29","Y","작전역"
"한국미인테라피","인천","인천","계양구","작전서운동","임학역","인천광역시 계양구 장제로 875","임학역 인근","인천광역시 계양구 장제로 875","1.74","Y","임학역"
"한국미인테라피","인천","인천","계양구","효성동","작전역","인천광역시 계양구 게양대로 73","작전역 인근","인천광역시 계양구 게양대로 73","1.42","Y","작전역"
"한국미인테라피","인천","인천","남동구","간석동","간석오거리역","인천광역시 남동구 경인로 674","간석오거리역 인근","인천광역시 남동구 경인로 674","0.25","Y","간석오거리역"
"한국미인테라피","인천","인천","남동구","구월동","예술회관역","인천광역시 남동구 예술로 172","예술회관역 인근","인천광역시 남동구 예술로 172","0.52","Y","예술회관역"
"한국미인테라피","인천","인천","남동구","남촌도림동","선학역","인천광역시 연수구 경원대로 480","선학역 인근","인천광역시 연수구 경원대로 480","2.01","Y","선학역"
"한국미인테라피","인천","인천","남동구","논현고잔동","호구포역","인천시 남동구 호구포로 205","호구포역 인근","인천시 남동구 호구포로 205","1.02","Y","호구포역"
"한국미인테라피","인천","인천","남동구","논현동","인천논현역","인천시 남동구 청능대로 567","인천논현역 인근","인천시 남동구 청능대로 567","0.43","Y","인천논현역"
"한국미인테라피","인천","인천","남동구","만수동","만수역","인천광역시 남동구 구월로 지하 367 (만수동)","만수역 인근","인천광역시 남동구 구월로 지하 367 (만수동)","0.43","Y","만수역"
"한국미인테라피","인천","인천","남동구","서창동","운연역","인천광역시 남동구 매소홀로 1229 (운연동)","운연역 인근","인천광역시 남동구 매소홀로 1229 (운연동)","1.24","Y","운연역"
"한국미인테라피","인천","인천","남동구","장수서창동","인천대공원역","인천광역시 남동구 수인로 3677 (장수동)","인천대공원역 인근","인천광역시 남동구 수인로 3677 (장수동)","0.54","Y","인천대공원역"
"한국미인테라피","인천","인천","미추홀구","3동","도화역","인천시 남구 숙골로 24번길 9","도화역 인근","인천시 남구 숙골로 24번길 9","0.77","Y","도화역"
"한국미인테라피","인천","인천","미추홀구","4동","인하대역","인천시 남구 용현동 294-3","인하대역 인근","인천시 남구 용현동 294-3","0.98","Y","인하대역"
"한국미인테라피","인천","인천","미추홀구","관교동","인천터미널역","인천광역시 미추홀구 예술로 85","인천터미널역 인근","인천광역시 미추홀구 예술로 85","0.80","Y","인천터미널역"
"한국미인테라피","인천","인천","미추홀구","도화동","제물포역","인천시 남구 경인로 129","제물포역 인근","인천시 남구 경인로 129","0.65","Y","제물포역"
"한국미인테라피","인천","인천","미추홀구","문학동","문학경기장역","인천광역시 연수구 예술로 2","문학경기장역 인근","인천광역시 연수구 예술로 2","1.40","Y","문학경기장역"
"한국미인테라피","인천","인천","미추홀구","숭의동","제물포역","인천시 남구 경인로 129","제물포역 인근","인천시 남구 경인로 129","0.68","Y","제물포역"
"한국미인테라피","인천","인천","미추홀구","용현동","인하대역","인천시 남구 용현동 294-3","인하대역 인근","인천시 남구 용현동 294-3","0.30","Y","인하대역"
"한국미인테라피","인천","인천","미추홀구","주안동","시민공원역","인천광역시 미추홀구 경인로 371 (주안동)","시민공원역 인근","인천광역시 미추홀구 경인로 371 (주안동)","0.12","Y","시민공원역"
"한국미인테라피","인천","인천","미추홀구","학익동","인하대역","인천시 남구 용현동 294-3","인하대역 인근","인천시 남구 용현동 294-3","1.08","Y","인하대역"
"한국미인테라피","인천","인천","부평구","갈산동","갈산역","인천광역시 부평구 부평대로 286","갈산역 인근","인천광역시 부평구 부평대로 286","0.50","Y","갈산역"
"한국미인테라피","인천","인천","부평구","부개동","부개역","인천시 부평구 수변로 22","부개역 인근","인천시 부평구 수변로 22","0.63","Y","부개역"
"한국미인테라피","인천","인천","부평구","부평동","부평역","인천광역시 부평구 광장로 15","부평역 인근","인천광역시 부평구 광장로 15","0.04","Y","부평역"
"한국미인테라피","인천","인천","부평구","산곡동","산곡역","인천광역시 부평구 길주로 지하 379 (산곡동)","산곡역 인근","인천광역시 부평구 길주로 지하 379 (산곡동)","1.05","Y","산곡역"
"한국미인테라피","인천","인천","부평구","삼산동","삼산체육관역","인천광역시 부평구 길주로 지하 713 (삼산동)","삼산체육관역 인근","인천광역시 부평구 길주로 지하 713 (삼산동)","0.97","Y","삼산체육관역"
"한국미인테라피","인천","인천","부평구","십정동","동암역","인천시 부평구 동암광장로 10","동암역 인근","인천시 부평구 동암광장로 10","0.81","Y","동암역"
"한국미인테라피","인천","인천","부평구","일신동","송내역","경기도 부천시 소사구 송내대로 43","송내역 인근","경기도 부천시 소사구 송내대로 43","0.88","Y","송내역"
"한국미인테라피","인천","인천","부평구","청천동","갈산역","인천광역시 부평구 부평대로 286","갈산역 인근","인천광역시 부평구 부평대로 286","1.20","Y","갈산역"
"한국미인테라피","인천","인천","서해구","가정동","가정역","인천광역시 서구 봉오대로 234 (가정동)","가정역 인근","인천광역시 서구 봉오대로 234 (가정동)","0.23","Y","가정역"
"한국미인테라피","인천","인천","서해구","가좌동","인천가좌역","인천광역시 서구 가석로 67 (가좌동)","인천가좌역 인근","인천광역시 서구 가석로 67 (가좌동)","0.22","Y","인천가좌역"
"한국미인테라피","인천","인천","서해구","검암경서동","검바위역","인천광역시 서구 서곶로 492 (검암동)","검바위역 인근","인천광역시 서구 서곶로 492 (검암동)","1.90","Y","검바위역"
"한국미인테라피","인천","인천","서해구","석남동","석남역","인천광역시 서구 길주로 지하 120 (석남동)","석남역 인근","인천광역시 서구 길주로 지하 120 (석남동)","0.50","Y","석남역"
"한국미인테라피","인천","인천","서해구","신현원창동","청라국제도시역","인천광역시 서구 에코로 163","청라국제도시역 인근","인천광역시 서구 에코로 163","3.75","Y","청라국제도시역"
"한국미인테라피","인천","인천","서해구","연희동","아시아드경기장역","인천광역시 서구 서곶로 382 (연희동)","아시아드경기장역 인근","인천광역시 서구 서곶로 382 (연희동)","0.58","Y","아시아드경기장역"
"한국미인테라피","인천","인천","서해구","청라동","청라국제도시역","인천광역시 서구 에코로 163","청라국제도시역 인근","인천광역시 서구 에코로 163","2.65","Y","청라국제도시역"
"한국미인테라피","인천","인천","연수구","동춘동","동막역","인천광역시 연수구 경원대로 80","동막역 인근","인천광역시 연수구 경원대로 80","1.04","Y","동막역"
"한국미인테라피","인천","인천","연수구","선학동","선학역","인천광역시 연수구 경원대로 480","선학역 인근","인천광역시 연수구 경원대로 480","0.25","Y","선학역"
"한국미인테라피","인천","인천","연수구","송도동","인천대입구역","인천광역시 연수구 인천타워대로 155","인천대입구역 인근","인천광역시 연수구 인천타워대로 155","0.58","Y","인천대입구역"
"한국미인테라피","인천","인천","연수구","연수동","연수역","인천시 연수구 벚꽃로 115","연수역 인근","인천시 연수구 벚꽃로 115","0.64","Y","연수역"
"한국미인테라피","인천","인천","연수구","옥련동","송도역","인천시 연수구 비류대로 175(옥련동)","송도역 인근","인천시 연수구 비류대로 175(옥련동)","0.85","Y","송도역"
"한국미인테라피","인천","인천","연수구","청학동","송도역","인천시 연수구 비류대로 175(옥련동)","송도역 인근","인천시 연수구 비류대로 175(옥련동)","1.13","Y","송도역"
"한국미인테라피","인천","인천","영종구","영종동","영종역","인천광역시 중구 백운로414번길 75","영종역 인근","인천광역시 중구 백운로414번길 75","1.56","Y","영종역"
"한국미인테라피","인천","인천","영종구","용유동","용유역","인천시 중구 용유로 44","용유역 인근","인천시 중구 용유로 44","1.92","Y","용유역"
"한국미인테라피","인천","인천","영종구","운서동","운서역","인천광역시 중구 흰바위로59번길 26","운서역 인근","인천광역시 중구 흰바위로59번길 26","1.14","Y","운서역"
"한국미인테라피","인천","인천","옹진군","대청면","","","대청면 중심","인천 옹진군 대청면","157.59","N","인천공항2터미널역"
"한국미인테라피","인천","인천","옹진군","덕적면","","","덕적면 중심","인천 옹진군 덕적면","34.68","N","용유역"
"한국미인테라피","인천","인천","옹진군","백령면","","","백령면 중심","인천 옹진군 백령면","163.23","N","인천공항2터미널역"
"한국미인테라피","인천","인천","옹진군","북도면","인천공항2터미널역","인천광역시 중구 공항로 272","인천공항2터미널역 인근","인천광역시 중구 공항로 272","7.34","Y","인천공항2터미널역"
"한국미인테라피","인천","인천","옹진군","연평면","","","연평면 중심","인천 옹진군 연평면","68.80","N","인천공항2터미널역"
"한국미인테라피","인천","인천","옹진군","영흥면","","","영흥면 중심","인천 옹진군 영흥면","19.41","N","용유역"
"한국미인테라피","인천","인천","옹진군","자월면","","","자월면 중심","인천 옹진군 자월면","21.90","N","용유역"
"한국미인테라피","인천","인천","제물포구","2동","신포역","인천시 중구 우현로 지하 3","신포역 인근","인천시 중구 우현로 지하 3","2.44","Y","신포역"
