"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","위치표시","주소표시","역거리km","역사용여부","계산상가까운역"
"한국미인테라피","경기","경기","시흥시","군자동","능길역","경기도 안산시 단원구 황고개로 2","능길역 인근","경기도 안산시 단원구 황고개로 2","2.25","Y","능길역"
"한국미인테라피","경기","경기","시흥시","능곡동","시흥능곡역","경기도 시흥시 시흥대로 지하 327","시흥능곡역 인근","경기도 시흥시 시흥대로 지하 327","0.54","Y","시흥능곡역"
"한국미인테라피","경기","경기","시흥시","대야동","시흥대야역","경기도 부천시 소사로 지하 120","시흥대야역 인근","경기도 부천시 소사로 지하 120","0.89","Y","시흥대야역"
"한국미인테라피","경기","경기","시흥시","매화동","신현역","경기도 시승시 신현로 12번길 지하 2-10","신현역 인근","경기도 시승시 신현로 12번길 지하 2-10","3.05","Y","신현역"
"한국미인테라피","경기","경기","시흥시","목감동","시흥능곡역","경기도 시흥시 시흥대로 지하 327","시흥능곡역 인근","경기도 시흥시 시흥대로 지하 327","4.03","Y","시흥능곡역"
"한국미인테라피","경기","경기","시흥시","배곧동","오이도역","경기도 시흥시 역전로 430","오이도역 인근","경기도 시흥시 역전로 430","1.60","Y","오이도역"
"한국미인테라피","경기","경기","시흥시","신천동","신천역","경기도 시흥시 서해안로 지하 1670","신천역 인근","경기도 시흥시 서해안로 지하 1670","0.71","Y","신천역"
"한국미인테라피","경기","경기","시흥시","신현동","신현역","경기도 시승시 신현로 12번길 지하 2-10","신현역 인근","경기도 시승시 신현로 12번길 지하 2-10","1.33","Y","신현역"
"한국미인테라피","경기","경기","시흥시","연성동","시흥시청역","경기도 시흥시 시흥대로 지하 467","시흥시청역 인근","경기도 시흥시 시흥대로 지하 467","0.75","Y","시흥시청역"
"한국미인테라피","경기","경기","시흥시","월곶동","달월역","경기도 시흥시 서해안로 736번길 55(월곶동)","달월역 인근","경기도 시흥시 서해안로 736번길 55(월곶동)","1.05","Y","달월역"
"한국미인테라피","경기","경기","시흥시","은행동","신천역","경기도 시흥시 서해안로 지하 1670","신천역 인근","경기도 시흥시 서해안로 지하 1670","2.08","Y","신천역"
"한국미인테라피","경기","경기","시흥시","장곡동","시흥시청역","경기도 시흥시 시흥대로 지하 467","시흥시청역 인근","경기도 시흥시 시흥대로 지하 467","2.10","Y","시흥시청역"
"한국미인테라피","경기","경기","시흥시","정왕동","정왕역","경기도 시흥시 마유로 418길 15","정왕역 인근","경기도 시흥시 마유로 418길 15","1.37","Y","정왕역"
"한국미인테라피","경기","경기","시흥시","정왕본동","정왕역","경기도 시흥시 마유로 418길 15","정왕역 인근","경기도 시흥시 마유로 418길 15","0.91","Y","정왕역"
"한국미인테라피","경기","경기","안산시-단원구","고잔동","중앙역","경기도 안산시 단원구 중앙대로 918","중앙역 인근","경기도 안산시 단원구 중앙대로 918","0.65","Y","중앙역"
"한국미인테라피","경기","경기","안산시-단원구","대부동","","","대부동 중심","경기 안산시 단원구 대부동","20.82","N","지식정보단지역"
"한국미인테라피","경기","경기","안산시-단원구","백운동","안산역","경기도 안산시 단원구 중앙대로 462","안산역 인근","경기도 안산시 단원구 중앙대로 462","0.75","Y","안산역"
"한국미인테라피","경기","경기","안산시-단원구","선부동","선부역","경기도 안산시 단원구 선부광장로 34","선부역 인근","경기도 안산시 단원구 선부광장로 34","0.53","Y","선부역"
"한국미인테라피","경기","경기","안산시-단원구","신길동","능길역","경기도 안산시 단원구 황고개로 2","능길역 인근","경기도 안산시 단원구 황고개로 2","0.72","Y","능길역"
"한국미인테라피","경기","경기","안산시-단원구","와동","선부역","경기도 안산시 단원구 선부광장로 34","선부역 인근","경기도 안산시 단원구 선부광장로 34","1.55","Y","선부역"
"한국미인테라피","경기","경기","안산시-단원구","원곡동","안산역","경기도 안산시 단원구 중앙대로 462","안산역 인근","경기도 안산시 단원구 중앙대로 462","0.74","Y","안산역"
"한국미인테라피","경기","경기","안산시-단원구","중앙동","중앙역","경기도 안산시 단원구 중앙대로 918","중앙역 인근","경기도 안산시 단원구 중앙대로 918","0.86","Y","중앙역"
"한국미인테라피","경기","경기","안산시-단원구","초지동","초지역","경기도 안산시 단원구 중앙대로 620","초지역 인근","경기도 안산시 단원구 중앙대로 620","0.80","Y","초지역"
"한국미인테라피","경기","경기","안산시-단원구","호수동","중앙역","경기도 안산시 단원구 중앙대로 918","중앙역 인근","경기도 안산시 단원구 중앙대로 918","0.97","Y","중앙역"
"한국미인테라피","경기","경기","안산시-상록구","반월동","반월역","경기도 안산시 상록구 건건로 119-10","반월역 인근","경기도 안산시 상록구 건건로 119-10","0.70","Y","반월역"
"한국미인테라피","경기","경기","안산시-상록구","본오동","사리역","경기도 안산시 상록구 충장로 103(사동)","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","0.89","Y","사리역"
"한국미인테라피","경기","경기","안산시-상록구","부곡동","한대앞역","경기도 안산시 상록구 충장로 337","한대앞역 인근","경기도 안산시 상록구 충장로 337","2.36","Y","한대앞역"
"한국미인테라피","경기","경기","안산시-상록구","사동","사리역","경기도 안산시 상록구 충장로 103(사동)","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","1.25","Y","사리역"
"한국미인테라피","경기","경기","안산시-상록구","사이동","사리역","경기도 안산시 상록구 충장로 103(사동)","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","0.48","Y","사리역"
"한국미인테라피","경기","경기","안산시-상록구","성포동","중앙역","경기도 안산시 단원구 중앙대로 918","중앙역 인근","경기도 안산시 단원구 중앙대로 918","1.16","Y","중앙역"
"한국미인테라피","경기","경기","안산시-상록구","안산동","수리산역","경기도 군포시 번영로 385","수리산역 인근","경기도 군포시 번영로 385","4.79","Y","수리산역"
"한국미인테라피","경기","경기","안산시-상록구","월피동","중앙역","경기도 안산시 단원구 중앙대로 918","중앙역 인근","경기도 안산시 단원구 중앙대로 918","2.16","Y","중앙역"
"한국미인테라피","경기","경기","안산시-상록구","이동","한대앞역","경기도 안산시 상록구 충장로 337","한대앞역 인근","경기도 안산시 상록구 충장로 337","0.11","Y","한대앞역"
"한국미인테라피","경기","경기","안산시-상록구","일동","상록수역","경기도 안산시 상록구 상록수로 61","상록수역 인근","경기도 안산시 상록구 상록수로 61","0.79","Y","상록수역"
"한국미인테라피","경기","경기","안산시-상록구","해양동","고잔역","경기도 안산시 단원구 중앙대로 784 ","고잔역 인근","경기도 안산시 단원구 중앙대로 784 ","2.48","Y","고잔역"
"한국미인테라피","경기","경기","안성시","고삼면","","","고삼면 중심","경기 안성시 고삼면","17.63","N","용인중앙시장역"
"한국미인테라피","경기","경기","안성시","공도읍","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","7.70","Y","평택역"
"한국미인테라피","경기","경기","안성시","금광면","","","금광면 중심","경기 안성시 금광면","19.69","N","성환역"
"한국미인테라피","경기","경기","안성시","대덕면","","","대덕면 중심","경기 안성시 대덕면","14.56","N","평택역"
"한국미인테라피","경기","경기","안성시","미양면","","","미양면 중심","경기 안성시 미양면","10.44","N","성환역"
"한국미인테라피","경기","경기","안성시","보개면","","","보개면 중심","경기 안성시 보개면","20.80","N","평택역"
"한국미인테라피","경기","경기","안성시","삼죽면","","","삼죽면 중심","경기 안성시 삼죽면","22.80","N","이천역"
"한국미인테라피","경기","경기","안성시","서운면","","","서운면 중심","경기 안성시 서운면","11.79","N","성환역"
"한국미인테라피","경기","경기","안성시","안성동","","","안성동 중심","경기 안성시 안성동","","N",""
"한국미인테라피","경기","경기","안성시","양성면","","","양성면 중심","경기 안성시 양성면","14.11","N","평택지제역"
"한국미인테라피","경기","경기","안성시","원곡면","평택지제역","경기도 평택시 경기대로 777","평택지제역 인근","경기도 평택시 경기대로 777","6.91","Y","평택지제역"
"한국미인테라피","경기","경기","안성시","일죽면","","","일죽면 중심","경기 안성시 일죽면","18.87","N","부발역"
"한국미인테라피","경기","경기","안성시","죽산면","","","죽산면 중심","경기 안성시 죽산면","21.95","N","이천역"
"한국미인테라피","경기","경기","안양시-동안구","갈산동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","2.03","Y","평촌역"
"한국미인테라피","경기","경기","안양시-동안구","관양동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","1.11","Y","평촌역"
"한국미인테라피","경기","경기","안양시-동안구","귀인동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","1.10","Y","평촌역"
"한국미인테라피","경기","경기","안양시-동안구","달안동","범계역","경기도 안양시 동안구 동안로 지하 130","범계역 인근","경기도 안양시 동안구 동안로 지하 130","0.70","Y","범계역"
"한국미인테라피","경기","경기","안양시-동안구","범계동","범계역","경기도 안양시 동안구 동안로 지하 130","범계역 인근","경기도 안양시 동안구 동안로 지하 130","0.16","Y","범계역"
"한국미인테라피","경기","경기","안양시-동안구","부림동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","0.63","Y","평촌역"
"한국미인테라피","경기","경기","안양시-동안구","부흥동","범계역","경기도 안양시 동안구 동안로 지하 130","범계역 인근","경기도 안양시 동안구 동안로 지하 130","0.54","Y","범계역"
"한국미인테라피","경기","경기","안양시-동안구","비산동","범계역","경기도 안양시 동안구 동안로 지하 130","범계역 인근","경기도 안양시 동안구 동안로 지하 130","1.45","Y","범계역"
"한국미인테라피","경기","경기","안양시-동안구","신촌동","범계역","경기도 안양시 동안구 동안로 지하 130","범계역 인근","경기도 안양시 동안구 동안로 지하 130","1.02","Y","범계역"
"한국미인테라피","경기","경기","안양시-동안구","인덕원동","","","인덕원동 중심","경기 안양시 동안구 인덕원동","","N",""
"한국미인테라피","경기","경기","안양시-동안구","평안동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","0.44","Y","평촌역"
"한국미인테라피","경기","경기","안양시-동안구","평촌동","인덕원역","경기도 안양시 동안구 흥안대로 529","인덕원역 인근","경기도 안양시 동안구 흥안대로 529","0.80","Y","인덕원역"
"한국미인테라피","경기","경기","안양시-동안구","호계동","금정역","경기도 군포시 군포로 750","금정역 인근","경기도 군포시 군포로 750","1.16","Y","금정역"
"한국미인테라피","경기","경기","안양시-만안구","명학동","","","명학동 중심","경기 안양시 만안구 명학동","","N",""
"한국미인테라피","경기","경기","안양시-만안구","박달동","광명역","경기도 광명시 광명역로 21","광명역 인근","경기도 광명시 광명역로 21","1.82","Y","광명역"
"한국미인테라피","경기","경기","안양시-만안구","병목안동","","","병목안동 중심","경기 안양시 만안구 병목안동","","N",""
"한국미인테라피","경기","경기","안양시-만안구","석수동","관악역","경기도 안양시 만안구 경수대로 1273번길 46","관악역 인근","경기도 안양시 만안구 경수대로 1273번길 46","0.22","Y","관악역"
"한국미인테라피","경기","경기","안양시-만안구","안양동","안양역","경기도 안양시 만안구 만안로 232","안양역 인근","경기도 안양시 만안구 만안로 232","0.47","Y","안양역"
"한국미인테라피","경기","경기","안양시-만안구","충훈동","","","충훈동 중심","경기 안양시 만안구 충훈동","","N",""
"한국미인테라피","경기","경기","안양시-만안구","호현동","","","호현동 중심","경기 안양시 만안구 호현동","","N",""
"한국미인테라피","경기","경기","양주시","광적면","덕계역","경기도 양주시 고덕로 139번길 317","덕계역 인근","경기도 양주시 고덕로 139번길 317","6.43","Y","덕계역"
"한국미인테라피","경기","경기","양주시","남면","지행역","경기도 동두천시 평화로 2285(지행동)","지행역 인근","경기도 동두천시 평화로 2285(지행동)","6.97","Y","지행역"
"한국미인테라피","경기","경기","양주시","백석읍","양주역","경기도 양주시 평화로 919(남방동 94-1)","양주역 인근","경기도 양주시 평화로 919(남방동 94-1)","5.68","Y","양주역"
"한국미인테라피","경기","경기","양주시","양주동","","","양주동 중심","경기 양주시 양주동","","N",""
"한국미인테라피","경기","경기","양주시","옥정동","덕계역","경기도 양주시 고덕로 139번길 317","덕계역 인근","경기도 양주시 고덕로 139번길 317","2.67","Y","덕계역"
"한국미인테라피","경기","경기","양주시","은현면","지행역","경기도 동두천시 평화로 2285(지행동)","지행역 인근","경기도 동두천시 평화로 2285(지행동)","3.35","Y","지행역"
"한국미인테라피","경기","경기","양주시","장흥면","","","장흥면 중심","경기 양주시 장흥면","8.11","N","지축역"
"한국미인테라피","경기","경기","양주시","회천동","","","회천동 중심","경기 양주시 회천동","","N",""
"한국미인테라피","경기","경기","양평군","강상면","양평역","경기도 양평군 양평읍 역전길 30","양평역 인근","경기도 양평군 양평읍 역전길 30","3.85","Y","양평역"
"한국미인테라피","경기","경기","양평군","강하면","국수역","경기도 양평군 양서면 국수역길 45","국수역 인근","경기도 양평군 양서면 국수역길 45","5.21","Y","국수역"
"한국미인테라피","경기","경기","양평군","개군면","원덕역","경기도 양평군 양평읍 원덕흑천길 138","원덕역 인근","경기도 양평군 양평읍 원덕흑천길 138","2.96","Y","원덕역"
"한국미인테라피","경기","경기","양평군","단월면","","","단월면 중심","경기 양평군 단월면","12.31","N","용문역"
"한국미인테라피","경기","경기","양평군","서종면","","","서종면 중심","경기 양평군 서종면","8.87","N","대성리역"
"한국미인테라피","경기","경기","양평군","양동면","","","양동면 중심","경기 양평군 양동면","10.23","N","지평역"
"한국미인테라피","경기","경기","양평군","양서면","양수역","경기도 양평군 양서면 목왕로 55-10","양수역 인근","경기도 양평군 양서면 목왕로 55-10","0.59","Y","양수역"
"한국미인테라피","경기","경기","양평군","양평읍","양평역","경기도 양평군 양평읍 역전길 30","양평역 인근","경기도 양평군 양평읍 역전길 30","0.67","Y","양평역"
"한국미인테라피","경기","경기","양평군","옥천면","아신역","경기도 양평군 옥천면 아신역길 1길 23-3","아신역 인근","경기도 양평군 옥천면 아신역길 1길 23-3","1.22","Y","아신역"
"한국미인테라피","경기","경기","양평군","용문면","용문역","경기도 양평군 용문면 다문리 748-2","용문역 인근","경기도 양평군 용문면 다문리 748-2","2.26","Y","용문역"
"한국미인테라피","경기","경기","양평군","지평면","지평역","경기도 양평군 지평면 지평역길 32","지평역 인근","경기도 양평군 지평면 지평역길 32","3.41","Y","지평역"
"한국미인테라피","경기","경기","양평군","청운면","","","청운면 중심","경기 양평군 청운면","13.09","N","지평역"
"한국미인테라피","경기","경기","여주시","가남읍","","","가남읍 중심","경기 여주시 가남읍","9.00","N","세종대왕릉역"
"한국미인테라피","경기","경기","여주시","강천면","여주역","경기도 여주시 교동로 80(교동 403-1)","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","7.83","Y","여주역"
"한국미인테라피","경기","경기","여주시","금사면","","","금사면 중심","경기 여주시 금사면","8.70","N","원덕역"
"한국미인테라피","경기","경기","여주시","대신면","","","대신면 중심","경기 여주시 대신면","10.22","N","세종대왕릉역"
"한국미인테라피","경기","경기","여주시","북내면","","","북내면 중심","경기 여주시 북내면","8.49","N","여주역"
"한국미인테라피","경기","경기","여주시","산북면","","","산북면 중심","경기 여주시 산북면","10.27","N","양평역"
"한국미인테라피","경기","경기","여주시","세종대왕면","세종대왕릉역","경기도 여주시 능서면 양화로 877","세종대왕릉역 인근","경기도 여주시 능서면 양화로 877","0.39","Y","세종대왕릉역"
"한국미인테라피","경기","경기","여주시","여흥동","여주역","경기도 여주시 교동로 80(교동 403-1)","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","1.69","Y","여주역"
"한국미인테라피","경기","경기","여주시","오학동","여주역","경기도 여주시 교동로 80(교동 403-1)","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","3.46","Y","여주역"
"한국미인테라피","경기","경기","여주시","점동면","","","점동면 중심","경기 여주시 점동면","11.21","N","여주역"
"한국미인테라피","경기","경기","여주시","중앙동","여주역","경기도 여주시 교동로 80(교동 403-1)","여주역 인근","경기도 여주시 교동로 80(교동 403-1)","1.76","Y","여주역"
"한국미인테라피","경기","경기","여주시","흥천면","세종대왕릉역","경기도 여주시 능서면 양화로 877","세종대왕릉역 인근","경기도 여주시 능서면 양화로 877","6.84","Y","세종대왕릉역"
"한국미인테라피","경기","경기","연천군","군남면","연천역","경기도 연천군 연천읍 연천로 273-7(차탄리)","연천역 인근","경기도 연천군 연천읍 연천로 273-7(차탄리)","4.50","Y","연천역"
"한국미인테라피","경기","경기","연천군","미산면","","","미산면 중심","경기 연천군 미산면","8.29","N","전곡역"
"한국미인테라피","경기","경기","연천군","백학면","","","백학면 중심","경기 연천군 백학면","15.17","N","전곡역"
"한국미인테라피","경기","경기","연천군","신서면","","","신서면 중심","경기 연천군 신서면","10.86","N","연천역"
"한국미인테라피","경기","경기","연천군","연천읍","연천역","경기도 연천군 연천읍 연천로 273-7(차탄리)","연천역 인근","경기도 연천군 연천읍 연천로 273-7(차탄리)","0.42","Y","연천역"
"한국미인테라피","경기","경기","연천군","왕징면","","","왕징면 중심","경기 연천군 왕징면","12.25","N","연천역"
"한국미인테라피","경기","경기","연천군","장남면","","","장남면 중심","경기 연천군 장남면","14.08","N","운천역"
"한국미인테라피","경기","경기","연천군","전곡읍","청산역","경기도 연천군 청산면 초성리 170-1","청산역 인근","경기도 연천군 청산면 초성리 170-1","3.21","Y","청산역"
"한국미인테라피","경기","경기","연천군","중면","","","중면 중심","경기 연천군 중면","8.14","N","연천역"
"한국미인테라피","경기","경기","연천군","청산면","전곡역","경기도 연천군 전곡읍 전곡역로 75(전곡리)","전곡역 인근","경기도 연천군 전곡읍 전곡역로 75(전곡리)","3.14","Y","전곡역"
"한국미인테라피","경기","경기","오산시","남촌동","오산역","경기도 오산시 오산동 역광장로 59","오산역 인근","경기도 오산시 오산동 역광장로 59","1.05","Y","오산역"
"한국미인테라피","경기","경기","오산시","대원동","오산역","경기도 오산시 오산동 역광장로 59","오산역 인근","경기도 오산시 오산동 역광장로 59","0.88","Y","오산역"
"한국미인테라피","경기","경기","오산시","세마동","세마역","경기도 오산시 세마역로 88","세마역 인근","경기도 오산시 세마역로 88","0.25","Y","세마역"
"한국미인테라피","경기","경기","오산시","신장동","오산대역","경기도 오산시 청학로 236","오산대역 인근","경기도 오산시 청학로 236","1.10","Y","오산대역"
"한국미인테라피","경기","경기","오산시","중앙동","오산역","경기도 오산시 오산동 역광장로 59","오산역 인근","경기도 오산시 오산동 역광장로 59","0.95","Y","오산역"
"한국미인테라피","경기","경기","오산시","초평동","오산역","경기도 오산시 오산동 역광장로 59","오산역 인근","경기도 오산시 오산동 역광장로 59","2.10","Y","오산역"
"한국미인테라피","경기","경기","용인시-기흥구","구갈동","기흥역","경기도 용인시 기흥구 중부대로 460","기흥역 인근","경기도 용인시 기흥구 중부대로 460","0.50","Y","기흥역"
"한국미인테라피","경기","경기","용인시-기흥구","구성동","구성역","경기도 용인시 기흥구 용구대로 2403","구성역 인근","경기도 용인시 기흥구 용구대로 2403","1.21","Y","구성역"
"한국미인테라피","경기","경기","용인시-기흥구","기흥동","상갈역","경기도 용인시 기흥구 금화로 지하 40","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","3.42","Y","상갈역"
"한국미인테라피","경기","경기","용인시-기흥구","동백동","어정역","경기도 용인시 기흥구 어정로 128","어정역 인근","경기도 용인시 기흥구 어정로 128","1.83","Y","어정역"
"한국미인테라피","경기","경기","용인시-기흥구","마북동","구성역","경기도 용인시 기흥구 용구대로 2403","구성역 인근","경기도 용인시 기흥구 용구대로 2403","1.02","Y","구성역"
"한국미인테라피","경기","경기","용인시-기흥구","보라동","상갈역","경기도 용인시 기흥구 금화로 지하 40","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","1.13","Y","상갈역"
"한국미인테라피","경기","경기","용인시-기흥구","보정동","보정역","경기도 용인시 기흥구 용구대로 2560  _x000D_","보정역 인근","경기도 용인시 기흥구 용구대로 2560  _x000D_","0.92","Y","보정역"
"한국미인테라피","경기","경기","용인시-기흥구","상갈동","상갈역","경기도 용인시 기흥구 금화로 지하 40","상갈역 인근","경기도 용인시 기흥구 금화로 지하 40","0.64","Y","상갈역"
"한국미인테라피","경기","경기","용인시-기흥구","상하동","지석역","경기도 용인시 기흥구 어정로 28","지석역 인근","경기도 용인시 기흥구 어정로 28","0.76","Y","지석역"
"한국미인테라피","경기","경기","용인시-기흥구","서농동","망포역","경기도 수원시 영통구 봉영로 지하 1520","망포역 인근","경기도 수원시 영통구 봉영로 지하 1520","1.30","Y","망포역"
"한국미인테라피","경기","경기","용인시-기흥구","신갈동","신갈역","경기도 용인시 기흥구 기흥로 136","신갈역 인근","경기도 용인시 기흥구 기흥로 136","1.16","Y","신갈역"
"한국미인테라피","경기","경기","용인시-기흥구","영덕동","청명역","경기도 수원시 영통구 봉영로 지하 1670","청명역 인근","경기도 수원시 영통구 봉영로 지하 1670","1.52","Y","청명역"
"한국미인테라피","경기","경기","용인시-수지구","동천동","동천역","경기도 용인시 수지구 신수로 지하760","동천역 인근","경기도 용인시 수지구 신수로 지하760","1.53","Y","동천역"
"한국미인테라피","경기","경기","용인시-수지구","상현동","상현역","경기도 용인시 수지구 광교중앙로 지하312","상현역 인근","경기도 용인시 수지구 광교중앙로 지하312","0.83","Y","상현역"
"한국미인테라피","경기","경기","용인시-수지구","성복동","성복역","경기도 용인시 수지구 수지로 지하134","성복역 인근","경기도 용인시 수지구 수지로 지하134","0.88","Y","성복역"
"한국미인테라피","경기","경기","용인시-수지구","신봉동","성복역","경기도 용인시 수지구 수지로 지하134","성복역 인근","경기도 용인시 수지구 수지로 지하134","0.77","Y","성복역"
"한국미인테라피","경기","경기","용인시-수지구","죽전동","죽전역","경기도 용인시 수지구 포은대로 530(죽전동 1014)","죽전역 인근","경기도 용인시 수지구 포은대로 530(죽전동 1014)","0.94","Y","죽전역"
"한국미인테라피","경기","경기","용인시-수지구","풍덕천동","수지구청역","경기도 용인시 수지구 풍덕천로 지하120 ","수지구청역 인근","경기도 용인시 수지구 풍덕천로 지하120 ","0.12","Y","수지구청역"
"한국미인테라피","경기","경기","용인시-처인구","남사읍","진위역","경기도 평택시 경기대로 1855","진위역 인근","경기도 평택시 경기대로 1855","7.84","Y","진위역"
"한국미인테라피","경기","경기","용인시-처인구","동부동","용인중앙시장역","경기도 용인시 처인구 금학로 409","용인중앙시장역 인근","경기도 용인시 처인구 금학로 409","1.06","Y","용인중앙시장역"
"한국미인테라피","경기","경기","용인시-처인구","모현읍","전대·에버랜드역","경기도 용인시 처인구 포곡읍 에버랜드로 143","전대·에버랜드역 인근","경기도 용인시 처인구 포곡읍 에버랜드로 143","4.93","Y","전대·에버랜드역"
"한국미인테라피","경기","경기","용인시-처인구","백암면","","","백암면 중심","경기 용인시 처인구 백암면","12.67","N","이천역"
"한국미인테라피","경기","경기","용인시-처인구","삼가동","삼가역","경기도 용인시 처인구 중부대로 1098","삼가역 인근","경기도 용인시 처인구 중부대로 1098","0.25","Y","삼가역"
"한국미인테라피","경기","경기","용인시-처인구","양지읍","고진역","경기도 용인시 처인구 경안천로 141","고진역 인근","경기도 용인시 처인구 경안천로 141","5.90","Y","고진역"
"한국미인테라피","경기","경기","용인시-처인구","역북동","명지대역","경기도 용인시 처인구 금학로 241","명지대역 인근","경기도 용인시 처인구 금학로 241","0.30","Y","명지대역"
"한국미인테라피","경기","경기","용인시-처인구","원삼면","","","원삼면 중심","경기 용인시 처인구 원삼면","12.18","N","용인중앙시장역"
"한국미인테라피","경기","경기","용인시-처인구","유림동","보평역","경기도 용인시 처인구 경안천로 313","보평역 인근","경기도 용인시 처인구 경안천로 313","0.55","Y","보평역"
"한국미인테라피","경기","경기","용인시-처인구","이동읍","","","이동읍 중심","경기 용인시 처인구 이동읍","10.70","N","김량장역"
"한국미인테라피","경기","경기","용인시-처인구","중앙동","","","중앙동 중심","경기 용인시 처인구 중앙동","","N",""
"한국미인테라피","경기","경기","용인시-처인구","포곡읍","전대·에버랜드역","경기도 용인시 처인구 포곡읍 에버랜드로 143","전대·에버랜드역 인근","경기도 용인시 처인구 포곡읍 에버랜드로 143","1.31","Y","전대·에버랜드역"
"한국미인테라피","경기","경기","의왕시","고천동","당정역","경기도 군포시 당정역로 91","당정역 인근","경기도 군포시 당정역로 91","3.44","Y","당정역"
"한국미인테라피","경기","경기","의왕시","내손동","평촌역","경기도 안양시 동안구 부림로 지하 123","평촌역 인근","경기도 안양시 동안구 부림로 지하 123","1.91","Y","평촌역"
"한국미인테라피","경기","경기","의왕시","부곡동","의왕역","경기도 의왕시 철도박물관로 66(삼동)","의왕역 인근","경기도 의왕시 철도박물관로 66(삼동)","0.84","Y","의왕역"
"한국미인테라피","경기","경기","의왕시","오전동","군포역","경기도 군포시 군포역1길 27","군포역 인근","경기도 군포시 군포역1길 27","3.12","Y","군포역"
"한국미인테라피","경기","경기","의왕시","청계동","인덕원역","경기도 안양시 동안구 흥안대로 529","인덕원역 인근","경기도 안양시 동안구 흥안대로 529","3.66","Y","인덕원역"
"한국미인테라피","경기","경기","의정부시","가능동","흥선역","경기도 의정부시 호국로 1197","흥선역 인근","경기도 의정부시 호국로 1197","0.83","Y","흥선역"
"한국미인테라피","경기","경기","의정부시","고산동","탑석역","경기도 의정부시 충의로 20","탑석역 인근","경기도 의정부시 충의로 20","1.38","Y","탑석역"
"한국미인테라피","경기","경기","의정부시","녹양동","녹양역","경기도 의정부시 평화로 757(녹양동 973)","녹양역 인근","경기도 의정부시 평화로 757(녹양동 973)","0.83","Y","녹양역"
"한국미인테라피","경기","경기","의정부시","송산동","탑석역","경기도 의정부시 충의로 20","탑석역 인근","경기도 의정부시 충의로 20","1.89","Y","탑석역"
"한국미인테라피","경기","경기","의정부시","신곡동","동오역","경기도 의정부시 장곡로 471","동오역 인근","경기도 의정부시 장곡로 471","0.90","Y","동오역"
"한국미인테라피","경기","경기","의정부시","의정부동","의정부역","경기도 의정부시 평화로 525","의정부역 인근","경기도 의정부시 평화로 525","0.09","Y","의정부역"
"한국미인테라피","경기","경기","의정부시","자금동","효자역","경기도 의정부시 부용로 159-40","효자역 인근","경기도 의정부시 부용로 159-40","0.97","Y","효자역"
"한국미인테라피","경기","경기","의정부시","장암동","장암역","경기도 의정부시 동일로 121(장암동)","장암역 인근","경기도 의정부시 동일로 121(장암동)","1.07","Y","장암역"
"한국미인테라피","경기","경기","의정부시","호원동","회룡역","경기도 의정부시 평화로 363","회룡역 인근","경기도 의정부시 평화로 363","0.99","Y","회룡역"
"한국미인테라피","경기","경기","의정부시","흥선동","의정부시청역","경기도 의정부시 의정로 69","의정부시청역 인근","경기도 의정부시 의정로 69","1.55","Y","의정부시청역"
"한국미인테라피","경기","경기","이천시","관고동","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","3.14","Y","이천역"
"한국미인테라피","경기","경기","이천시","대월면","부발역","경기도 이천시 부발읍 신아로 87","부발역 인근","경기도 이천시 부발읍 신아로 87","5.19","Y","부발역"
"한국미인테라피","경기","경기","이천시","마장면","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","7.15","Y","이천역"
"한국미인테라피","경기","경기","이천시","모가면","","","모가면 중심","경기 이천시 모가면","9.94","N","부발역"
"한국미인테라피","경기","경기","이천시","백사면","부발역","경기도 이천시 부발읍 신아로 87","부발역 인근","경기도 이천시 부발읍 신아로 87","7.13","Y","부발역"
"한국미인테라피","경기","경기","이천시","부발읍","부발역","경기도 이천시 부발읍 신아로 87","부발역 인근","경기도 이천시 부발읍 신아로 87","2.57","Y","부발역"
"한국미인테라피","경기","경기","이천시","설성면","","","설성면 중심","경기 이천시 설성면","13.72","N","부발역"
"한국미인테라피","경기","경기","이천시","신둔면","신둔도예촌역","경기도 이천시 신둔면 남정로 55","신둔도예촌역 인근","경기도 이천시 신둔면 남정로 55","0.58","Y","신둔도예촌역"
