"업체명","적용지역","광역지역","상위지역","하위지역","지역위도","지역경도","지오코딩상태","대표역","역노선","역운영기관","역도로명주소","역거리km","검토필요","검색결과주소"
"한국미인테라피","경기","경기","안산시-단원구","대부동","37.1987754","126.5772581","OK","지식정보단지역","인천지하철 1호선","인천교통공사","인천광역시 연수구 인천타워대로 57","20.82","15km초과","대부동, 단원구, 안산시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","백운동","37.3281411","126.7971017","OK","안산역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 462","0.75","","백운동 행정복지센터, 31, 원선로, 원곡동, 단원구, 안산시, 경기도, 15380, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","선부동","37.3393461","126.8100178","OK","선부역","서해선","한국철도공사","경기도 안산시 단원구 선부광장로 34","0.53","","선부동, 단원구, 안산시, 경기도, 15232, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","신길동","37.3335204","126.7737800","OK","능길역","수인선","한국철도공사","경기도 안산시 단원구 황고개로 2","0.72","","신길동, 단원구, 안산시, 경기도, 15400, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","와동","37.3403332","126.8259970","OK","선부역","서해선","한국철도공사","경기도 안산시 단원구 선부광장로 34","1.55","","와동, 단원구, 안산시, 경기도, 15254, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","원곡동","37.3304454","126.7959133","OK","안산역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 462","0.74","","원곡동, 단원구, 안산시, 경기도, 15379, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","중앙동","37.3237428","126.8376124","OK","중앙역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 918","0.86","","중앙동 행정복지센터, 76, 예술대학로, 고잔동, 단원구, 안산시, 경기도, 15339, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","초지동","37.3134845","126.8115434","OK","초지역","서해선","한국철도공사","경기도 안산시 단원구 중앙대로 620","0.80","","초지동, 단원구, 안산시, 경기도, 15440, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","호수동","37.3094921","126.8313312","OK","중앙역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 918","0.97","","호수동 우체국, 186, 광덕2로, 고잔동, 단원구, 안산시, 경기도, 15477, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","반월동","37.3060928","126.9022330","OK","반월역","안산과천선","한국철도공사","경기도 안산시 상록구 건건로 119-10","0.70","","반월동 행정복지센터, 51, 건건로, 건건동, 삼천리, 상록구, 안산시, 경기도, 15521, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","본오동","37.2928744","126.8668397","OK","사리역","수인선","한국철도공사","경기도 안산시 상록구 충장로 103(사동)","0.89","","본오동, 상록구, 안산시, 경기도, 15550, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","부곡동","37.3297885","126.8630566","OK","한대앞역","수인선","한국철도공사","경기도 안산시 상록구 충장로 337","2.36","","부곡동, 상록구, 안산시, 경기도, 15309, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","사동","37.2899559","126.8430878","OK","사리역","수인선","한국철도공사","경기도 안산시 상록구 충장로 103(사동)","1.25","","사동, 상록구, 안산시, 경기도, 15590, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","사이동","37.2897822","126.8518634","OK","사리역","수인선","한국철도공사","경기도 안산시 상록구 충장로 103(사동)","0.48","","사이동 행정복지센터, 52, 감골1로, 사동, 상록구, 안산시, 경기도, 15623, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","성포동","37.3216873","126.8495703","OK","중앙역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 918","1.16","","성포동, 상록구, 안산시, 경기도, 15294, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","안산동","37.3619063","126.8733391","OK","수리산역","안산과천선","한국철도공사","경기도 군포시 번영로 385","4.79","","안산동 행정복지센터, 315, 장하로, 장하동, 상록구, 안산시, 경기도, 15204, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","월피동","37.3339358","126.8482051","OK","중앙역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 918","2.16","","월피동, 상록구, 안산시, 경기도, 15282, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","이동","37.3102303","126.8546722","OK","한대앞역","수인선","한국철도공사","경기도 안산시 상록구 충장로 337","0.11","","이동, 상록구, 안산시, 경기도, 15508, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","일동","37.3097058","126.8688060","OK","상록수역","안산과천선","한국철도공사","경기도 안산시 상록구 상록수로 61","0.79","","일동, 상록구, 안산시, 경기도, 15326, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","해양동","37.2946758","126.8200206","OK","고잔역","수인선","한국철도공사","경기도 안산시 단원구 중앙대로 784 ","2.48","","해양동 행정복지센터, 8, 해양로, 상록구, 안산시, 경기도, 15595, 대한민국"
"한국미인테라피","경기","경기","안성시","고삼면","37.0871000","127.2705400","OK","용인중앙시장역","에버라인","경기도 용인경전철","경기도 용인시 처인구 금학로 409","17.63","15km초과","고삼면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","공도읍","36.9915000","127.1721400","OK","평택역","경부선","한국철도공사","경기도 평택시 평택로 51","7.70","","공도읍, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","금광면","36.9814400","127.3327700","OK","성환역","경부선","한국철도공사","충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128)","19.69","15km초과","금광면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","대덕면","37.0354700","127.2395800","OK","평택역","경부선","한국철도공사","경기도 평택시 평택로 51","14.56","8km초과","대덕면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","미양면","36.9714600","127.2216400","OK","성환역","경부선","한국철도공사","충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128)","10.44","8km초과","미양면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","보개면","37.0452500","127.3095700","OK","평택역","경부선","한국철도공사","경기도 평택시 평택로 51","20.80","15km초과","보개면, 안성시, 경기도, 17509, 대한민국"
"한국미인테라피","경기","경기","안성시","삼죽면","37.0679800","127.3676400","OK","이천역","경강선","한국철도공사","경기도 이천시 이섭대천로 1063","22.80","15km초과","삼죽면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","서운면","36.9428185","127.2553093","OK","성환역","경부선","한국철도공사","충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128)","11.79","8km초과","서운면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","안성동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","안성시","양성면","37.0715600","127.2148600","OK","평택지제역","경부선","한국철도공사","경기도 평택시 경기대로 777","14.11","8km초과","양성면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","원곡면","37.0498578","127.1376566","OK","평택지제역","경부선","한국철도공사","경기도 평택시 경기대로 777","6.91","","원곡면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","일죽면","37.0913900","127.4709100","OK","부발역","경강선","한국철도공사","경기도 이천시 부발읍 신아로 87","18.87","15km초과","일죽면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","죽산면","37.0677159","127.4183430","OK","이천역","경강선","한국철도공사","경기도 이천시 이섭대천로 1063","21.95","15km초과","죽산면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","갈산동","37.3761398","126.9661539","OK","평촌역","안산과천선","한국철도공사","경기도 안양시 동안구 부림로 지하 123","2.03","","갈산동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","관양동","37.4043622","126.9641500","OK","평촌역","안산과천선","한국철도공사","경기도 안양시 동안구 부림로 지하 123","1.11","","관양동, 관양1동, 평촌, 동안구, 안양시, 경기도, 13947, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","귀인동","37.3855259","126.9695096","OK","평촌역","안산과천선","한국철도공사","경기도 안양시 동안구 부림로 지하 123","1.10","","귀인동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","달안동","37.3960996","126.9501721","OK","범계역","안산과천선","한국철도공사","경기도 안양시 동안구 동안로 지하 130","0.70","","달안동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","범계동","37.3897612","126.9525181","OK","범계역","안산과천선","한국철도공사","경기도 안양시 동안구 동안로 지하 130","0.16","","범계동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","부림동","37.3987517","126.9594554","OK","평촌역","안산과천선","한국철도공사","경기도 안양시 동안구 부림로 지하 123","0.63","","부림동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","부흥동","37.3936710","126.9471645","OK","범계역","안산과천선","한국철도공사","경기도 안양시 동안구 동안로 지하 130","0.54","","부흥동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","비산동","37.4011874","126.9428157","OK","범계역","안산과천선","한국철도공사","경기도 안양시 동안구 동안로 지하 130","1.45","","비산동, 비산3동, 평촌, 동안구, 안양시, 경기도, 13926, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","신촌동","37.3817868","126.9563074","OK","범계역","안산과천선","한국철도공사","경기도 안양시 동안구 동안로 지하 130","1.02","","신촌동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","인덕원동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","안양시-동안구","평안동","37.3903987","126.9643258","OK","평촌역","안산과천선","한국철도공사","경기도 안양시 동안구 부림로 지하 123","0.44","","평안동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","평촌동","37.3946757","126.9771614","OK","인덕원역","안산과천선","한국철도공사","경기도 안양시 동안구 흥안대로 529","0.80","","평촌동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","호계동","37.3779842","126.9543224","OK","금정역","안산과천선","한국철도공사","경기도 군포시 군포로 750","1.16","","호계동, 호계2동, 평촌, 동안구, 안양시, 경기도, 14114, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","명학동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","안양시-만안구","박달동","37.4022354","126.8956585","OK","광명역","경부선","한국철도공사","경기도 광명시 광명역로 21","1.82","","박달동, 만안구, 안양시, 경기도, 14015, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","병목안동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","안양시-만안구","석수동","37.4201369","126.9061259","OK","관악역","경부선","한국철도공사","경기도 안양시 만안구 경수대로 1273번길 46","0.22","","석수동, 만안구, 안양시, 경기도, 13962, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","안양동","37.3976904","126.9225717","OK","안양역","경부선","한국철도공사","경기도 안양시 만안구 만안로 232","0.47","","안양동, 만안구, 안양시, 경기도, 13997, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","충훈동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","안양시-만안구","호현동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","양주시","광적면","37.8245077","126.9838784","OK","덕계역","경원선","한국철도공사","경기도 양주시 고덕로 139번길 317","6.43","","광적면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","남면","37.8979205","126.9765995","OK","지행역","경원선","한국철도공사","경기도 동두천시 평화로 2285(지행동)","6.97","","남면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","백석읍","37.7948404","126.9855291","OK","양주역","경원선","한국철도공사","경기도 양주시 평화로 919(남방동 94-1)","5.68","","백석읍, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","양주동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","양주시","옥정동","37.8207524","127.0869850","OK","덕계역","경원선","한국철도공사","경기도 양주시 고덕로 139번길 317","2.67","","옥정동, 옥정2동, 옥정신도시, 양주시, 경기도, 11471, 대한민국"
"한국미인테라피","경기","경기","양주시","은현면","37.8749598","127.0245042","OK","지행역","경원선","한국철도공사","경기도 동두천시 평화로 2285(지행동)","3.35","","은현면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","장흥면","37.7177729","126.9412400","OK","지축역","3호선","서울교통공사","경기도 고양시 덕양구 삼송로 300(지축동)","8.11","8km초과","장흥면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","회천동","","","OK","","","","","","역미배정",""
"한국미인테라피","경기","경기","양평군","강상면","37.4626300","127.4702700","OK","양평역","경의중앙선","한국철도공사","경기도 양평군 양평읍 역전길 30","3.85","","강상면, 양평군, 경기도, 12572, 대한민국"
"한국미인테라피","경기","경기","양평군","강하면","37.4696200","127.4056600","OK","국수역","경의중앙선","한국철도공사","경기도 양평군 양서면 국수역길 45","5.21","","강하면, 양평군, 경기도, 12574, 대한민국"
"한국미인테라피","경기","경기","양평군","개군면","37.4419737","127.5455780","OK","원덕역","경의중앙선","한국철도공사","경기도 양평군 양평읍 원덕흑천길 138","2.96","","개군면, 양평군, 경기도, 12568, 대한민국"
"한국미인테라피","경기","경기","양평군","단월면","37.5876528","127.6363952","OK","용문역","경의중앙선","한국철도공사","경기도 양평군 용문면 다문리 748-2","12.31","8km초과","단월면, 양평군, 경기도, 12528, 대한민국"
"한국미인테라피","경기","경기","양평군","서종면","37.6077900","127.4094200","OK","대성리역","경춘선","한국철도공사","경기도 가평군 청평면 경춘로 88(대성리 393)","8.87","8km초과","서종면, 양평군, 경기도, 12501, 대한민국"
"한국미인테라피","경기","경기","양평군","양동면","37.4466098","127.7392521","OK","지평역","경의중앙선","한국철도공사","경기도 양평군 지평면 지평역길 32","10.23","8km초과","양동면, 양평군, 경기도, 12539, 대한민국"
"한국미인테라피","경기","경기","양평군","양서면","37.5433928","127.3231712","OK","양수역","경의중앙선","한국철도공사","경기도 양평군 양서면 목왕로 55-10","0.59","","양서면, 양평군, 경기도, 12585, 대한민국"
"한국미인테라피","경기","경기","양평군","양평읍","37.4868673","127.4939730","OK","양평역","경의중앙선","한국철도공사","경기도 양평군 양평읍 역전길 30","0.67","","양평읍, 양평군, 경기도, 12562, 대한민국"
"한국미인테라피","경기","경기","양평군","옥천면","37.5179878","127.4560689","OK","아신역","경의중앙선","한국철도공사","경기도 양평군 옥천면 아신역길 1길 23-3","1.22","","옥천면, 양평군, 경기도, 12507, 대한민국"
"한국미인테라피","경기","경기","양평군","용문면","37.5022823","127.5915757","OK","용문역","경의중앙선","한국철도공사","경기도 양평군 용문면 다문리 748-2","2.26","","용문면, 양평군, 경기도, 12515, 대한민국"
"한국미인테라피","경기","경기","양평군","지평면","37.4476065","127.6425328","OK","지평역","경의중앙선","한국철도공사","경기도 양평군 지평면 지평역길 32","3.41","","지평면, 양평군, 경기도, 12541, 대한민국"
"한국미인테라피","경기","경기","양평군","청운면","37.5522302","127.7433406","OK","지평역","경의중앙선","한국철도공사","경기도 양평군 지평면 지평역길 32","13.09","8km초과","청운면, 양평군, 경기도, 12530, 대한민국"
"한국미인테라피","경기","경기","여주시","가남읍","37.2128600","127.5772400","OK","세종대왕릉역","경강선","한국철도공사","경기도 여주시 능서면 양화로 877","9.00","8km초과","가남읍, 여주시, 경기도, 12656, 대한민국"
"한국미인테라피","경기","경기","여주시","강천면","37.2754700","127.7166200","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","7.83","","강천면, 여주시, 경기도, 12616, 대한민국"
"한국미인테라피","경기","경기","여주시","금사면","37.3990700","127.5023300","OK","원덕역","경의중앙선","한국철도공사","경기도 양평군 양평읍 원덕흑천길 138","8.70","8km초과","금사면, 여주시, 경기도, 12601, 대한민국"
"한국미인테라피","경기","경기","여주시","대신면","37.3829300","127.5979900","OK","세종대왕릉역","경강선","한국철도공사","경기도 여주시 능서면 양화로 877","10.22","8km초과","대신면, 여주시, 경기도, 12608, 대한민국"
"한국미인테라피","경기","경기","여주시","북내면","37.3470100","127.6806200","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","8.49","8km초과","북내면, 여주시, 경기도, 12614, 대한민국"
"한국미인테라피","경기","경기","여주시","산북면","37.4069039","127.4486074","OK","양평역","경의중앙선","한국철도공사","경기도 양평군 양평읍 역전길 30","10.27","8km초과","산북면, 여주시, 경기도, 12603, 대한민국"
"한국미인테라피","경기","경기","여주시","세종대왕면","37.2907700","127.5734000","OK","세종대왕릉역","경강선","한국철도공사","경기도 여주시 능서면 양화로 877","0.39","","세종대왕면, 여주시, 경기도, 12641, 대한민국"
"한국미인테라피","경기","경기","여주시","여흥동","37.2950808","127.6398834","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","1.69","","여흥동 행정복지센터, 148, 여흥로, 상동, 여주시, 경기도, 12628, 대한민국"
"한국미인테라피","경기","경기","여주시","오학동","37.3109191","127.6455998","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","3.46","","오학동, 현암3리, 여주시, 경기도, 12637, 대한민국"
"한국미인테라피","경기","경기","여주시","점동면","37.1912700","127.6815200","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","11.21","8km초과","점동면, 여주시, 경기도, 12666, 대한민국"
"한국미인테라피","경기","경기","여주시","중앙동","37.2986860","127.6289512","OK","여주역","경강선","한국철도공사","경기도 여주시 교동로 80(교동 403-1)","1.76","","중앙동 행정복지센터, 26, 여흥로11번길, 하동, 여주시, 경기도, 12623, 대한민국"
"한국미인테라피","경기","경기","여주시","흥천면","37.3465800","127.5314200","OK","세종대왕릉역","경강선","한국철도공사","경기도 여주시 능서면 양화로 877","6.84","","흥천면, 여주시, 경기도, 12607, 대한민국"
"한국미인테라피","경기","경기","연천군","군남면","38.0727312","127.0362672","OK","연천역","경원선","한국철도공사","경기도 연천군 연천읍 연천로 273-7(차탄리)","4.50","","군남면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","미산면","38.0341500","126.9781600","OK","전곡역","경원선","한국철도공사","경기도 연천군 전곡읍 전곡역로 75(전곡리)","8.29","8km초과","미산면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","백학면","38.0246253","126.8987729","OK","전곡역","경원선","한국철도공사","경기도 연천군 전곡읍 전곡역로 75(전곡리)","15.17","15km초과","백학면, 연천군, 경기도, 11048, 대한민국"
"한국미인테라피","경기","경기","연천군","신서면","38.1955620","127.1022950","OK","연천역","경원선","한국철도공사","경기도 연천군 연천읍 연천로 273-7(차탄리)","10.86","8km초과","신서면, 연천군, 경기도, 11000, 대한민국"
"한국미인테라피","경기","경기","연천군","연천읍","38.1039198","127.0756497","OK","연천역","경원선","한국철도공사","경기도 연천군 연천읍 연천로 273-7(차탄리)","0.42","","연천읍, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","왕징면","38.0958056","126.9337624","OK","연천역","경원선","한국철도공사","경기도 연천군 연천읍 연천로 273-7(차탄리)","12.25","8km초과","왕징면, 연천군, 경기도, 11044, 대한민국"
"한국미인테라피","경기","경기","연천군","장남면","37.9910400","126.8469600","OK","운천역","경의중앙선","한국철도공사","경기도 파주시 문산읍 통일로2033번길3","14.08","8km초과","장남면, 연천군, 경기도, 11050, 대한민국"
"한국미인테라피","경기","경기","연천군","전곡읍","37.9950067","127.0374364","OK","청산역","경원선","한국철도공사","경기도 연천군 청산면 초성리 170-1","3.21","","전곡읍, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","중면","38.1588167","127.0174264","OK","연천역","경원선","한국철도공사","경기도 연천군 연천읍 연천로 273-7(차탄리)","8.14","8km초과","중면, 연천군, 경기도, 11004, 대한민국"
"한국미인테라피","경기","경기","연천군","청산면","38.0148200","127.1058100","OK","전곡역","경원선","한국철도공사","경기도 연천군 전곡읍 전곡역로 75(전곡리)","3.14","","청산면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","오산시","남촌동","37.1545903","127.0634894","OK","오산역","경부선","한국철도공사","경기도 오산시 오산동 역광장로 59","1.05","","남촌동 행정복지센터, 55-5, 청학로, 청학동, 오산시, 경기도, 18119, 대한민국"
"한국미인테라피","경기","경기","오산시","대원동","37.1386110","127.0717379","OK","오산역","경부선","한국철도공사","경기도 오산시 오산동 역광장로 59","0.88","","대원동 행정복지센터, 28, 오산로132번길, 갈곶동, 오산시, 경기도, 18143, 대한민국"
"한국미인테라피","경기","경기","오산시","세마동","37.1883126","127.0408128","OK","세마역","경부선","한국철도공사","경기도 오산시 세마역로 88","0.25","","세마동 행정복지센터, 419, 독산성로, 세교동, 오산시, 경기도, 18105, 대한민국"
"한국미인테라피","경기","경기","오산시","신장동","37.1766365","127.0545602","OK","오산대역","경부선","한국철도공사","경기도 오산시 청학로 236","1.10","","신장동 행정복지센터, 45, 수청로, 내삼미동, 오산시, 경기도, 18108, 대한민국"
"한국미인테라피","경기","경기","오산시","중앙동","37.1523481","127.0731353","OK","오산역","경부선","한국철도공사","경기도 오산시 오산동 역광장로 59","0.95","","중앙동 행정복지센터, 307, 경기대로, 은계동, 오산시, 경기도, 18135, 대한민국"
"한국미인테라피","경기","경기","오산시","초평동","37.1400664","127.0440104","OK","오산역","경부선","한국철도공사","경기도 오산시 오산동 역광장로 59","2.10","","초평동 행정복지센터, 77, 초평중앙로, 탑동, 오산시, 경기도, 18127, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","구갈동","37.2748500","127.1225900","OK","기흥역","에버라인","경기도 용인경전철","경기도 용인시 기흥구 중부대로 460","0.50","","구갈동, 기흥구, 용인시, 경기도, 17066, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","구성동","37.2967589","127.1190441","OK","구성역","분당선","한국철도공사","경기도 용인시 기흥구 용구대로 2403","1.21","","구성동 행정복지센터, 17, 구성로77번길, 마북동, 기흥구, 용인시, 경기도, 16917, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","기흥동","37.2314789","127.1155335","OK","상갈역","분당선","한국철도공사","경기도 용인시 기흥구 금화로 지하 40","3.42","","기흥동 행정복지센터, 12-14, 고매로43번길, 공세동, 기흥구, 용인시, 경기도, 17085, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","동백동","37.2857563","127.1594247","OK","어정역","에버라인","경기도 용인경전철","경기도 용인시 기흥구 어정로 128","1.83","","동백동, 기흥구, 용인시, 경기도, 17000, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","마북동","37.3003279","127.1170325","OK","구성역","분당선","한국철도공사","경기도 용인시 기흥구 용구대로 2403","1.02","","마북동, 기흥구, 용인시, 경기도, 16909, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","보라동","37.2527118","127.1143984","OK","상갈역","분당선","한국철도공사","경기도 용인시 기흥구 금화로 지하 40","1.13","","보라동, 기흥구, 용인시, 경기도, 17079, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","보정동","37.3185389","127.1156843","OK","보정역","분당선","한국철도공사","경기도 용인시 기흥구 용구대로 2560  _x000D_","0.92","","보정동, 기흥구, 용인시, 경기도, 16898, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","상갈동","37.2649800","127.1147000","OK","상갈역","분당선","한국철도공사","경기도 용인시 기흥구 금화로 지하 40","0.64","","상갈동, 기흥구, 용인시, 경기도, 17068, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","상하동","37.2636069","127.1400337","OK","지석역","에버라인","경기도 용인경전철","경기도 용인시 기흥구 어정로 28","0.76","","상하동, 기흥구, 용인시, 경기도, 17070, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","서농동","37.2380035","127.0682692","OK","망포역","분당선","한국철도공사","경기도 수원시 영통구 봉영로 지하 1520","1.30","","서농동 행정복지센터, 79, 서천서로, 서천동, 기흥구, 용인시, 경기도, 17109, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","신갈동","37.2784708","127.1023373","OK","신갈역","분당선","한국철도공사","경기도 용인시 기흥구 기흥로 136","1.16","","신갈동, 기흥구, 용인시, 경기도, 16969, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","영덕동","37.2730290","127.0812559","OK","청명역","분당선","한국철도공사","경기도 수원시 영통구 봉영로 지하 1670","1.52","","영덕동, 기흥구, 용인시, 경기도, 16950, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","동천동","37.3403800","127.0856400","OK","동천역","신분당선","경기도 신분당선","경기도 용인시 수지구 신수로 지하760","1.53","","동천동, 신봉동, 수지구, 용인시, 경기도, 16822, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","상현동","37.3031800","127.0770400","OK","상현역","신분당선","경기도 신분당선","경기도 용인시 수지구 광교중앙로 지하312","0.83","","상현동, 신봉동, 수지구, 용인시, 경기도, 16862, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","성복동","37.3160035","127.0710645","OK","성복역","신분당선","경기도 신분당선","경기도 용인시 수지구 수지로 지하134","0.88","","성복동 수호수 느티나무, 신봉동, 수지구, 용인시, 경기도, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","신봉동","37.3206926","127.0833645","OK","성복역","신분당선","경기도 신분당선","경기도 용인시 수지구 수지로 지하134","0.77","","신봉동, 수지구, 용인시, 경기도, 16845, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","죽전동","37.3292000","127.1163100","OK","죽전역","분당선","한국철도공사","경기도 용인시 수지구 포은대로 530(죽전동 1014)","0.94","","죽전동, 신봉동, 수지구, 용인시, 경기도, 16872, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","풍덕천동","37.3239700","127.0949500","OK","수지구청역","신분당선","경기도 신분당선","경기도 용인시 수지구 풍덕천로 지하120 ","0.12","","풍덕천동, 신봉동, 수지구, 용인시, 경기도, 16837, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","남사읍","37.1157224","127.1504900","OK","진위역","경부선","한국철도공사","경기도 평택시 경기대로 1855","7.84","","남사읍 행정복지센터, 22, 봉무로15번길, 처인구, 용인시, 경기도, 17118, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","동부동","37.2328948","127.2191825","OK","용인중앙시장역","에버라인","경기도 용인경전철","경기도 용인시 처인구 금학로 409","1.06","","동부동 행정복지센터, 1574, 중부대로, 마평동, 처인구, 용인시, 경기도, 17144, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","모현읍","37.3297000","127.2170300","OK","전대·에버랜드역","에버라인","경기도 용인경전철","경기도 용인시 처인구 포곡읍 에버랜드로 143","4.93","","모현읍, 처인구, 용인시, 경기도, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","백암면","37.1634125","127.3754054","OK","이천역","경강선","한국철도공사","경기도 이천시 이섭대천로 1063","12.67","8km초과","백암면 행정복지센터, 189, 백암로, 처인구, 용인시, 경기도, 17178, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","삼가동","37.2406000","127.1660600","OK","삼가역","에버라인","경기도 용인경전철","경기도 용인시 처인구 중부대로 1098","0.25","","삼가동, 처인구, 용인시, 경기도, 17091, 대한민국"
